"year","exp_unit","richness","Evar"
2007,"AUS_Buronga::A::G::2007",10,0.0992596000341955
2007,"AUS_Buronga::A::U::2007",30,0.109024359337327
2007,"AUS_Buronga::B::G::2007",11,0.218574622981182
2007,"AUS_Buronga::B::U::2007",19,0.127195270397839
2006,"AUS_Craigieburn::A::G::2006",24,0.392989194368166
2006,"AUS_Craigieburn::A::U::2006",22,0.487669918934371
2013,"AUS_CYP::A::G::2013",35,0.443629672688349
2013,"AUS_CYP::A::U::2013",33,0.435648252268366
2003,"AUS_Darlington::A::G::2003",26,0.276868567607556
2004,"AUS_Darlington::A::G::2004",23,0.236291298836776
2005,"AUS_Darlington::A::G::2005",28,0.328651192056229
2003,"AUS_Darlington::A::U::2003",29,0.254844251077131
2004,"AUS_Darlington::A::U::2004",21,0.331204533183279
2005,"AUS_Darlington::A::U::2005",26,0.371566927361852
2003,"AUS_Darlington::B::G::2003",30,0.216515473811142
2004,"AUS_Darlington::B::G::2004",26,0.312172710392834
2005,"AUS_Darlington::B::G::2005",25,0.320174605423523
2003,"AUS_Darlington::B::U::2003",29,0.235164766930351
2004,"AUS_Darlington::B::U::2004",28,0.262212146157078
2005,"AUS_Darlington::B::U::2005",30,0.352551751394801
2003,"AUS_Darlington::C::G::2003",27,0.223185152357856
2004,"AUS_Darlington::C::G::2004",25,0.298590308906136
2005,"AUS_Darlington::C::G::2005",27,0.261568416870789
2003,"AUS_Darlington::C::U::2003",29,0.212807220772296
2004,"AUS_Darlington::C::U::2004",25,0.263796337118487
2005,"AUS_Darlington::C::U::2005",21,0.31994107171303
1986,"AUS_FowlersGap::Airstrip::G::1986",39,0.180182610189589
1986,"AUS_FowlersGap::Airstrip::U::1986",37,0.224192316507291
1986,"AUS_FowlersGap::Hotel1::G::1986",38,0.150926986377613
1986,"AUS_FowlersGap::Hotel1::U::1986",32,0.177392065308086
1986,"AUS_FowlersGap::Hotel2::G::1986",36,0.13271718134965
1986,"AUS_FowlersGap::Hotel2::U::1986",34,0.158491741645347
2006,"AUS_Grampians::A::G::2006",25,0.765367259542406
2006,"AUS_Grampians::A::U::2006",29,0.636467729478993
2003,"AUS_Hamilton::A::G::2003",21,0.266499359014899
2004,"AUS_Hamilton::A::G::2004",21,0.359928272783203
2005,"AUS_Hamilton::A::G::2005",25,0.310042775470817
2003,"AUS_Hamilton::A::U::2003",20,0.208186403332528
2004,"AUS_Hamilton::A::U::2004",22,0.338102236894961
2005,"AUS_Hamilton::A::U::2005",24,0.303292510890325
2003,"AUS_Hamilton::B::G::2003",20,0.223199665787836
2004,"AUS_Hamilton::B::G::2004",22,0.358588508062735
2005,"AUS_Hamilton::B::G::2005",22,0.333197460343537
2003,"AUS_Hamilton::B::U::2003",18,0.25645826536471
2004,"AUS_Hamilton::B::U::2004",13,0.192918612764899
2005,"AUS_Hamilton::B::U::2005",14,0.288985638405596
2003,"AUS_Hamilton::C::G::2003",19,0.316273128406341
2004,"AUS_Hamilton::C::G::2004",18,0.264306504990706
2005,"AUS_Hamilton::C::G::2005",19,0.400589983696807
2003,"AUS_Hamilton::C::U::2003",20,0.254570906823438
2004,"AUS_Hamilton::C::U::2004",12,0.148781174895735
2005,"AUS_Hamilton::C::U::2005",11,0.187329356266674
2006,"AUS_Hattah::A::G::2006",21,0.750227356354901
