"exp_unit","Cmax","num_codominants","site","block","trt","year","exage","genus_species","relcov","rank"
"Germany2::B2::G::2010",9.65406275059831,7,"Germany2","B2","G",2010,10,"Koeleria macrantha",8.04505229195414,6
"Germany2::B2::G::2010",9.65406275059831,7,"Germany2","B2","G",2010,10,"Medicago falcata",8.04505229195414,7
"Germany2::B2::G::2010",9.65406275059831,7,"Germany2","B2","G",2010,10,"Medicago minima",16.0901045879083,3
"Germany2::B2::G::2010",9.65406275059831,7,"Germany2","B2","G",2010,10,"Syntrichia ruralis",24.1351568768624,1
"Germany2::B2::G::2011",12.560386474029,4,"Germany2","B2","G",2011,11,"Carex hirta",14.4927536202899,4
"Germany2::B2::G::2011",12.560386474029,4,"Germany2","B2","G",2011,11,"Cynodon dactylon",19.3236715003865,2
"Germany2::B2::G::2011",12.560386474029,4,"Germany2","B2","G",2011,11,"Hypnum cupressiforme var. lacunosum",28.9855072505797,1
"Germany2::B2::G::2011",12.560386474029,4,"Germany2","B2","G",2011,11,"Syntrichia ruralis",19.3236715003865,3
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Carex hirta",15.5601659790664,3
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Cynodon dactylon",10.3734439793776,5
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Hypnum cupressiforme var. lacunosum",20.7468879687552,1
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Koeleria macrantha",10.3734439793776,6
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Medicago falcata",12.4481327792531,4
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Poa angustifolia",5.1867219916888,7
"Germany2::B2::G::2012",10.1340568139732,7,"Germany2","B2","G",2012,12,"Syntrichia ruralis",20.7468879687552,2
"Germany2::B2::G::2013",12.6475547996206,1,"Germany2","B2","G",2013,13,"Hypnum cupressiforme var. lacunosum",29.5109612091147,1
"Germany2::B2::G::2014",28.3286118971671,1,"Germany2","B2","G",2014,14,"Hypnum cupressiforme var. lacunosum",42.4929178457507,1
"Germany2::B2::U::2004",14.7813535762273,5,"Germany2","B2","U",2004,4,"Brachythecium albicans",25.1256281357286,1
"Germany2::B2::U::2004",14.7813535762273,5,"Germany2","B2","U",2004,4,"Hypnum cupressiforme var. lacunosum",25.1256281357286,2
"Germany2::B2::U::2004",14.7813535762273,5,"Germany2","B2","U",2004,4,"Koeleria macrantha",10.0502512582915,5
"Germany2::B2::U::2004",14.7813535762273,5,"Germany2","B2","U",2004,4,"Medicago falcata",18.8442211067965,3
"Germany2::B2::U::2004",14.7813535762273,5,"Germany2","B2","U",2004,4,"Syntrichia ruralis",12.5628140678643,4
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Brachythecium albicans",7.57575757486364,6
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Hypnum cupressiforme var. lacunosum",15.1515151477273,2
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Koeleria macrantha",12.1212121181818,4
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Medicago falcata",15.1515151477273,3
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Sedum acre",12.1212121181818,5
"Germany2::B2::U::2005",9.65468639718565,6,"Germany2","B2","U",2005,5,"Syntrichia ruralis",22.7272727265909,1
"Germany2::B2::U::2006",25.55366269,1,"Germany2","B2","U",2006,6,"Syntrichia ruralis",42.58943782,1
"Germany2::B2::U::2007",21.0378681729453,1,"Germany2","B2","U",2007,7,"Syntrichia ruralis",42.0757363358906,1
"Germany2::B2::U::2008",26.0869565228696,1,"Germany2","B2","U",2008,8,"Syntrichia ruralis",43.4782608747826,1
"Germany2::B2::U::2009",21.8023255821802,1,"Germany2","B2","U",2009,9,"Syntrichia ruralis",36.3372093036337,1
"Germany2::B2::U::2010",13.296227581885,5,"Germany2","B2","U",2010,10,"Carex hirta",17.0068027201701,3
"Germany2::B2::U::2010",13.296227581885,5,"Germany2","B2","U",2010,10,"Koeleria macrantha",11.3378684801134,4
"Germany2::B2::U::2010",13.296227581885,5,"Germany2","B2","U",2010,10,"Medicago falcata",22.6757369602268,2
"Germany2::B2::U::2010",13.296227581885,5,"Germany2","B2","U",2010,10,"Sedum acre",7.93650793707936,5
"Germany2::B2::U::2010",13.296227581885,5,"Germany2","B2","U",2010,10,"Syntrichia ruralis",34.0136054403401,1
"Germany2::B2::U::2011",29.5914471169398,2,"Germany2","B2","U",2011,11,"Carex hirta",42.9553264582818,1
"Germany2::B2::U::2011",29.5914471169398,2,"Germany2","B2","U",2011,11,"Syntrichia ruralis",34.3642611686254,2
"Germany2::B2::U::2012",20.0860832073905,2,"Germany2","B2","U",2012,12,"Carex hirta",43.0416068852654,1
"Germany2::B2::U::2012",20.0860832073905,2,"Germany2","B2","U",2012,12,"Medicago falcata",28.6944045868436,2
"Germany2::B2::U::2013",29.2138268594082,2,"Germany2","B2","U",2013,13,"Carex hirta",32.11991435,2
"Germany2::B2::U::2013",29.2138268594082,2,"Germany2","B2","U",2013,13,"Medicago falcata",42.82655246,1
"Germany2::B2::U::2014",38.2695507403827,1,"Germany2","B2","U",2014,14,"Carex hirta",49.9168053204992,1
"Germany2::F1::G::2004",33.500837518995,1,"Germany2","F1","G",2004,4,"Hypnum cupressiforme var. lacunosum",58.6264656582412,1
"Germany2::F1::G::2005",67.287784677617,1,"Germany2","F1","G",2005,5,"Hypnum cupressiforme var. lacunosum",72.4637681142029,1
"Germany2::F1::G::2006",57.9839429117395,1,"Germany2","F1","G",2006,6,"Hypnum cupressiforme var. lacunosum",71.3648528121409,1
"Germany2::F1::G::2007",50.1824817469891,1,"Germany2","F1","G",2007,7,"Hypnum cupressiforme var. lacunosum",63.8686131361679,1
"Germany2::F1::G::2008",51.9480519363636,1,"Germany2","F1","G",2008,8,"Hypnum cupressiforme var. lacunosum",69.2640692551515,1
"Germany2::F1::G::2009",49.1803278739344,1,"Germany2","F1","G",2009,9,"Hypnum cupressiforme var. lacunosum",65.5737704952459,1
"Germany2::F1::G::2010",37.7928949381104,1,"Germany2","F1","G",2010,10,"Hypnum cupressiforme var. lacunosum",60.4686318969766,1
"Germany2::F1::G::2011",47.86771105,1,"Germany2","F1","G",2011,11,"Hypnum cupressiforme var. lacunosum",69.62576153,1
"Germany2::F1::G::2012",32.3212536708484,2,"Germany2","F1","G",2012,12,"Festuca duvalii",29.3829578811753,2
"Germany2::F1::G::2012",32.3212536708484,2,"Germany2","F1","G",2012,12,"Hypnum cupressiforme var. lacunosum",58.7659157723506,1
"Germany2::F1::G::2013",30.9917355424793,1,"Germany2","F1","G",2013,13,"Hypnum cupressiforme var. lacunosum",51.6528925641322,1
"Germany2::F1::G::2014",35.1185250157858,1,"Germany2","F1","G",2014,14,"Hypnum cupressiforme var. lacunosum",57.0676031531519,1
"Germany2::F1::U::2004",57.4112734831106,1,"Germany2","F1","U",2004,4,"Hypnum cupressiforme var. lacunosum",67.849686841858,1
"Germany2::F1::U::2005",48.6854917248685,1,"Germany2","F1","U",2005,5,"Hypnum cupressiforme var. lacunosum",63.2911392463291,1
"Germany2::F1::U::2006",45.1354062177432,1,"Germany2","F1","U",2006,6,"Hypnum cupressiforme var. lacunosum",65.1955867567402,1
"Germany2::F1::U::2007",42.1348314591573,1,"Germany2","F1","U",2007,7,"Hypnum cupressiforme var. lacunosum",60.8614232187828,1
"Germany2::F1::U::2008",43.6046511617442,1,"Germany2","F1","U",2008,8,"Hypnum cupressiforme var. lacunosum",62.9844961225194,1
"Germany2::F1::U::2009",33.5289186979883,1,"Germany2","F1","U",2009,9,"Hypnum cupressiforme var. lacunosum",54.4844928767309,1
"Germany2::F1::U::2010",33.5820895469776,1,"Germany2","F1","U",2010,10,"Hypnum cupressiforme var. lacunosum",52.2388059652985,1
"Germany2::F1::U::2011",45.5005055531749,1,"Germany2","F1","U",2011,11,"Hypnum cupressiforme var. lacunosum",65.7229524701416,1
"Germany2::F1::U::2012",35.2733685964727,1,"Germany2","F1","U",2012,12,"Hypnum cupressiforme var. lacunosum",61.7283950538272,1
"Germany2::F1::U::2013",45.5005055527199,1,"Germany2","F1","U",2013,13,"Hypnum cupressiforme var. lacunosum",60.6673407402932,1
"Germany2::F1::U::2014",40.4676258959532,1,"Germany2","F1","U",2014,14,"Hypnum cupressiforme var. lacunosum",58.4532374041547,1
"Germany2::F2::G::2004",46.2962962921296,1,"Germany2","F2","G",2004,4,"Hypnum cupressiforme var. lacunosum",60.1851851797685,1
"Germany2::F2::G::2005",33.1125827786755,1,"Germany2","F2","G",2005,5,"Hypnum cupressiforme var. lacunosum",52.0340586579186,1
"Germany2::F2::G::2006",46.4576074248897,1,"Germany2","F2","G",2006,6,"Hypnum cupressiforme var. lacunosum",58.0720092836121,1
"Germany2::F2::G::2007",27.0833333333333,2,"Germany2","F2","G",2007,7,"Erodium cicutarium",25,2
"Germany2::F2::G::2007",27.0833333333333,2,"Germany2","F2","G",2007,7,"Hypnum cupressiforme var. lacunosum",50,1
"Germany2::F2::G::2008",26.5095729013255,1,"Germany2","F2","G",2008,8,"Syntrichia ruralis",44.1826215022091,1
"Germany2::F2::G::2009",25.6670307384098,2,"Germany2","F2","G",2009,9,"Hypnum cupressiforme var. lacunosum",30.4259634918256,2
"Germany2::F2::G::2009",25.6670307384098,2,"Germany2","F2","G",2009,9,"Syntrichia ruralis",35.4969574021298,1
"Germany2::F2::G::2010",27.4725274650549,1,"Germany2","F2","G",2010,10,"Syntrichia ruralis",45.7875457817582,1
"Germany2::F2::G::2011",56.0747663541963,1,"Germany2","F2","G",2011,11,"Syntrichia ruralis",65.420560746729,1
"Germany2::F2::G::2012",62.4426078837557,1,"Germany2","F2","G",2012,12,"Syntrichia ruralis",73.4618916326538,1
"Germany2::F2::G::2013",40.9276944112278,1,"Germany2","F2","G",2013,13,"Syntrichia ruralis",54.5702592116371,1
"Germany2::F2::G::2014",27.3044997780887,1,"Germany2","F2","G",2014,14,"Syntrichia ruralis",43.6871996469419,1
"Germany2::F2::U::2004",68.899521528689,1,"Germany2","F2","U",2004,4,"Hypnum cupressiforme var. lacunosum",76.5550239207655,1
"Germany2::F2::U::2005",52.5210084005252,1,"Germany2","F2","U",2005,5,"Hypnum cupressiforme var. lacunosum",68.2773109206828,1
"Germany2::F2::U::2006",36.0230547610807,1,"Germany2","F2","U",2006,6,"Hypnum cupressiforme var. lacunosum",57.6368876117291,1
"Germany2::F2::U::2007",29.8062593061252,1,"Germany2","F2","U",2007,7,"Hypnum cupressiforme var. lacunosum",52.1609537932191,1
"Germany2::F2::U::2008",29.5914471169398,2,"Germany2","F2","U",2008,8,"Hypnum cupressiforme var. lacunosum",42.9553264582818,1
"Germany2::F2::U::2008",29.5914471169398,2,"Germany2","F2","U",2008,8,"Koeleria macrantha",34.3642611686254,2
"Germany2::F2::U::2009",17.3119294935079,2,"Germany2","F2","U",2009,9,"Hypnum cupressiforme var. lacunosum",35.4107648721247,1
"Germany2::F2::U::2009",17.3119294935079,2,"Germany2","F2","U",2009,9,"Koeleria macrantha",28.3286119016997,2
"Germany2::F2::U::2010",28.7698412706587,2,"Germany2","F2","U",2010,10,"Hypnum cupressiforme var. lacunosum",41.6666666708333,1
"Germany2::F2::U::2010",28.7698412706587,2,"Germany2","F2","U",2010,10,"Koeleria macrantha",29.7619047605952,2
"Germany2::F2::U::2011",46.8933177018757,1,"Germany2","F2","U",2011,11,"Hypnum cupressiforme var. lacunosum",64.4783118425791,1
"Germany2::F2::U::2012",31.4795383047219,1,"Germany2","F2","U",2012,12,"Hypnum cupressiforme var. lacunosum",57.7124868886569,1
"Germany2::F2::U::2013",25.0421628250943,2,"Germany2","F2","U",2013,13,"Hypnum cupressiforme var. lacunosum",47.7845351890443,1
"Germany2::F2::U::2013",25.0421628250943,2,"Germany2","F2","U",2013,13,"Koeleria macrantha",26.0642919194787,2
"Germany2::F2::U::2014",34.4367706566988,2,"Germany2","F2","U",2014,14,"Hypnum cupressiforme var. lacunosum",58.8235294011765,1
"Germany2::F2::U::2014",34.4367706566988,2,"Germany2","F2","U",2014,14,"Koeleria macrantha",27.1493212659276,2
"Germany2::K1::G::2004",58.2072176969849,1,"Germany2","K1","G",2004,4,"Syntrichia ruralis",69.8486612383819,1
"Germany2::K1::G::2005",61.6522811336991,1,"Germany2","K1","G",2005,5,"Syntrichia ruralis",73.982737364439,1
"Germany2::K1::G::2006",59.6816976064191,1,"Germany2","K1","G",2006,6,"Syntrichia ruralis",72.9442970756233,1
"Germany2::K1::G::2007",61.2557427269372,1,"Germany2","K1","G",2007,7,"Syntrichia ruralis",76.5696784061715,1
"Germany2::K1::G::2008",78.9473684275263,1,"Germany2","K1","G",2008,8,"Syntrichia ruralis",85.5263157959868,1
"Germany2::K1::G::2009",80.3461063088208,1,"Germany2","K1","G",2009,9,"Syntrichia ruralis",86.5265760251916,1
"Germany2::K1::G::2010",83.9160839062867,1,"Germany2","K1","G",2010,10,"Syntrichia ruralis",87.412587403007,1
"Germany2::K1::G::2011",80.0000000044,1,"Germany2","K1","G",2011,11,"Syntrichia ruralis",84.8484848525455,1
"Germany2::K1::G::2012",78.6773090027058,1,"Germany2","K1","G",2012,12,"Syntrichia ruralis",85.5188141331585,1
"Germany2::K1::G::2013",75.156576195739,1,"Germany2","K1","G",2013,13,"Syntrichia ruralis",83.5073068841545,1
"Germany2::K1::G::2014",76.9971126043003,1,"Germany2","K1","G",2014,14,"Syntrichia ruralis",81.8094321418191,1
"Germany2::K1::U::2004",27.2727272697273,1,"Germany2","K1","U",2004,4,"Syntrichia ruralis",45.4545454495454,1
"Germany2::K1::U::2005",21.09704642,1,"Germany2","K1","U",2005,5,"Syntrichia ruralis",42.19409283,1
"Germany2::K1::U::2006",18.0556447990725,3,"Germany2","K1","U",2006,6,"Cladonia rangiformis",25.3807106556853,2
"Germany2::K1::U::2006",18.0556447990725,3,"Germany2","K1","U",2006,6,"Hypnum cupressiforme var. lacunosum",15.2284263974112,3
"Germany2::K1::U::2006",18.0556447990725,3,"Germany2","K1","U",2006,6,"Syntrichia ruralis",40.6091370530964,1
"Germany2::K1::U::2007",23.8608374343517,2,"Germany2","K1","U",2007,7,"Cladonia rangiformis",26.9396551689224,2
"Germany2::K1::U::2007",23.8608374343517,2,"Germany2","K1","U",2007,7,"Syntrichia ruralis",48.4913793080603,1
"Germany2::K1::U::2008",31.8471337587261,1,"Germany2","K1","U",2008,8,"Syntrichia ruralis",59.1446769776342,1
"Germany2::K1::U::2009",31.9148936152908,2,"Germany2","K1","U",2009,9,"Cladonia rangiformis",29.0135396508704,2
"Germany2::K1::U::2009",31.9148936152908,2,"Germany2","K1","U",2009,9,"Syntrichia ruralis",58.0270793017408,1
"Germany2::K1::U::2010",37.8071833749149,1,"Germany2","K1","U",2010,10,"Syntrichia ruralis",61.4366729779868,1
"Germany2::K1::U::2011",28.1205164948687,2,"Germany2","K1","U",2011,11,"Cladonia rangiformis",29.2682926767805,2
"Germany2::K1::U::2011",28.1205164948687,2,"Germany2","K1","U",2011,11,"Syntrichia ruralis",53.6585365840976,1
"Germany2::K1::U::2012",33.2068311219785,2,"Germany2","K1","U",2012,12,"Cladonia rangiformis",28.4629981048387,2
"Germany2::K1::U::2012",33.2068311219785,2,"Germany2","K1","U",2012,12,"Syntrichia ruralis",56.9259962096774,1
"Germany2::K1::U::2013",51.6917293282707,1,"Germany2","K1","U",2013,13,"Syntrichia ruralis",65.7894736905263,1
"Germany2::K1::U::2014",41.3564929675186,1,"Germany2","K1","U",2014,14,"Syntrichia ruralis",57.8990901565261,1
"Germany2::K2::G::2004",82.0707070760278,1,"Germany2","K2","G",2004,4,"Syntrichia ruralis",88.3838383897222,1
"Germany2::K2::G::2005",78.4593437998459,1,"Germany2","K2","G",2005,5,"Syntrichia ruralis",85.5920114185592,1
"Germany2::K2::G::2006",63.432835825709,1,"Germany2","K2","G",2006,6,"Syntrichia ruralis",74.6268656767164,1
"Germany2::K2::G::2007",66.5399239606616,1,"Germany2","K2","G",2007,7,"Syntrichia ruralis",76.0456273830418,1
"Germany2::K2::G::2008",66.1375661373545,1,"Germany2","K2","G",2008,8,"Syntrichia ruralis",79.3650793668254,1
"Germany2::K2::G::2009",66.2983425327072,1,"Germany2","K2","G",2009,9,"Syntrichia ruralis",77.3480662914917,1
"Germany2::K2::G::2010",55.2763819105528,1,"Germany2","K2","G",2010,10,"Syntrichia ruralis",70.3517587907035,1
"Germany2::K2::G::2011",69.2840646693072,1,"Germany2","K2","G",2011,11,"Syntrichia ruralis",80.8314087791917,1
"Germany2::K2::G::2012",59.1039084746807,1,"Germany2","K2","G",2012,12,"Syntrichia ruralis",76.2631077131363,1
"Germany2::K2::G::2013",70,1,"Germany2","K2","G",2013,13,"Syntrichia ruralis",80,1
"Germany2::K2::G::2014",70.4607046015908,1,"Germany2","K2","G",2014,14,"Syntrichia ruralis",76.7841011684643,1
"Germany2::K2::U::2004",72.7650727541788,1,"Germany2","K2","U",2004,4,"Syntrichia ruralis",83.1600831533472,1
"Germany2::K2::U::2005",64.599483201292,1,"Germany2","K2","U",2005,5,"Syntrichia ruralis",77.5193798415504,1
"Germany2::K2::U::2006",77.7777777724444,1,"Germany2","K2","U",2006,6,"Syntrichia ruralis",83.3333333283333,1
"Germany2::K2::U::2007",62.9722921862217,1,"Germany2","K2","U",2007,7,"Syntrichia ruralis",75.566750625466,1
"Germany2::K2::U::2008",38.6019822617538,2,"Germany2","K2","U",2008,8,"Carex hirta",31.2989045365571,2
"Germany2::K2::U::2008",38.6019822617538,2,"Germany2","K2","U",2008,8,"Syntrichia ruralis",62.5978090731142,1
"Germany2::K2::U::2009",49.3653032450635,1,"Germany2","K2","U",2009,9,"Syntrichia ruralis",70.5218617729478,1
"Germany2::K2::U::2010",48.9130434714674,1,"Germany2","K2","U",2010,10,"Syntrichia ruralis",65.2173913019565,1
"Germany2::K2::U::2011",48.5908649095141,1,"Germany2","K2","U",2011,11,"Syntrichia ruralis",68.0272108793197,1
"Germany2::K2::U::2012",28.3286119005666,1,"Germany2","K2","U",2012,12,"Syntrichia ruralis",51.9357884810387,1
"Germany2::K2::U::2013",36.4298724932787,1,"Germany2","K2","U",2013,13,"Syntrichia ruralis",54.644808744918,1
"Germany2::K2::U::2014",33.314564565307,2,"Germany2","K2","U",2014,14,"Hypnum cupressiforme var. lacunosum",42.2297297338007,1
"Germany2::K2::U::2014",33.314564565307,2,"Germany2","K2","U",2014,14,"Syntrichia ruralis",33.7837837830405,2
"Germany2::K3::G::2004",64.0512409992026,1,"Germany2","K3","G",2004,4,"Hypnum cupressiforme var. lacunosum",72.0576461236029,1
"Germany2::K3::G::2005",71.9729043203184,1,"Germany2","K3","G",2005,5,"Hypnum cupressiforme var. lacunosum",76.2066045745724,1
"Germany2::K3::G::2006",77.8210116622179,1,"Germany2","K3","G",2006,6,"Hypnum cupressiforme var. lacunosum",82.6848248917315,1
"Germany2::K3::G::2007",75.2256770274774,1,"Germany2","K3","G",2007,7,"Hypnum cupressiforme var. lacunosum",80.2407221619759,1
"Germany2::K3::G::2008",67.6084762795913,1,"Germany2","K3","G",2008,8,"Hypnum cupressiforme var. lacunosum",75.6811301639455,1
"Germany2::K3::G::2009",71.6479017487318,1,"Germany2","K3","G",2009,9,"Hypnum cupressiforme var. lacunosum",76.7656090161413,1
"Germany2::K3::G::2010",64.9474689544021,1,"Germany2","K3","G",2010,10,"Hypnum cupressiforme var. lacunosum",71.6332378171347,1
"Germany2::K3::G::2011",50.2617800969843,1,"Germany2","K3","G",2011,11,"Hypnum cupressiforme var. lacunosum",62.8272251262304,1
"Germany2::K3::G::2012",46.0405156545249,1,"Germany2","K3","G",2012,12,"Hypnum cupressiforme var. lacunosum",55.2486187866298,1
"Germany2::K3::G::2013",46.6417910428657,1,"Germany2","K3","G",2013,13,"Hypnum cupressiforme var. lacunosum",55.9701492522388,1
"Germany2::K3::G::2014",40.1427297108029,1,"Germany2","K3","G",2014,14,"Hypnum cupressiforme var. lacunosum",53.5236396110705,1
"Germany2::K3::U::2004",32.5850832852136,1,"Germany2","K3","U",2004,4,"Hypnum cupressiforme var. lacunosum",47.0673425175308,1
"Germany2::K3::U::2005",29.1120815044687,1,"Germany2","K3","U",2005,5,"Hypnum cupressiforme var. lacunosum",50.9461426403202,1
"Germany2::K3::U::2006",25.1205643130663,3,"Germany2","K3","U",2006,6,"Carex hirta",15.8353127492082,3
"Germany2::K3::U::2006",25.1205643130663,3,"Germany2","K3","U",2006,6,"Cladonia furcata",31.6706254884165,2
"Germany2::K3::U::2006",25.1205643130663,3,"Germany2","K3","U",2006,6,"Hypnum cupressiforme var. lacunosum",47.5059382376247,1
"Germany2::K3::U::2007",24.7438596491228,3,"Germany2","K3","U",2007,7,"Carex hirta",16,3
"Germany2::K3::U::2007",24.7438596491228,3,"Germany2","K3","U",2007,7,"Cladonia furcata",28,2
"Germany2::K3::U::2007",24.7438596491228,3,"Germany2","K3","U",2007,7,"Hypnum cupressiforme var. lacunosum",52,1
"Germany2::K3::U::2008",23.0352303523035,3,"Germany2","K3","U",2008,8,"Carex hirta",27.10027100271,2
"Germany2::K3::U::2008",23.0352303523035,3,"Germany2","K3","U",2008,8,"Cladonia furcata",20.3252032520325,3
"Germany2::K3::U::2008",23.0352303523035,3,"Germany2","K3","U",2008,8,"Hypnum cupressiforme var. lacunosum",40.650406504065,1
"Germany2::K3::U::2009",24.7967479632611,3,"Germany2","K3","U",2009,9,"Carex hirta",24.390243897561,2
"Germany2::K3::U::2009",24.7967479632611,3,"Germany2","K3","U",2009,9,"Cladonia furcata",24.390243897561,3
"Germany2::K3::U::2009",24.7967479632611,3,"Germany2","K3","U",2009,9,"Hypnum cupressiforme var. lacunosum",42.6829268257317,1
"Germany2::K3::U::2010",24.0963855380723,1,"Germany2","K3","U",2010,10,"Hypnum cupressiforme var. lacunosum",48.1927710761446,1
"Germany2::K3::U::2011",39.8582816735872,1,"Germany2","K3","U",2011,11,"Hypnum cupressiforme var. lacunosum",62.0017714855802,1
"Germany2::K3::U::2012",34.65346534,1,"Germany2","K3","U",2012,12,"Hypnum cupressiforme var. lacunosum",54.45544554,1
"Germany2::K3::U::2013",34.4827586268965,1,"Germany2","K3","U",2013,13,"Hypnum cupressiforme var. lacunosum",49.2610837498522,1
"Germany2::K3::U::2014",39.6039603978317,1,"Germany2","K3","U",2014,14,"Hypnum cupressiforme var. lacunosum",49.5049504960396,1
"Germany2::K4::G::2004",65.7894736793421,1,"Germany2","K4","G",2004,4,"Hypnum cupressiforme var. lacunosum",78.1249999992187,1
"Germany2::K4::G::2005",39.9201596887824,1,"Germany2","K4","G",2005,5,"Hypnum cupressiforme var. lacunosum",63.2069195039055,1
"Germany2::K4::G::2006",59.2417061540758,1,"Germany2","K4","G",2006,6,"Hypnum cupressiforme var. lacunosum",75.0394944624961,1
"Germany2::K4::G::2007",53.1479967315944,1,"Germany2","K4","G",2007,7,"Hypnum cupressiforme var. lacunosum",73.5895339322077,1
"Germany2::K4::G::2008",47.1327572761273,1,"Germany2","K4","G",2008,8,"Hypnum cupressiforme var. lacunosum",70.6991359091909,1
"Germany2::K4::G::2009",43.6363636395636,1,"Germany2","K4","G",2009,9,"Hypnum cupressiforme var. lacunosum",69.0909090893091,1
"Germany2::K4::G::2010",53.8079470167715,1,"Germany2","K4","G",2010,10,"Hypnum cupressiforme var. lacunosum",74.5033112555298,1
"Germany2::K4::G::2011",53.1045751663725,1,"Germany2","K4","G",2011,11,"Hypnum cupressiforme var. lacunosum",73.5294117688235,1
"Germany2::K4::G::2012",36.101083039278,1,"Germany2","K4","G",2012,12,"Hypnum cupressiforme var. lacunosum",61.3718411587726,1
"Germany2::K4::G::2013",34.8297213613932,1,"Germany2","K4","G",2013,13,"Hypnum cupressiforme var. lacunosum",58.049535602322,1
"Germany2::K4::G::2014",47.2972972981081,1,"Germany2","K4","G",2014,14,"Hypnum cupressiforme var. lacunosum",64.1891891874324,1
"Germany2::K4::U::2004",43.4782608686957,1,"Germany2","K4","U",2004,4,"Hypnum cupressiforme var. lacunosum",61.5942028981522,1
"Germany2::K4::U::2005",44.308111784683,1,"Germany2","K4","U",2005,5,"Hypnum cupressiforme var. lacunosum",57.941376953047,1
"Germany2::K4::U::2006",52.5131282889497,1,"Germany2","K4","U",2006,6,"Hypnum cupressiforme var. lacunosum",63.7659414887247,1
"Germany2::K4::U::2007",49.1918482124596,1,"Germany2","K4","U",2007,7,"Hypnum cupressiforme var. lacunosum",63.2466619831623,1
"Germany2::K4::U::2008",40.5679513191886,1,"Germany2","K4","U",2008,8,"Hypnum cupressiforme var. lacunosum",57.4712643688506,1
"Germany2::K4::U::2009",40.4585300012138,1,"Germany2","K4","U",2009,9,"Hypnum cupressiforme var. lacunosum",57.3162508417195,1
"Germany2::K4::U::2010",44.0976933548507,1,"Germany2","K4","U",2010,10,"Hypnum cupressiforme var. lacunosum",57.6662143863433,1
"Germany2::K4::U::2011",46.2633452046263,1,"Germany2","K4","U",2011,11,"Hypnum cupressiforme var. lacunosum",60.4982206460498,1
"Germany2::K4::U::2012",33.5570469810067,1,"Germany2","K4","U",2012,12,"Hypnum cupressiforme var. lacunosum",53.6912751716107,1
"Germany2::K4::U::2013",44.56327985,1,"Germany2","K4","U",2013,13,"Hypnum cupressiforme var. lacunosum",57.93226381,1
"Germany2::K4::U::2014",53.3536585378659,1,"Germany2","K4","U",2014,14,"Hypnum cupressiforme var. lacunosum",64.7865853674085,1
"Harts Draw::A::G::2013",25.7626198994633,2,"Harts Draw","A","G",2013,56,"Artemisia tridentata",36.101630640361,2
"Harts Draw::A::G::2013",25.7626198994633,2,"Harts Draw","A","G",2013,56,"Chondrosum gracile",37.99772469038,1
"Harts Draw::A::U::2013",33.25046612867,1,"Harts Draw","A","U",2013,56,"Artemisia tridentata",54.7855811078086,1
"Harts Point::A::G::2013",38.6420068540756,2,"Harts Point","A","G",2013,53,"Artemisia tridentata",53.0750934426538,1
"Harts Point::A::G::2013",38.6420068540756,2,"Harts Point","A","G",2013,53,"Chondrosum gracile",35.9836901117992,2
"Harts Point::A::U::2013",28.4194565512369,2,"Harts Point","A","U",2013,53,"Artemisia tridentata",49.5945945924797,1
"Harts Point::A::U::2013",28.4194565512369,2,"Harts Point","A","U",2013,53,"Chondrosum gracile",28.9527027014476,2
"Horse Pature::A::G::2013",28.4224993555319,2,"Horse Pature","A","G",2013,48,"Artemisia tridentata",33.0731707296693,2
"Horse Pature::A::G::2013",28.4224993555319,2,"Horse Pature","A","G",2013,48,"Bromus tectorum",38.796747969612,1
"Horse Pature::A::U::2013",37.1299093696287,1,"Horse Pature","A","U",2013,48,"Artemisia tridentata",53.9879154094601,1
"Hotel Mesa::A::G::2013",11.4705804632251,3,"Hotel Mesa","A","G",2013,51,"Bromus tectorum",12.6539753603796,3
"Hotel Mesa::A::G::2013",11.4705804632251,3,"Hotel Mesa","A","G",2013,51,"Halogeton glomeratus",26.4650989207939,1
"Hotel Mesa::A::G::2013",11.4705804632251,3,"Hotel Mesa","A","G",2013,51,"Hilaria jamesii",20.4927211606148,2
"Hotel Mesa::A::U::2013",6.69599705789953,7,"Hotel Mesa","A","U",2013,51,"Atriplex confertifolia",12.6456624915175,4
"Hotel Mesa::A::U::2013",6.69599705789953,7,"Hotel Mesa","A","U",2013,51,"Chaetopappa ericoides",7.89814415294778,6
"Hotel Mesa::A::U::2013",6.69599705789953,7,"Hotel Mesa","A","U",2013,51,"Halogeton glomeratus",13.0340958115641,3
