"exp_unit","Cmax","num_codominants","site","block","trt","year","exage","genus_species","relcov","rank"
"AUS_Ag_Biod::K2::G::2005",45.6140350862376,1,"AUS_Ag_Biod","K2","G",2005,5,"Casuarina cristata",54.3859649107098,1
"AUS_Ag_Biod::K2::U::2005",22.4299065512548,1,"AUS_Ag_Biod","K2","U",2005,5,"Atriplex stipitata",41.1214953334064,1
"AUS_Ag_Biod::L1::G::2005",41.6666666683333,1,"AUS_Ag_Biod","L1","G",2005,5,"Casuarina cristata",52.7777777778889,1
"AUS_Ag_Biod::L1::U::2005",15.0474669566306,2,"AUS_Ag_Biod","L1","U",2005,5,"Casuarina cristata",31.8339100348233,1
"AUS_Ag_Biod::L1::U::2005",15.0474669566306,2,"AUS_Ag_Biod","L1","U",2005,5,"Lepidium leptopetalum",22.145328723912,2
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Carrichtera annua",6.99300699277657,7
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Casuarina cristata",11.188811189718,1
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Chenopodium curvispicatum",9.79020979073754,3
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Enchylaena tomentosa",4.19580419587853,9
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Maireana turbinata",8.39160839175705,4
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Olearia muelleri",11.188811189718,2
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Roepera apiculata",8.39160839175705,5
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Sclerolaena obliquicuspis",8.39160839175705,6
"AUS_Ag_Biod::P1::G::2005",4.83887802184314,9,"AUS_Ag_Biod","P1","G",2005,5,"Senna artemisioides",6.29370629381779,8
"AUS_Ag_Biod::P1::U::2005",17.518248180807,2,"AUS_Ag_Biod","P1","U",2005,5,"Atriplex stipitata",26.2773722660444,1
"AUS_Ag_Biod::P1::U::2005",17.518248180807,2,"AUS_Ag_Biod","P1","U",2005,5,"Casuarina cristata",26.2773722660444,2
"AUS_Ag_Biod::W1::G::2005",29.0076335902901,1,"AUS_Ag_Biod","W1","G",2005,5,"Geijera parviflora",45.801526720458,1
"AUS_Ag_Biod::W1::U::2005",7.08356391376365,2,"AUS_Ag_Biod","W1","U",2005,5,"Casuarina cristata",20.1438848895971,1
"AUS_Ag_Biod::W1::U::2005",7.08356391376365,2,"AUS_Ag_Biod","W1","U",2005,5,"Sclerolaena obliquicuspis",17.2661870496547,2
"AUS_Ag_Biod::W2::G::2005",7.5471698107775,1,"AUS_Ag_Biod","W2","G",2005,5,"Casuarina cristata",18.8679245269438,1
"AUS_Ag_Biod::W2::U::2005",18.2481751887226,1,"AUS_Ag_Biod","W2","U",2005,5,"Casuarina cristata",33.5766423376496,1
"AUS_Ag_Biod::W3::G::2005",20.56074766,1,"AUS_Ag_Biod","W3","G",2005,5,"Casuarina cristata",31.77570093,1
"AUS_Ag_Biod::W3::U::2005",18.9655172337533,1,"AUS_Ag_Biod","W3","U",2005,5,"Casuarina cristata",32.7586206844453,1
"AUS_Arumpo::A::G::2015",25.4237288197458,1,"AUS_Arumpo","A","G",2015,28,"Rhodanthe pygmaea",42.3728813595763,1
"AUS_Arumpo::A::U::2015",20.4255609358927,2,"AUS_Arumpo","A","U",2015,28,"Brassica tournefortii",36.6568914959677,1
"AUS_Arumpo::A::U::2015",20.4255609358927,2,"AUS_Arumpo","A","U",2015,28,"Maireana pyramidata",26.3929618770968,2
"AUS_Berry::A::G::1998",3.53535353579275,5,"AUS_Berry","A","G",1998,7,"Austrostipa",8.08080808081849,1
"AUS_Berry::A::G::1998",3.53535353579275,5,"AUS_Berry","A","G",1998,7,"Chloris truncata",8.08080808081849,2
"AUS_Berry::A::G::1998",3.53535353579275,5,"AUS_Berry","A","G",1998,7,"Enteropogon acicularis",8.08080808081849,3
"AUS_Berry::A::G::1998",3.53535353579275,5,"AUS_Berry","A","G",1998,7,"Hypochaeris radicata",6.06060606035629,5
"AUS_Berry::A::G::1998",3.53535353579275,5,"AUS_Berry","A","G",1998,7,"Lolium rigidum",8.08080808081849,4
"AUS_Berry::A::U::1998",7.14285714564286,1,"AUS_Berry","A","U",1998,7,"Stipa bigeniculata",16.6666666691667,1
"AUS_Berry::B::G::1998",5.19480519480519,1,"AUS_Berry","B","G",1998,7,"Enteropogon acicularis",12.987012987013,1
"AUS_Berry::B::U::1998",5.12820512820513,1,"AUS_Berry","B","U",1998,7,"Austrostipa",12.8205128205128,1
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Austrostipa",9.19540229986894,1
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Carex inversa",6.89655172436147,3
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Chloris truncata",4.59770114993447,7
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Dichondra repens",6.89655172436147,4
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Echium plantagineum",4.59770114993447,8
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Enteropogon acicularis",6.89655172436147,5
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Juncus capitatus",6.89655172436147,6
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Medicago polymorpha",4.59770114993447,9
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Oxalis",4.59770114993447,10
"AUS_Berry::C::G::1998",3.64279398839011,10,"AUS_Berry","C","G",1998,7,"Rytidosperma linkii",8.04597701211521,2
"AUS_Berry::C::U::1998",9.09090909156818,3,"AUS_Berry","C","U",1998,7,"Austrostipa",18.1818181816364,1
"AUS_Berry::C::U::1998",9.09090909156818,3,"AUS_Berry","C","U",1998,7,"Rytidosperma linkii",18.1818181816364,2
"AUS_Berry::C::U::1998",9.09090909156818,3,"AUS_Berry","C","U",1998,7,"Sida cunninghamii",9.09090909181818,3
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Austrostipa",7.84313725484314,1
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Calotis hispidula",7.84313725484314,2
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Carthamus lanatus",7.84313725484314,3
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Echium plantagineum",5.88235294088235,6
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Hordeum murinum subsp. leporinum",7.84313725484314,4
"AUS_Berry::D::G::1998",3.50877193023176,6,"AUS_Berry","D","G",1998,7,"Lolium rigidum",7.84313725484314,5
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Austrostipa",10.52631579,2
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Dichondra repens",7.894736842,3
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Echium plantagineum",5.263157895,7
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Einadia polygonoides",7.894736842,4
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Lolium rigidum",7.894736842,5
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Medicago polymorpha",5.263157895,8
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Oxalis",7.894736842,6
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Rumex brownii",5.263157895,9
"AUS_Berry::D::U::1998",4.58188618817715,9,"AUS_Berry","D","U",1998,7,"Rytidosperma linkii",13.15789474,1
"AUS_Berry::E::G::1998",4.8780487792439,1,"AUS_Berry","E","G",1998,7,"Enteropogon acicularis",14.6341463407317,1
"AUS_Berry::E::U::1998",12.903225804871,1,"AUS_Berry","E","U",1998,7,"Lolium rigidum",22.5806451597742,1
"AUS_Birregurra::A::G::2003",21.7647058855429,1,"AUS_Birregurra","A","G",2003,1,"Schoenus apogon",41.9607843151188,1
"AUS_Birregurra::A::G::2004",19.3787300538801,2,"AUS_Birregurra","A","G",2004,2,"Romulea rosea",33.1619537239348,1
"AUS_Birregurra::A::G::2004",19.3787300538801,2,"AUS_Birregurra","A","G",2004,2,"Rytidosperma",25.1928020585923,2
"AUS_Birregurra::A::G::2005",31.7440401431017,1,"AUS_Birregurra","A","G",2005,3,"Hypochaeris radicata",51.1919698832961,1
"AUS_Birregurra::A::U::2003",38.5892116098662,1,"AUS_Birregurra","A","U",2003,1,"Schoenus apogon",56.431535264921,1
"AUS_Birregurra::A::U::2004",26.2032085600878,1,"AUS_Birregurra","A","U",2004,2,"Rytidosperma",39.0374331567797,1
"AUS_Birregurra::A::U::2005",29.0322580626524,2,"AUS_Birregurra","A","U",2005,3,"Hypochaeris radicata",34.3618513310038,1
"AUS_Birregurra::A::U::2005",29.0322580626524,2,"AUS_Birregurra","A","U",2005,3,"Rytidosperma",34.3618513310038,2
"AUS_Birregurra::B::G::2003",60.0297176924662,1,"AUS_Birregurra","B","G",2003,1,"Schoenus apogon",71.4710252657656,1
"AUS_Birregurra::B::G::2004",18.0851063798119,1,"AUS_Birregurra","B","G",2004,2,"Rytidosperma",36.3475177285147,1
"AUS_Birregurra::B::G::2005",12.2085178297652,4,"AUS_Birregurra","B","G",2005,3,"Eryngium ovinum",11.4871794871795,4
"AUS_Birregurra::B::G::2005",12.2085178297652,4,"AUS_Birregurra","B","G",2005,3,"Hypochaeris radicata",32.6153846153846,1
"AUS_Birregurra::B::G::2005",12.2085178297652,4,"AUS_Birregurra","B","G",2005,3,"Rytidosperma",20.5128205128205,2
"AUS_Birregurra::B::G::2005",12.2085178297652,4,"AUS_Birregurra","B","G",2005,3,"Schoenus apogon",15.8974358974359,3
"AUS_Birregurra::B::U::2003",44.0872560213729,1,"AUS_Birregurra","B","U",2003,1,"Schoenus apogon",55.223880594067,1
"AUS_Birregurra::B::U::2004",26.0905817990351,2,"AUS_Birregurra","B","U",2004,2,"Romulea rosea",26.2877442210659,2
"AUS_Birregurra::B::U::2004",26.0905817990351,2,"AUS_Birregurra","B","U",2004,2,"Rytidosperma",46.3587921901192,1
"AUS_Birregurra::B::U::2005",41.6492693090613,1,"AUS_Birregurra","B","U",2005,3,"Rytidosperma",62.5260960344717,1
"AUS_Birregurra::C::G::2003",39.4601542332515,1,"AUS_Birregurra","C","G",2003,1,"Schoenus apogon",57.8406169624906,1
"AUS_Birregurra::C::G::2004",15.6484491631621,3,"AUS_Birregurra","C","G",2004,2,"Holcus lanatus",16.1564625884162,3
"AUS_Birregurra::C::G::2004",15.6484491631621,3,"AUS_Birregurra","C","G",2004,2,"Romulea rosea",26.3605442186296,2
"AUS_Birregurra::C::G::2004",15.6484491631621,3,"AUS_Birregurra","C","G",2004,2,"Rytidosperma",29.5918367341394,1
"AUS_Birregurra::C::G::2005",29.5341922668296,1,"AUS_Birregurra","C","G",2005,3,"Hypochaeris radicata",44.8959365687883,1
"AUS_Birregurra::C::U::2003",56.3749999927314,1,"AUS_Birregurra","C","U",2003,1,"Schoenus apogon",69.2499999965192,1
"AUS_Birregurra::C::U::2004",23.4299516892916,1,"AUS_Birregurra","C","U",2004,2,"Rytidosperma",42.0289855040438,1
"AUS_Birregurra::C::U::2005",28.9473684262468,1,"AUS_Birregurra","C","U",2005,3,"Rytidosperma",51.8306636167593,1
"AUS_Buronga::A::G::2007",50.1775147905018,1,"AUS_Buronga","A","G",2007,13,"Rhagodia spinescens",63.1360946706314,1
"AUS_Buronga::A::U::2007",12.5816284508727,2,"AUS_Buronga","A","U",2007,13,"Sclerolaena diacantha",20.608750792473,2
"AUS_Buronga::A::U::2007",12.5816284508727,2,"AUS_Buronga","A","U",2007,13,"Tetragonia tetragonoides",26.3792010131655,1
"AUS_Buronga::B::G::2007",36.1111111063889,1,"AUS_Buronga","B","G",2007,13,"Sclerolaena diacantha",51.8229166648177,1
"AUS_Buronga::B::U::2007",10.3913043496883,1,"AUS_Buronga","B","U",2007,13,"Eucalyptus bicolor",23.9130434792826,1
"AUS_CYP::A::G::2013",8.433179719747,1,"AUS_CYP","A","G",2013,10,"Callitris columellaris",22.5460829493236,1
"AUS_CYP::A::U::2013",20.6326102859974,2,"AUS_CYP","A","U",2013,10,"Callitris columellaris",33.6034789493279,1
"AUS_CYP::A::U::2013",20.6326102859974,2,"AUS_CYP","A","U",2013,10,"Stipa scabra",24.3131053595137,2
"AUS_Craigieburn::A::G::2006",32.0675105449927,1,"AUS_Craigieburn","A","G",2006,8,"Austrostipa",45.5696202493157,1
"AUS_Craigieburn::A::U::2006",8.42273202156193,2,"AUS_Craigieburn","A","U",2006,8,"Lolium perenne",19.6347031960774,1
"AUS_Craigieburn::A::U::2006",8.42273202156193,2,"AUS_Craigieburn","A","U",2006,8,"Phalaris aquatica",18.2648401801708,2
"AUS_Darlington::A::G::2003",4.72077240807192,5,"AUS_Darlington","A","G",2003,1,"Eryngium ovinum",8.58333333279989,5
"AUS_Darlington::A::G::2003",4.72077240807192,5,"AUS_Darlington","A","G",2003,1,"Leptorhynchos squamatus",12.9166666671004,2
"AUS_Darlington::A::G::2003",4.72077240807192,5,"AUS_Darlington","A","G",2003,1,"Themeda triandra",14.499999999701,1
"AUS_Darlington::A::G::2003",4.72077240807192,5,"AUS_Darlington","A","G",2003,1,"Trifolium cernuum",10.7499999993964,3
"AUS_Darlington::A::G::2003",4.72077240807192,5,"AUS_Darlington","A","G",2003,1,"Vulpia bromoides",10.7499999993964,4
"AUS_Darlington::A::G::2004",37.6035691520091,1,"AUS_Darlington","A","G",2004,2,"Themeda triandra",47.4824729119461,1
"AUS_Darlington::A::G::2005",5.67862580011553,5,"AUS_Darlington","A","G",2005,3,"Rytidosperma",12.7218934946542,2
"AUS_Darlington::A::G::2005",5.67862580011553,5,"AUS_Darlington","A","G",2005,3,"Schoenus apogon",7.10059171550401,5
"AUS_Darlington::A::G::2005",5.67862580011553,5,"AUS_Darlington","A","G",2005,3,"Themeda triandra",15.2859960545018,1
"AUS_Darlington::A::G::2005",5.67862580011553,5,"AUS_Darlington","A","G",2005,3,"Trifolium",9.66469427955271,4
"AUS_Darlington::A::G::2005",5.67862580011553,5,"AUS_Darlington","A","G",2005,3,"Vulpia bromoides",12.7218934946542,3
"AUS_Darlington::A::U::2003",37.917737789484,1,"AUS_Darlington","A","U",2003,1,"Themeda triandra",47.879177378369,1
"AUS_Darlington::A::U::2004",6.77305740041382,3,"AUS_Darlington","A","U",2004,2,"Themeda triandra",16.5950128988057,2
"AUS_Darlington::A::U::2004",6.77305740041382,3,"AUS_Darlington","A","U",2004,2,"Trifolium striatum",12.7257093737724,3
"AUS_Darlington::A::U::2004",6.77305740041382,3,"AUS_Darlington","A","U",2004,2,"Vulpia bromoides",18.830610485712,1
"AUS_Darlington::A::U::2005",69.6303696275866,1,"AUS_Darlington","A","U",2005,3,"Themeda triandra",74.4255744230998,1
"AUS_Darlington::B::G::2003",13.3203378859737,1,"AUS_Darlington","B","G",2003,1,"Themeda triandra",24.6263807697161,1
"AUS_Darlington::B::G::2004",18.3600712941032,1,"AUS_Darlington","B","G",2004,2,"Themeda triandra",29.8573975011531,1
"AUS_Darlington::B::G::2005",26.4462809966221,1,"AUS_Darlington","B","G",2005,3,"Themeda triandra",37.6492194697403,1
"AUS_Darlington::B::U::2003",22.0360824788543,1,"AUS_Darlington","B","U",2003,1,"Vulpia bromoides",32.7963917564607,1
"AUS_Darlington::B::U::2004",25.316455695173,1,"AUS_Darlington","B","U",2004,2,"Themeda triandra",36.9087275150943,1
"AUS_Darlington::B::U::2005",9.59326235191816,2,"AUS_Darlington","B","U",2005,3,"Hypochaeris radicata",23.934426234862,1
"AUS_Darlington::B::U::2005",9.59326235191816,2,"AUS_Darlington","B","U",2005,3,"Themeda triandra",18.4699453517553,2
"AUS_Darlington::C::G::2003",8.1057629020495,4,"AUS_Darlington","C","G",2003,1,"Aira caryophyllea",14.2959256609722,2
"AUS_Darlington::C::G::2003",8.1057629020495,4,"AUS_Darlington","C","G",2003,1,"Briza minor",14.2959256609722,3
"AUS_Darlington::C::G::2003",8.1057629020495,4,"AUS_Darlington","C","G",2003,1,"Themeda triandra",20.5146533252168,1
"AUS_Darlington::C::G::2003",8.1057629020495,4,"AUS_Darlington","C","G",2003,1,"Vulpia bromoides",14.2959256609722,4
"AUS_Darlington::C::G::2004",7.35614648587991,3,"AUS_Darlington","C","G",2004,2,"Trifolium striatum",16.7816091961087,2
"AUS_Darlington::C::G::2004",7.35614648587991,3,"AUS_Darlington","C","G",2004,2,"Trifolium subterraneum",13.333333329251,3
"AUS_Darlington::C::G::2004",7.35614648587991,3,"AUS_Darlington","C","G",2004,2,"Vulpia bromoides",22.2222222227082,1
"AUS_Darlington::C::G::2005",10.61093247544,1,"AUS_Darlington","C","G",2005,3,"Themeda triandra",26.4737406238447,1
"AUS_Darlington::C::U::2003",25.5739795824432,1,"AUS_Darlington","C","U",2003,1,"Themeda triandra",38.3290816269598,1
"AUS_Darlington::C::U::2004",32.9509241568301,1,"AUS_Darlington","C","U",2004,2,"Themeda triandra",42.8298279166897,1
"AUS_Darlington::C::U::2005",53.8378378351333,1,"AUS_Darlington","C","U",2005,3,"Themeda triandra",64.432432430943,1
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Aristida",10.5120379793693,4
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Atriplex vesicaria",11.8345201792899,2
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Calotis hispidula",8.4299762624942,6
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Crassula sieberiana",14.6151237691231,1
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Dactyloctenium radulans",11.4954221793103,3
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Daucus glochidiatus",6.35469650661872,7
"AUS_FowlersGap::Airstrip::G::1986",5.20857492674247,7,"AUS_FowlersGap","Airstrip","G",1986,12,"Sclerolaena brachyptera",8.74872838247508,5
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Alyssum linifolium",8.72117697052327,4
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Aristida",12.7316452107639,1
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Crassula sieberiana",4.95119536029707,8
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Dactyloctenium radulans",4.52680718627161,10
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Erodium malacoides",4.9299759512958,9
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Plantago turrifera",8.82727401352964,3
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Rodanthe corymbiflorum",7.23581836243415,6
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Rytidosperma caespitosum",7.85118121447107,5
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Salsola kali",6.15362851936922,7
"AUS_FowlersGap::Airstrip::U::1986",3.77946408965732,10,"AUS_FowlersGap","Airstrip","U",1986,12,"Sclerolaena brachyptera",11.0199462406612,2
"AUS_FowlersGap::Hotel1::G::1986",15.6251379707627,2,"AUS_FowlersGap","Hotel1","G",1986,12,"Calotis hispidula",19.6296590594111,2
"AUS_FowlersGap::Hotel1::G::1986",15.6251379707627,2,"AUS_FowlersGap","Hotel1","G",1986,12,"Sclerolaena brachyptera",34.7293968089581,1
"AUS_FowlersGap::Hotel1::U::1986",26.0629251671331,1,"AUS_FowlersGap","Hotel1","U",1986,12,"Sclerolaena brachyptera",42.4149659853344,1
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Aristida",15.8735197923354,2
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Atriplex vesicaria",7.71453061957894,6
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Dactyloctenium radulans",13.9052033411094,3
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Plantago turrifera",19.5117305288395,1
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Rhodanthe polygalifolia",11.7464046513674,4
"AUS_FowlersGap::Hotel2::G::1986",7.63684059199929,6,"AUS_FowlersGap","Hotel2","G",1986,12,"Sclerolaena brachyptera",8.20978443669667,5
"AUS_FowlersGap::Hotel2::U::1986",28.6988968168431,1,"AUS_FowlersGap","Hotel2","U",1986,12,"Plantago turrifera",48.8968202446213,1
"AUS_Grampians::A::G::2006",3.77358490884906,1,"AUS_Grampians","A","G",2006,6,"Neurachne",11.3207547195472,1
"AUS_Grampians::A::U::2006",10.8738828187529,2,"AUS_Grampians","A","U",2006,6,"Leptorhynchos squamatus",15.0943396210566,2
"AUS_Grampians::A::U::2006",10.8738828187529,2,"AUS_Grampians","A","U",2006,6,"Neurachne",20.7547169814528,1
"AUS_Hamilton::A::G::2003",16.5540540525484,2,"AUS_Hamilton","A","G",2003,1,"Juncus capitatus",24.6621621609903,1
"AUS_Hamilton::A::G::2003",16.5540540525484,2,"AUS_Hamilton","A","G",2003,1,"Rytidosperma",24.6621621609903,2
"AUS_Hamilton::A::G::2004",39.0134529105743,1,"AUS_Hamilton","A","G",2004,2,"Rytidosperma",50.0747384139795,1
"AUS_Hamilton::A::G::2005",14.2075140498549,3,"AUS_Hamilton","A","G",2005,3,"Hypochaeris radicata",30.6653809079011,1
"AUS_Hamilton::A::G::2005",14.2075140498549,3,"AUS_Hamilton","A","G",2005,3,"Rytidosperma",23.6258437814744,2
"AUS_Hamilton::A::G::2005",14.2075140498549,3,"AUS_Hamilton","A","G",2005,3,"Schoenus apogon",14.9469623908694,3
"AUS_Hamilton::A::U::2003",15.9044569075744,2,"AUS_Hamilton","A","U",2003,1,"Juncus capitatus",33.9071856263938,1
"AUS_Hamilton::A::U::2003",15.9044569075744,2,"AUS_Hamilton","A","U",2003,1,"Plantago lanceolata",25.2245509010742,2
"AUS_Hamilton::A::U::2004",21.9852338017352,2,"AUS_Hamilton","A","U",2004,2,"Anthoxanthum odoratum",42.6086956544359,1
"AUS_Hamilton::A::U::2004",21.9852338017352,2,"AUS_Hamilton","A","U",2004,2,"Rytidosperma",21.9130434817347,2
"AUS_Hamilton::A::U::2005",31.7406143384996,1,"AUS_Hamilton","A","U",2005,3,"Plantago lanceolata",46.416382255739,1
"AUS_Hamilton::B::G::2003",10.8200423391844,2,"AUS_Hamilton","B","G",2003,1,"Juncus capitatus",24.2201834867467,1
"AUS_Hamilton::B::G::2003",10.8200423391844,2,"AUS_Hamilton","B","G",2003,1,"Themeda triandra",23.4862385288731,2
"AUS_Hamilton::B::G::2004",11.6267074545118,4,"AUS_Hamilton","B","G",2004,2,"Anthoxanthum odoratum",14.2322097406224,3
"AUS_Hamilton::B::G::2004",11.6267074545118,4,"AUS_Hamilton","B","G",2004,2,"Rytidosperma",17.852684142932,2
"AUS_Hamilton::B::G::2004",11.6267074545118,4,"AUS_Hamilton","B","G",2004,2,"Solenogyne dominii",13.6079900160863,4
"AUS_Hamilton::B::G::2004",11.6267074545118,4,"AUS_Hamilton","B","G",2004,2,"Themeda triandra",28.0898876359239,1
"AUS_Hamilton::B::G::2005",6.39263860235099,5,"AUS_Hamilton","B","G",2005,3,"Anthoxanthum odoratum",15.9465020571259,2
"AUS_Hamilton::B::G::2005",6.39263860235099,5,"AUS_Hamilton","B","G",2005,3,"Hypochaeris radicata",10.2880658438163,4
"AUS_Hamilton::B::G::2005",6.39263860235099,5,"AUS_Hamilton","B","G",2005,3,"Rytidosperma",17.9012345649777,1
"AUS_Hamilton::B::G::2005",6.39263860235099,5,"AUS_Hamilton","B","G",2005,3,"Schoenus apogon",15.9465020571259,3
"AUS_Hamilton::B::G::2005",6.39263860235099,5,"AUS_Hamilton","B","G",2005,3,"Solenogyne dominii",8.84773662578726,5
"AUS_Hamilton::B::U::2003",11.3566875821317,3,"AUS_Hamilton","B","U",2003,1,"Juncus capitatus",23.7633365671846,2
"AUS_Hamilton::B::U::2003",11.3566875821317,3,"AUS_Hamilton","B","U",2003,1,"Rytidosperma",25.6062075655529,1
"AUS_Hamilton::B::U::2003",11.3566875821317,3,"AUS_Hamilton","B","U",2003,1,"Themeda triandra",15.1309408308912,3
"AUS_Hamilton::B::U::2004",16.5039842744364,4,"AUS_Hamilton","B","U",2004,2,"Anthoxanthum odoratum",23.3557046955899,3
"AUS_Hamilton::B::U::2004",16.5039842744364,4,"AUS_Hamilton","B","U",2004,2,"Rytidosperma",26.8456375830818,1
"AUS_Hamilton::B::U::2004",16.5039842744364,4,"AUS_Hamilton","B","U",2004,2,"Themeda triandra",24.1610738271898,2
"AUS_Hamilton::B::U::2004",16.5039842744364,4,"AUS_Hamilton","B","U",2004,2,"Tricoryne elatior",14.3624161097273,4
"AUS_Hamilton::B::U::2005",20.5567451911646,1,"AUS_Hamilton","B","U",2005,3,"Anthoxanthum odoratum",38.8650963638197,1
"AUS_Hamilton::C::G::2003",18.3673469444044,1,"AUS_Hamilton","C","G",2003,1,"Rytidosperma",33.5600907056213,1
"AUS_Hamilton::C::G::2004",33.3333333415244,1,"AUS_Hamilton","C","G",2004,2,"Rytidosperma",52.2258414803178,1
"AUS_Hamilton::C::G::2005",13.951874861812,3,"AUS_Hamilton","C","G",2005,3,"Anthoxanthum odoratum",23.3372228690923,1
"AUS_Hamilton::C::G::2005",13.951874861812,3,"AUS_Hamilton","C","G",2005,3,"Hypochaeris radicata",18.0863477254537,2
"AUS_Hamilton::C::G::2005",13.951874861812,3,"AUS_Hamilton","C","G",2005,3,"Moss",18.0863477254537,3
"AUS_Hamilton::C::U::2003",18.7414500709228,1,"AUS_Hamilton","C","U",2003,1,"Rytidosperma",35.7045143628717,1
"AUS_Hamilton::C::U::2004",25.6284009202819,3,"AUS_Hamilton","C","U",2004,2,"Anthoxanthum odoratum",40.5164737294977,1
