"site_code.x","project_name","community_type","mode_yr","site_proj_comm","OID_","site_code.y","Latitude","Longitude","MAP","MAT","GDiv","ANPP","HumanDisturbance","N_Deposition"
"JRN","study 119","Peidmont",1,"JRN_study 119_Peidmont",55,"JRN",32.53,-106.7235,253,15,113.0233884,79,11.5964527,299.6559143
"JRN","study 119","Playa",1,"JRN_study 119_Playa",54,"JRN",32.53,-106.7235,253,15,50.60679398,199,11.5964527,299.6559143
"JRN","study278","0",1,"JRN_study278_0",58,"JRN",32.53,-106.7235,253,15,24.82241898,173,11.5964527,299.6559143
"JSP","GCE","0",1,"JSP_GCE_0",59,"JSP",37.40393396,-122.2444597,624,13.7,47.91825179,400,25.6208572,354.2384033
"Jornada","0","0",4,"Jornada",268,"Jornada",32.62,-106.74,280,14.8,43,NA,9.2236776,299.6559143
"Junner Koeland","0","0",2,"Junner Koeland",269,"Junner Koeland",52.53,6.48,758,9,42,463,17.4206867,1476.593506
"KAEFS","WAPAClip","0",1,"KAEFS_WAPAClip_0",60,"KAEFS",34.9833,-97.51666,907,16.2,58.05049474,402.546875,13.2843018,643.0072021
"KBS","T7","0",1,"KBS_T7_0",61,"KBS",42.4,-85.3666,907,8.8,116.1598293,438.0856736,18.4673939,977.4589844
"KLEE_cattle","0","0",2,"KLEE_cattle",274,"KLEE_cattle",0.3,36.81,613,17.6,29,NA,11.4797039,450.1618652
"KLEE_wildlife","0","0",4,"KLEE_wildlife",275,"KLEE_wildlife",0.3,36.81,613,17.6,36,NA,11.4797039,450.1618652
"KLU","BFFert","0",1,"KLU_BFFert_0",63,"KLU",61.0702778,-138.3836111,375,-2.8,38.25483796,145,8.0019283,48.3042488
"KLU","KGFert","0",1,"KLU_KGFert_0",62,"KLU",61.0702778,-138.3836111,375,-2.8,21.14918981,139.0754827,8.0019283,48.3042488
"KNP","GFP","0",1,"KNP_GFP_0",64,"KNP",-24.3977778,31.7777778,568,22.3,48.37692796,566.63125,8.9871578,490.6393127
"KNZ","BGP","0",1,"KNZ_BGP_0",68,"KNZ",39.08333,-96.5833,875,11.9,145.8513011,424.1174479,4.9686346,933.4368896
"KNZ","EDGE","0",1,"KNZ_EDGE_0",74,"KNZ",39.08333,-96.5833,875,11.9,83.33504102,413,4.9686346,933.4368896
"KNZ","GFP","20B",1,"KNZ_GFP_20B",66,"KNZ",39.08333,-96.5833,875,11.9,56.21925891,490.2714286,4.9686346,933.4368896
"KNZ","GFP","4F",1,"KNZ_GFP_4F",70,"KNZ",39.08333,-96.5833,875,11.9,58.08575303,367.5,4.9686346,933.4368896
"KNZ","GFP","K1B",1,"KNZ_GFP_K1B",73,"KNZ",39.08333,-96.5833,875,11.9,49.60630927,468.5857143,4.9686346,933.4368896
"KNZ","IRG","l",1,"KNZ_IRG_l",72,"KNZ",39.08333,-96.5833,875,11.9,63.54900463,498.2707193,4.9686346,933.4368896
"KNZ","IRG","u",1,"KNZ_IRG_u",71,"KNZ",39.08333,-96.5833,875,11.9,66.81770851,490.9991374,4.9686346,933.4368896
"KNZ","RPHs","0",1,"KNZ_RPHs_0",65,"KNZ",39.08333,-96.5833,875,11.9,63.61360416,627.2675,4.9686346,933.4368896
"KNZ","RaMPs","0",2,"KNZ_RaMPs_0",69,"KNZ",39.08333,-96.5833,875,11.9,83.85490004,772.9624242,4.9686346,933.4368896
"KNZ","change","0",1,"KNZ_change_0",67,"KNZ",39.08333,-96.5833,875,11.9,57.36631752,556.0916667,4.9686346,933.4368896
"KNZ","pplots","0",1,"KNZ_pplots_0",75,"KNZ",39.08333,-96.5833,875,11.9,86.57956036,491.1411765,4.9686346,933.4368896
"KRNP_Lammertjiesleegte","0","0",1,"KRNP_Lammertjiesleegte",278,"KRNP_Lammertjiesleegte",-32.33,22.55,282,17.8,64,NA,17.8971519,123.4443512
"KRNP_Sandrivier","0","0",1,"KRNP_Sandrivier",279,"KRNP_Sandrivier",-32.3,22.3,196,17.6,54,NA,11.4559832,75.0009003
"KUFS","E2","0",1,"KUFS_E2_0",76,"KUFS",39.05,-95.2,973,12.6,96.09746494,130.244,14.6193943,933.4368896
"KUFS","E6","1",1,"KUFS_E6_1",78,"KUFS",39.05,-95.2,973,12.6,126.1272499,268.4333333,14.6193943,933.4368896
"KUFS","E6","2",1,"KUFS_E6_2",77,"KUFS",39.05,-95.2,973,12.6,120.3852619,315.5937778,14.6193943,933.4368896
"Kate Hollow","0","0",1,"Kate Hollow",270,"Kate Hollow",41.33,-111.17,310,3.9,23,NA,11.6445808,297.7605896
"Kenya_Central","0","0",1,"Kenya_Central",271,"Kenya_Central",0.4,36.91,578,18.5,32,1204,7.1110935,450.1618652
"Kenya_North","0","0",1,"Kenya_North",272,"Kenya_North",0.48,36.87,493,18.6,33,512,6.7929726,450.1618652
"Kenya_South","0","0",4,"Kenya_South",273,"Kenya_South",0.28,36.89,625,17.8,35,722,4.9538312,450.1618652
"Konza","0","0",1,"Konza",276,"Konza",39.09,-96.58,835,12,95,525,9.0037947,933.4368896
"KonzaPrairie","0","0",2,"KonzaPrairie",277,"KonzaPrairie",39.09,-96.58,835,12,56,302,9.0037947,933.4368896
"Kruger_Buff","0","0",1,"Kruger_Buff",280,"Kruger_Buff",-24.4,31.78,547,22.3,46,487,9.3291922,490.6393127
"Kruger_Letaba","0","0",1,"Kruger_Letaba",281,"Kruger_Letaba",-23.76,31.43,400,22.8,75,118.4,9.5512533,490.6393127
"Kruger_Marheya","0","0",1,"Kruger_Marheya",282,"Kruger_Marheya",-24.54,31.78,557,22,32,560,5.0569806,490.6393127
"Kruger_Nkuhlu","0","0",4,"Kruger_Nkuhlu",283,"Kruger_Nkuhlu",-24.98,31.77,560,21.9,179,371.7,11.3051214,490.6393127
"Kruger_Nwan","0","0",1,"Kruger_Nwan",284,"Kruger_Nwan",-24.45,31.89,463,22.5,36,500,8.3720074,490.6393127
"Kruger_Satara","0","0",1,"Kruger_Satara",285,"Kruger_Satara",-24.4,31.74,559,22.2,24,609,9.3693504,490.6393127
"LATNJA","CLIP","Heath",1,"LATNJA_CLIP_Heath",79,"LATNJA",68.35999067,18.49587161,617,-2.9,46.50834491,476,0.3430841,160.613739
"LATNJA","CLIP","Meadow",1,"LATNJA_CLIP_Meadow",80,"LATNJA",68.35999067,18.49587161,617,-2.9,82.13925203,383,0.3430841,160.613739
"LEFT","PME","0",1,"LEFT_PME_0",81,"LEFT",40.1166667,-105.3,421,7.6,33.49541088,200.0066667,17.3513546,469.1299133
"LG","HerbWood","0",4,"LG_HerbWood_0",82,"LG",-37.295833,143.0805556,655,12.9,82.59694766,15,10.5878601,238.2455902
"Lapland_Jehkas","0","0",1,"Lapland_Jehkas",286,"Lapland_Jehkas",69.08,20.78,489,-2.1,32,185,14.2485476,160.613739
"Lapland_Saana","0","0",1,"Lapland_Saana",287,"Lapland_Saana",69.05,20.83,489,-3.2,33,185,10.4031982,160.613739
"LasChilcas","0","0",1,"LasChilcas",288,"LasChilcas",-36.5,-58.5,953,14.8,54,530,17.273922,456.0420227
"Lost Park","0","0",1,"Lost Park",289,"Lost Park",41.36,-111.13,409,4,15,NA,11.6459026,297.7605896
"MAERC","0","0",1,"MAERC",290,"MAERC",27.13,-81.2,1364,22.5,25,1104.9,8.5944395,227.4994202
"MNK_16mileTank","0","0",1,"MNK_16mileTank",302,"MNK_16mileTank",35.31,-115.45,184,17.2,7,NA,10.8472881,268.9372253
"MNP_14mileTank","0","0",4,"MNP_14mileTank",303,"MNP_14mileTank",35.36,-115.36,164,18.1,13,NA,10.7336235,268.9372253
"MNP_30","0","0",1,"MNP_30",304,"MNP_30",35.17,-115.46,203,16.4,21,NA,10.7366209,268.9372253
"MNP_TenmileTank","0","0",1,"MNP_TenmileTank",305,"MNP_TenmileTank",35.31,-115.4,181,17.5,14,NA,10.8991194,268.9372253
"MNR","watfer","0",1,"MNR_watfer_0",85,"MNR",38.88766867,-122.4208206,922,12.9,60.77424752,25.37646465,11.3493299,222.7404327
"Mali_Korokodjo","0","0",4,"Mali_Korokodjo",291,"Mali_Korokodjo",15.32,-9.51,427,28.5,48,242.9,24.3381443,186.4070435
"Mali_Lakamane","0","0",3,"Mali_Lakamane",292,"Mali_Lakamane",14.59,-9.94,577,27.9,54,228.4,10.6825504,186.4070435
"Mali_Neguela","0","0",4,"Mali_Neguela",293,"Mali_Neguela",12.88,-8.48,868,27.1,56,420.7,20.542963,455.2952576
"Mali_Tiendaga","0","0",2,"Mali_Tiendaga",294,"Mali_Tiendaga",11.01,-6.81,1132,27.1,72,573.2,7.47611,373.7295227
"Mali_Tiorola","0","0",2,"Mali_Tiorola",295,"Mali_Tiorola",11.61,-7.1,1043,27.2,61,718.2,10.7280502,373.7295227
"Mananga_High","0","0",1,"Mananga_High",296,"Mananga_High",-24.39,31.73,NA,22.2,44,311.4,9.755806,490.6393127
"Mananga_Low","0","0",1,"Mananga_Low",297,"Mananga_Low",-24.38,31.87,NA,22.5,31,92.9,8.0856352,490.6393127
"Manitoba","CCD","0",1,"Manitoba_CCD_0",84,"Manitoba",50.658376,-99.973263,512,0.6,46.01306713,282,23.3485737,553.489502
"Mexico_LaColorada","0","0",1,"Mexico_LaColorada",298,"Mexico_LaColorada",22.03,-102.25,450,17.7,34,114,38.1340141,818.2783203
"Mexico_LaMesa","0","0",2,"Mexico_LaMesa",299,"Mexico_LaMesa",22.03,-102.25,450,17.7,13,100,38.1340141,818.2783203
"Mexico_LaPresa","0","0",1,"Mexico_LaPresa",300,"Mexico_LaPresa",22.03,-102.25,450,17.7,37,132,38.1340141,818.2783203
"Mexico_Vaquerias","0","0",1,"Mexico_Vaquerias",301,"Mexico_Vaquerias",22.03,-102.25,450,17.7,31,88,38.1340141,818.2783203
"Molesworth_CC","0","0",3,"Molesworth_CC",306,"Molesworth_CC",-42.19,172.88,720,6.1,28,NA,4.5923381,59.5954247
"Molesworth_HG","0","0",3,"Molesworth_HG",307,"Molesworth_HG",-42.11,172.91,750,6.1,48,NA,11.1340599,59.5954247
"Molesworth_PT","0","0",4,"Molesworth_PT",308,"Molesworth_PT",-42.31,173.04,780,7.7,21,NA,8.0054655,59.5954247
"Molesworth_SD","0","0",4,"Molesworth_SD",309,"Molesworth_SD",-42.15,172.93,750,7.2,25,NA,7.3781471,59.5954247
"Molesworth_ST","0","0",2,"Molesworth_ST",310,"Molesworth_ST",-42.19,172.78,680,5.7,66,NA,11.3908215,59.5954247
"Molesworth_SW","0","0",3,"Molesworth_SW",311,"Molesworth_SW",-42.14,172.92,680,7.2,17,NA,7.38942,59.5954247
"Mongolia_BGgrassland","0","0",1,"Mongolia_BGgrassland",312,"Mongolia_BGgrassland",43.9,103.5,116,3,23,NA,1.4583684,195.3711548
"Mongolia_Mgairport","0","0",1,"Mongolia_Mgairport",313,"Mongolia_Mgairport",45.75,106.27,130,1.9,18,NA,21.9216709,195.3711548
"Mongolia_Mgshrubland","0","0",1,"Mongolia_Mgshrubland",314,"Mongolia_Mgshrubland",45.78,106.18,121,1.4,28,NA,10.0005922,195.3711548
"Mpala","0","0",1,"Mpala",315,"Mpala",0.29,36.9,514,17.8,45,NA,7.7799306,450.1618652
"NANT","wet","Broad_BRC_M",3,"NANT_wet_Broad_BRC_M",91,"NANT",38.55,-75.73333,1109,13.3,30.7877662,165.9333333,14.0358629,845.0755005
"NANT","wet","Broad_BRC_S",1,"NANT_wet_Broad_BRC_S",87,"NANT",38.55,-75.73333,1109,13.3,34.13743056,22.9351,14.0358629,845.0755005
"NANT","wet","Marshy_BSA_M",4,"NANT_wet_Marshy_BSA_M",92,"NANT",38.55,-75.73333,1109,13.3,30.03599537,282.6,14.0358629,845.0755005
"NANT","wet","Nant-Mrsh_BSA_S",1,"NANT_wet_Nant-Mrsh_BSA_S",90,"NANT",38.55,-75.73333,1109,13.3,62.59718557,37.33333333,14.0358629,845.0755005
"NANT","wet","Nant-Mrsh_TNC_S",1,"NANT_wet_Nant-Mrsh_TNC_S",89,"NANT",38.55,-75.73333,1109,13.3,72.88557695,83.4,14.0358629,845.0755005
"NANT","wet","Nant_TNC_M",4,"NANT_wet_Nant_TNC_M",88,"NANT",38.55,-75.73333,1109,13.3,41.02546296,255.5253333,14.0358629,845.0755005
"NGBER","gb","0",1,"NGBER_gb_0",93,"NGBER",43.4833,-119.7166,285,6.8,18,325.8125,11.824934,216.0787811
"NIN","HerbDiv","0",1,"NIN_HerbDiv_0",94,"NIN",37.53,-97.67,757,13.8,84.21952066,721,17.5354233,643.0072021
"NS_East Light BIO","0","0",3,"NS_East Light BIO",323,"NS_East Light BIO",43.96,-59.83,1511,NA,19,NA,0.681485,251.2418518
"NS_Main Station Dry Heath","0","0",2,"NS_Main Station Dry Heath",324,"NS_Main Station Dry Heath",43.93,-60.01,1511,7.3,26,NA,8.1000404,251.2418518
"NS_Main Station Grassland","0","0",2,"NS_Main Station Grassland",325,"NS_Main Station Grassland",43.93,-60.01,1511,7.3,19,NA,8.1000404,251.2418518
"NS_Main Station Mesic Heath","0","0",2,"NS_Main Station Mesic Heath",326,"NS_Main Station Mesic Heath",43.93,-60.01,1511,7.3,26,NA,8.1000404,251.2418518
"NS_West Light","0","0",1,"NS_West Light",327,"NS_West Light",43.93,-60.02,1511,7.3,19,NA,8.1000404,251.2418518
"NS_Wind Turbine (a)","0","0",2,"NS_Wind Turbine (a)",328,"NS_Wind Turbine (a)",43.93,-60,1511,7.3,21,NA,8.1244965,251.2418518
"NS_Wind Turbine (b)","0","0",1,"NS_Wind Turbine (b)",329,"NS_Wind Turbine (b)",43.93,-60,1511,7.3,25,NA,8.1244965,251.2418518
"NWT","246Nfert","0",1,"NWT_246Nfert_0",99,"NWT",40.05,-105.5833,725,-0.7,57.21319059,125.85,4.6100521,469.1299133
"NWT","ATWE","0",1,"NWT_ATWE_0",95,"NWT",40.05,-105.5833,725,-0.7,20,157.8695017,4.6100521,469.1299133
"NWT","bowman","DryBowman",1,"NWT_bowman_DryBowman",98,"NWT",40.05,-105.5833,725,-0.7,66.11796875,151.684375,4.6100521,469.1299133
"NWT","bowman","WetBowman",1,"NWT_bowman_WetBowman",97,"NWT",40.05,-105.5833,725,-0.7,53.09861883,264.721875,4.6100521,469.1299133
"NWT","snow","0",1,"NWT_snow_0",96,"NWT",40.05,-105.5833,725,-0.7,35.45216435,264.6284722,4.6100521,469.1299133
"N_Clan","0","0",1,"N_Clan",316,"N_Clan",39.82,-117.68,229,9.8,22,NA,11.8571377,222.7404327
"N_Pryor","0","0",1,"N_Pryor",317,"N_Pryor",45.06,-108.26,352,6.2,66,NA,12.5729866,339.6396484
"N_Spring","0","0",2,"N_Spring",318,"N_Spring",37.96,-108.6,413,7.7,46,NA,11.0746746,274.468689
"N_Sulphur","0","0",1,"N_Sulphur",319,"N_Sulphur",38.61,-113.88,332,8.2,20,NA,3.6473281,225.948288
"N_Theodore","0","0",2,"N_Theodore",320,"N_Theodore",46.96,-103.35,389,6,111,NA,12.1827335,423.0978088
"Naiman","Nprecip","0",1,"Naiman_Nprecip_0",86,"Naiman",43.91684682,120.6999893,384,6.6,27.62126157,128.5146667,16.2049751,1131.149902
"Neponset","0","0",1,"Neponset",321,"Neponset",37.97,-109.61,286,9.5,26,NA,10.253376,274.468689
"North Cottonwood","0","0",2,"North Cottonwood",322,"North Cottonwood",38.17,-109.72,332,11.8,25,NA,11.4692717,297.7605896
"ORNL","FACE","0",2,"ORNL_FACE_0",100,"ORNL",35.9,-84.333,1363,13.9,67.63968432,169.03125,20.1102867,745.309021
"PIE","TIDE","0",1,"PIE_TIDE_0",101,"PIE",42.75,-70.8666667,1155,9.1,8,1001.888889,25.1941929,522.0855103
"Park Pasture","0","0",4,"Park Pasture",330,"Park Pasture",37.95,-109.71,213,8.4,27,NA,10.4919691,274.468689
"Pniel","0","0",1,"Pniel",331,"Pniel",-28.58,24.43,360,18.3,8,NA,8.702219,318.9831238
"RIO","interaction","0",1,"RIO_interaction_0",103,"RIO",-45.6833333,-70.266666,192,9.5,9.797777778,57.26866667,30.2035313,71.6097488
"Rengen","Nut","0",4,"Rengen_Nut_0",102,"Rengen",50.216667,6.85,841,7.6,84.06597222,250,24.0824394,1476.593506
"SCL","Lucero","0",1,"SCL_Lucero_0",106,"SCL",-35.8833,-61.0833,980,15.4,93.25848867,903.7,2.9886568,456.0420227
"SCL","TER","0",1,"SCL_TER_0",105,"SCL",-35.8833,-61.0833,980,15.4,127.4006871,675.51,2.9886568,456.0420227
"SERC","CXN","0",1,"SERC_CXN_0",110,"SERC",38.874201,-76.549482,1068,13.2,3,666.3939907,17.3590374,845.0755005
"SERC","TMECE","MX",1,"SERC_TMECE_MX",108,"SERC",38.874201,-76.549482,1068,13.2,5.125972222,766.44,17.3590374,845.0755005
"SERC","TMECE","SC",1,"SERC_TMECE_SC",109,"SERC",38.874201,-76.549482,1068,13.2,7.221203704,843.03,17.3590374,845.0755005
"SERC","TMECE","SP",1,"SERC_TMECE_SP",107,"SERC",38.874201,-76.549482,1068,13.2,6.570486111,777.75,17.3590374,845.0755005
"SEV","EDGE","black_gramma",1,"SEV_EDGE_black_gramma",112,"SEV",34.4,-106.6666667,245,12.7,67.12090664,66,9.8904037,399.7457886
"SEV","EDGE","blue_gramma",1,"SEV_EDGE_blue_gramma",111,"SEV",34.4,-106.6666667,245,12.7,79.66919947,98,9.8904037,399.7457886
"SEV","Nfert","0",1,"SEV_Nfert_0",113,"SEV",34.4,-106.6666667,245,12.7,72.70414282,69.86554444,9.8904037,399.7457886
"SEV","WENNDEx","0",1,"SEV_WENNDEx_0",114,"SEV",34.4,-106.6666667,245,12.7,60.23982639,89.13483333,9.8904037,399.7457886
"SFREC","GrazePrecip","G2",1,"SFREC_GrazePrecip_G2",116,"SFREC",39.25,-121.283,1010,15.2,47.81944444,323,13.1164494,222.7404327
"SFREC","GrazePrecip","G4",2,"SFREC_GrazePrecip_G4",115,"SFREC",39.25,-121.283,1010,15.2,27.2962963,323,13.1164494,222.7404327
"SGS","0","0",1,"SGS",340,"SGS",40.82,-104.77,322,8.4,48,91,10.1270828,469.1299133
"SGS","Drought","0",1,"SGS_Drought_0",118,"SGS",40.822515,-104.565975,365,8.3,47.94380015,90,10.3346319,469.1299133
"SGS","EDGE","0",1,"SGS_EDGE_0",117,"SGS",40.822515,-104.565975,365,8.3,66.51724204,94,10.3346319,469.1299133
"SGS","Irg","0",1,"SGS_Irg_0",120,"SGS",40.822515,-104.565975,365,8.3,42.76003472,90,10.3346319,469.1299133
"SGS","change","0",1,"SGS_change_0",119,"SGS",40.822515,-104.565975,365,8.3,63.4014052,110.325,10.3346319,469.1299133
"SIU","TON","0",1,"SIU_TON_0",121,"SIU",37.616667,-89.15,1177,13,116.0543478,427.71125,9.8875284,745.6395264
"SKY","UK","0",3,"SKY_UK_0",122,"SKY",38.1666667,-84.81667,1143,12.5,26.10173611,253.1112,40.8530464,977.4589844
"SR","Nitrogen","A",1,"SR_Nitrogen_A",124,"SR",34.696744,-120.040803,505,15,39.08644676,284.9900394,10.7349033,354.2384033
"SR","Nitrogen","P",1,"SR_Nitrogen_P",123,"SR",34.696744,-120.040803,505,15,36.87082176,192.7103003,10.7349033,354.2384033
"SR","Water","A",2,"SR_Water_A",125,"SR",34.696744,-120.040803,505,15,36.36115741,306.3858273,10.7349033,354.2384033
"SR","Water","P",2,"SR_Water_P",126,"SR",34.696744,-120.040803,505,15,38.47986111,254.457204,10.7349033,354.2384033
"SVA","GANE","0",1,"SVA_GANE_0",127,"SVA",78.9333333,11.83333,381,-5.4,23.51347222,1.5,8.015422,73.1705704
"Salt Creek Mesa","0","0",2,"Salt Creek Mesa",332,"Salt Creek Mesa",38.92,-109.2,320,11.4,23,NA,12.4220505,297.7605896
"Sand Flat","0","0",2,"Sand Flat",333,"Sand Flat",37.96,-109.89,225,9.5,28,NA,10.9604969,274.468689
"Saskatchewan","CCD","0",1,"Saskatchewan_CCD_0",104,"Saskatchewan",49.341212,-104.655322,353,3.7,40.78477431,132,15.9171257,465.4897766
"Satara North_High","0","0",1,"Satara North_High",334,"Satara North_High",-24.39,31.85,NA,22.5,21,769.1,8.1110497,490.6393127
"Satara North_Low","0","0",1,"Satara North_Low",335,"Satara North_Low",-24.39,31.73,NA,22.2,26,504.1,9.755806,490.6393127
"Satara South_High","0","0",1,"Satara South_High",336,"Satara South_High",-24.54,31.85,NA,22.2,21,790.3,6.0030842,490.6393127
"Satara South_Low","0","0",1,"Satara South_Low",337,"Satara South_Low",-24.4,31.73,NA,22.2,26,552.9,9.7600594,490.6393127
"Serengeti_Nutnet","0","0",1,"Serengeti_Nutnet",339,"Serengeti_Nutnet",-2.25,34.51,789,22.1,23,166,8.6424208,265.1708069
"Shibotawna_High","0","0",2,"Shibotawna_High",341,"Shibotawna_High",-24.4,31.74,NA,22.2,31,516.9,9.3693504,490.6393127
"Shibotawna_Low","0","0",1,"Shibotawna_Low",342,"Shibotawna_Low",-24.38,31.87,NA,22.5,16,135,8.0856352,490.6393127
"Spain_ChapineriaHP","0","0",1,"Spain_ChapineriaHP",343,"Spain_ChapineriaHP",40.38,-4.2,433,13.8,56,837,36.6284637,454.5309143
"Spain_ChapineriaLP","0","0",1,"Spain_ChapineriaLP",344,"Spain_ChapineriaLP",40.38,-4.2,433,13.8,42,230,36.6284637,454.5309143
"Stanley Park","0","0",1,"Stanley Park",345,"Stanley Park",38.78,-109.08,322,10.7,24,NA,11.467659,297.7605896
"Steamboat Mesa","0","0",2,"Steamboat Mesa",346,"Steamboat Mesa",37.59,-109.76,345,9.5,20,NA,9.5398121,274.468689
"SwissNP_Short","0","0",1,"SwissNP_Short",347,"SwissNP_Short",46.67,10.25,850,-1.3,113,401,6.5337582,1479.478516
"SwissNP_Tall","0","0",1,"SwissNP_Tall",348,"SwissNP_Tall",46.67,10.25,850,-1.3,117,500,6.5337582,1479.478516
"TAS","FACE","0",1,"TAS_FACE_0",128,"TAS",-42.7,147.2666667,557,12.1,73.52459491,285,35.5152588,56.7514267
"TRA","Lovegrass","0",1,"TRA_Lovegrass_0",129,"TRA",-27.7357,151.14,682,18.4,40.25508873,750,3.8923032,255.264267
"Texas Flat","0","0",1,"Texas Flat",349,"Texas Flat",41.33,-111.24,338,4,25,NA,11.6434536,297.7605896
"The Dip","0","0",2,"The Dip",350,"The Dip",37.65,-109.99,390,9.4,25,NA,9.7852106,274.468689
"Tibet_Site10_Gegyai_Xiongbar","0","0",1,"Tibet_Site10_Gegyai_Xiongbar",352,"Tibet_Site10_Gegyai_Xiongbar",32.08,81.83,120,-1,8,NA,5.3244863,1539.635986
"Tibet_Site11_Amdo_Guozur","0","0",1,"Tibet_Site11_Amdo_Guozur",353,"Tibet_Site11_Amdo_Guozur",31.72,91.81,494,-2.2,23,NA,14.0311146,1066.313721
"Tibet_Site12_Amdo_Marluo","0","0",1,"Tibet_Site12_Amdo_Marluo",354,"Tibet_Site12_Amdo_Marluo",32.3,91.91,484,-3.2,33,NA,7.1574588,1066.313721
"Tibet_Site13_Nagqu_Nagqu","0","0",1,"Tibet_Site13_Nagqu_Nagqu",355,"Tibet_Site13_Nagqu_Nagqu",31.68,92.03,508,-1.8,21,NA,13.5884304,1066.313721
"Tibet_Site14_Nagqu_Namarqie","0","0",1,"Tibet_Site14_Nagqu_Namarqie",356,"Tibet_Site14_Nagqu_Namarqie",31.59,91.49,475,-1.3,11,NA,13.8722878,1066.313721
"Tibet_Site15_Bangoin_Beilar","0","0",1,"Tibet_Site15_Bangoin_Beilar",357,"Tibet_Site15_Bangoin_Beilar",31.42,91.02,450,-0.9,27,NA,14.1426249,1066.313721
"Tibet_Site16_Bangoin_Pubao2","0","0",2,"Tibet_Site16_Bangoin_Pubao2",358,"Tibet_Site16_Bangoin_Pubao2",31.41,90.25,400,-1.4,16,NA,6.5117497,1066.313721
"Tibet_Site17_Shuanghu_Shuanghu","0","0",1,"Tibet_Site17_Shuanghu_Shuanghu",359,"Tibet_Site17_Shuanghu_Shuanghu",33.21,88.8,292,-4.4,9,NA,4.4517207,151.9635468
"Tibet_Site18_Nyima_Erjiu2","0","0",1,"Tibet_Site18_Nyima_Erjiu2",360,"Tibet_Site18_Nyima_Erjiu2",32.34,86.65,245,-0.8,5,NA,8.1212721,964.0997925
"Tibet_Site19_Nyima_Zhongcang2","0","0",2,"Tibet_Site19_Nyima_Zhongcang2",361,"Tibet_Site19_Nyima_Zhongcang2",32.01,85.41,220,-2.2,11,NA,10.0483131,964.0997925
"Tibet_Site1_Amdo_Bangai","0","0",1,"Tibet_Site1_Amdo_Bangai",351,"Tibet_Site1_Amdo_Bangai",32.27,91.92,484,-2.6,29,NA,4.8624563,1066.313721
"Tibet_Site20_Gerze_DongcuoTemple","0","0",1,"Tibet_Site20_Gerze_DongcuoTemple",363,"Tibet_Site20_Gerze_DongcuoTemple",31.98,85.08,212,-0.7,14,NA,8.462739,964.0997925
"Tibet_Site21_Gerze_Dongcuo","0","0",1,"Tibet_Site21_Gerze_Dongcuo",364,"Tibet_Site21_Gerze_Dongcuo",32.25,84.37,180,-0.8,8,NA,8.9168644,964.0997925
"Tibet_Site22_Gerze_Gerze","0","0",1,"Tibet_Site22_Gerze_Gerze",365,"Tibet_Site22_Gerze_Gerze",32.29,84.05,170,-0.4,9,NA,8.2339859,964.0997925
"Tibet_Site23_Gegyai_Wenbudangsang","0","0",2,"Tibet_Site23_Gegyai_Wenbudangsang",366,"Tibet_Site23_Gegyai_Wenbudangsang",32.08,82.91,150,-3.9,7,NA,1.0273652,964.0997925
"Tibet_Site24_Gegyai_Xiongbar2","0","0",1,"Tibet_Site24_Gegyai_Xiongbar2",367,"Tibet_Site24_Gegyai_Xiongbar2",32.08,81.82,120,-1,8,NA,9.2342949,1539.635986
"Tibet_Site25_Rutog_Rusong","0","0",1,"Tibet_Site25_Rutog_Rusong",368,"Tibet_Site25_Rutog_Rusong",33.27,79.71,45,-2.4,3,NA,8.5102396,156.5907745
"Tibet_Site2_Amdo_Cuomar","0","0",1,"Tibet_Site2_Amdo_Cuomar",362,"Tibet_Site2_Amdo_Cuomar",32.3,91.48,468,-4.3,29,NA,7.6574736,1066.313721
"Tibet_Site3_Bangoin_Pengcuo_South","0","0",1,"Tibet_Site3_Bangoin_Pengcuo_South",369,"Tibet_Site3_Bangoin_Pengcuo_South",31.42,91.02,448,-0.9,19,NA,14.1426249,1066.313721
"Tibet_Site4_Bangoin_Pubao","0","0",2,"Tibet_Site4_Bangoin_Pubao",370,"Tibet_Site4_Bangoin_Pubao",31.39,90.31,405,-1.3,22,NA,11.4464636,1066.313721
"Tibet_Site5_Bangoin_Marqian","0","0",2,"Tibet_Site5_Bangoin_Marqian",371,"Tibet_Site5_Bangoin_Marqian",31.83,89.93,376,-1.4,16,NA,9.2681494,1066.313721
"Tibet_Site6_Shuanghu_Beicuo","0","0",1,"Tibet_Site6_Shuanghu_Beicuo",372,"Tibet_Site6_Shuanghu_Beicuo",33.24,87.71,250,-3.9,9,NA,8.6481171,151.9635468
"Tibet_Site7_Nyima_Erjiu","0","0",1,"Tibet_Site7_Nyima_Erjiu",373,"Tibet_Site7_Nyima_Erjiu",31.94,86.89,258,-0.2,6,NA,9.085247,964.0997925
"Tibet_Site8_Nyima_Arsuo","0","0",1,"Tibet_Site8_Nyima_Arsuo",374,"Tibet_Site8_Nyima_Arsuo",31.94,86.62,258,-0.9,8,NA,8.1405878,964.0997925
"Tibet_Site9_Nyima_Zhongcang","0","0",1,"Tibet_Site9_Nyima_Zhongcang",375,"Tibet_Site9_Nyima_Zhongcang",31.97,85.12,225,-0.5,9,NA,8.3983612,964.0997925
"Tierber_Karoo_Research_Centre","0","0",1,"Tierber_Karoo_Research_Centre",376,"Tierber_Karoo_Research_Centre",-33.22,22.35,176,14.7,16,NA,4.303051,75.0009003
