genus_species,species_matched,AccSpeciesID,AccSpeciesName,ObsNum,ObsGRNum,MeasNum,MeasGRNum,TraitNum,match,old
solidago rigida,Solidago rigida,385892,Solidago rigida subsp. glabrata,6,NA,6,NA,1,1,Solidago rigida
solidago rigida,Solidago rigida,385893,Solidago rigida subsp. humilis,3,NA,3,NA,1,1,Solidago rigida
antennaria neglecta,Antennaria neglecta,3930,Antennaria neglecta,86,37,365,154,89,1,Antennaria neglecta
antennaria neglecta,Antennaria neglecta,279222,Antennaria angustiarum,1,NA,1,NA,1,1,Antennaria neglecta
lespedeza capitata,Lespedeza capitata,33011,Lespedeza capitata,390,305,2135,1689,137,1,Lespedeza capitata
euphorbia dentata,Euphorbia dentata,23398,Euphorbia dentata,62,8,153,54,46,1,Euphorbia dentata
euphorbia dentata,Euphorbia dentata,319745,Euphorbia dentata var. dentata,1,NA,1,NA,1,1,Euphorbia dentata
oenothera biennis,Oenothera biennis,38688,Oenothera biennis,959,57,2565,377,247,1,Oenothera biennis
oenothera biennis,Oenothera biennis,244890,Oenothera biennis var. pycnocarpa,28,NA,34,NA,25,1,Oenothera biennis
geum canadense,Geum canadense,26134,Geum canadense,97,68,475,350,72,1,Geum canadense
geum canadense,Geum canadense,323552,Geum canadense var. texanum,1,NA,1,NA,1,1,Geum canadense var. texanum
ambrosia trifida,Ambrosia trifida,3170,Ambrosia trifida,206,8,374,61,98,1,Ambrosia trifida
silphium integrifolium,Silphium integrifolium,50307,Silphium integrifolium,103,68,788,683,65,1,Silphium integrifolium
silphium integrifolium,Silphium integrifolium,384946,Silphium integrifolium var. integrifolium,3,NA,3,NA,1,1,Silphium integrifolium
silphium integrifolium,Silphium integrifolium,384947,Silphium integrifolium var. laeve,2,NA,2,NA,1,1,Silphium integrifolium
carex brevior,Carex brevior,10389,Carex brevior,107,82,642,588,42,1,Carex brevior
elymus canadensis,Elymus canadensis,20242,Elymus canadensis,398,138,2088,1038,133,1,Elymus canadensis
elymus canadensis,Elymus canadensis,314772,Elymus cadensis,1,1,8,8,7,1,Elymus canadensis
symphoricarpos orbiculatus,Symphoricarpos orbiculatus,52517,Symphoricarpos orbiculatus,48,7,212,44,75,1,Symphoricarpos orbiculatus
poa pratensis,Poa pratensis,42870,Poa pratensis,2999,1306,15929,10802,366,1,Poa pratensis
poa pratensis,Poa pratensis,253513,Poa pratensis ssp. pratensis,3,NA,3,NA,2,1,Poa pratensis ssp. pratensis
erechtites hieraciifolia,Erechtites hieraciifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
rubus pensilvanicus,Rubus pensilvanicus,258324,Rubus pensilvanicus,19,9,73,57,15,1,Rubus pensilvanicus
thlaspi arvense,Thlaspi arvense,54165,Thlaspi arvense,831,14,1727,139,187,1,Thlaspi arvense
amorpha canescens,Amorpha canescens,3238,Amorpha canescens,355,256,2141,1650,141,1,Amorpha canescens
asclepias syriaca,Asclepias syriaca,5512,Asclepias syriaca,724,507,3393,2817,168,1,Asclepias syriaca
dalea purpurea,Dalea purpurea,16836,Dalea purpurea,162,101,1078,855,76,1,Dalea purpurea
dalea purpurea,Dalea purpurea,219697,Dalea purpurea var. purpurea,3,NA,84,NA,42,1,Dalea purpurea
dalea purpurea,Dalea purpurea,307586,Dalea purpurea var. arenicola,2,NA,2,NA,1,1,Dalea purpurea
muhlenbergia racemosa,Muhlenbergia racemosa,37407,Muhlenbergia racemosa,134,118,594,473,89,1,Muhlenbergia racemosa
euphorbia marginata,Euphorbia marginata,23494,Euphorbia marginata,60,5,145,32,49,1,Euphorbia marginata
sphenopholis obtusata,Sphenopholis obtusata,51335,Sphenopholis obtusata,30,9,168,33,69,1,Sphenopholis obtusata
teucrium canadense,Teucrium canadense,53946,Teucrium canadense,61,29,299,172,71,1,Teucrium canadense
teucrium canadense,Teucrium canadense,265956,Teucrium canadense var. occidentale,16,1,24,3,8,1,Teucrium canadense var. occidentale
teucrium canadense,Teucrium canadense,392901,Teucrium canadense var. hypoleucum,2,NA,2,NA,1,1,Teucrium canadense
rumex altissimus,Rumex altissimus,47457,Rumex altissimus,19,2,45,13,20,1,Rumex altissimus
tripsacum dactyloides,Tripsacum dactyloides,55142,Tripsacum dactyloides,51,4,179,26,71,1,Tripsacum dactyloides
carex inops,Carex inops,77818,Carex inops,11,1,14,2,6,1,Carex inops
carex inops,Carex inops,293666,Carex inops subsp. heliophila,3,NA,3,NA,1,1,Carex inops
euphorbia serpens,Euphorbia serpens,23582,Euphorbia serpens,82,8,218,77,67,1,Euphorbia serpens
fallopia scandens,Fallopia scandens,67900,Fallopia scandens,71,36,319,271,35,1,Fallopia scandens
fallopia scandens,Fallopia scandens,368932,Polygonum scandens var. scandens,1,NA,1,NA,1,1,Fallopia scandens
chenopodium album,Chenopodium album,12159,Chenopodium album,2585,471,9141,4078,314,1,Chenopodium album
koeleria macrantha,Koeleria macrantha,31934,Koeleria macrantha,1528,234,3687,1655,226,1,Koeleria macrantha
panicum capillare,Panicum capillare,39959,Panicum capillare,214,38,727,334,109,1,Panicum capillare
carex meadii,Carex meadii,10561,Carex meadii,84,68,590,558,50,1,Carex meadii
hieracium longipilum,Hieracium longipilum,28968,Hieracium longipilum,30,13,68,39,29,1,Hieracium longipilum
erigeron strigosus,Erigeron strigosus,21673,Erigeron strigosus,167,129,1167,1028,102,1,Erigeron strigosus
erigeron strigosus,Erigeron strigosus,224586,Erigeron strigosus var. strigosus,22,NA,30,NA,22,1,Erigeron strigosus
erigeron strigosus,Erigeron strigosus,317146,Erigeron strigosus var. calcicola,1,NA,1,NA,1,1,Erigeron strigosus var. calcicola
erigeron strigosus,Erigeron strigosus,317147,Erigeron strigosus var. dolomiticola,1,NA,1,NA,1,1,Erigeron strigosus var. dolomiticola
silphium laciniatum,Silphium laciniatum,50308,Silphium laciniatum,90,62,716,589,66,1,Silphium laciniatum
polygala verticillata,Polygala verticillata,43191,Polygala verticillata,79,56,480,443,32,1,Polygala verticillata
polygala verticillata,Polygala verticillata,368786,Polygala verticillata var. isocycla,1,NA,1,NA,1,1,Polygala verticillata var. isocycla
cyperus lupulinus,Cyperus lupulinus,80562,Cyperus lupulinus,13,4,37,26,17,1,Cyperus lupulinus
cyperus lupulinus,Cyperus lupulinus,306484,Cyperus lupulinus subsp. macilentus,2,NA,2,NA,1,1,Cyperus lupulinus
silene antirrhina,Silene antirrhina,50175,Silene antirrhina,104,74,408,346,40,1,Silene antirrhina
setaria viridis,Setaria viridis,49905,Setaria viridis,587,70,2668,1584,179,1,Setaria viridis
plantago rhodosperma,Plantago rhodosperma,42557,Plantago rhodosperma,30,6,82,39,26,1,Plantago rhodosperma
packera plattensis,Packera plattensis,70138,Packera plattensis,23,5,104,23,34,1,Packera plattensis
astragalus crassicarpus,Astragalus crassicarpus,5830,Astragalus crassicarpus,39,6,89,33,28,1,Astragalus crassicarpus
astragalus crassicarpus,Astragalus crassicarpus,5862,Astragalus mexicanus,12,NA,18,NA,7,1,Astragalus crassicarpus
astragalus crassicarpus,Astragalus crassicarpus,205619,Astragalus crassicarpus var. berlandieri,11,NA,19,NA,4,1,Astragalus crassicarpus
astragalus crassicarpus,Astragalus crassicarpus,283673,Astragalus crassicarpus var. cavus,1,NA,1,NA,1,1,Astragalus crassicarpus var. cavus
astragalus crassicarpus,Astragalus crassicarpus,283674,Astragalus crassicarpus var. crassicarpus,1,NA,1,NA,1,1,Astragalus crassicarpus
astragalus crassicarpus,Astragalus crassicarpus,283675,Astragalus crassicarpus var. trichocalyx,2,NA,2,NA,1,1,Astragalus crassicarpus
astragalus crassicarpus,Astragalus crassicarpus,284057,Astragalus succulentus,1,NA,1,NA,1,1,Astragalus crassicarpus
acer negundo,Acer negundo,841,Acer negundo,602,252,2720,1968,275,1,Acer negundo
acer negundo,Acer negundo,200455,Acer negundo subsp. californicum,10,1,27,14,16,1,Acer negundo
acer negundo,Acer negundo,200456,Acer negundo subsp. interius,4,NA,4,NA,2,1,Acer negundo
acer negundo,Acer negundo,200457,Acer negundo var. californicum,1,NA,1,NA,1,1,Acer negundo
bothriochloa ischaemum,Bothriochloa ischaemum,7845,Bothriochloa ischaemum,348,117,961,325,162,1,Bothriochloa ischaemum
desmodium illinoense,Desmodium illinoense,62744,Desmodium illinoense,33,16,153,119,61,1,Desmodium illinoense
sisyrinchium campestre,Sisyrinchium campestre,50450,Sisyrinchium campestre,84,66,585,531,37,1,Sisyrinchium campestre
symphyotrichum laeve,Symphyotrichum laeve,64914,Symphyotrichum laeve,273,109,1325,942,128,1,Symphyotrichum laeve
symphyotrichum laeve,Symphyotrichum laeve,264898,Symphyotrichum laeve var. laeve,6,NA,92,NA,43,1,Symphyotrichum laeve var. laeve
symphyotrichum laeve,Symphyotrichum laeve,390158,Symphyotrichum laeve var. concinnum,1,NA,1,NA,1,1,Symphyotrichum laeve var. concinnum
symphyotrichum laeve,Symphyotrichum laeve,390159,Symphyotrichum laeve var. purpuratum,2,NA,2,NA,1,1,Symphyotrichum laeve
setaria pumila,Setaria pumila,49894,Setaria pumila,1115,20,3524,123,166,1,Setaria pumila
mimosa quadrivalvis,Mimosa quadrivalvis,36839,Mimosa quadrivalvis,84,51,528,465,23,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242229,Mimosa quadrivalvis var. angustata,29,NA,44,NA,9,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242230,Mimosa quadrivalvis var. hystricina,3,NA,5,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242231,Mimosa quadrivalvis var. latidens,5,NA,7,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242232,Mimosa quadrivalvis var. leptocarpa,24,NA,44,NA,12,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242233,Mimosa quadrivalvis var. nuttallii,12,NA,20,NA,4,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242234,Mimosa quadrivalvis var. occidentalis,3,NA,5,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,242235,Mimosa quadrivalvis var. platycarpa,4,NA,6,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,339345,Leptoglottis occidentalis,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349571,Mimosa microphylla,2,NA,2,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349617,Mimosa quadrivalvis var. diffusa,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349618,Mimosa quadrivalvis var. distachya,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349619,Mimosa quadrivalvis var. floridana,2,NA,2,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349620,Mimosa quadrivalvis var. quadrivalvis,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349621,Mimosa quadrivalvis var. tetragona,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,349622,Mimosa quadrivalvis var. urbaniana,3,NA,3,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,350833,Morongia microphylla,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,381499,Schrankia angustata,1,NA,1,NA,1,1,Mimosa quadrivalvis
mimosa quadrivalvis,Mimosa quadrivalvis,381500,Schrankia floridana,1,NA,1,NA,1,1,Mimosa quadrivalvis
lactuca ludoviciana,Lactuca ludoviciana,32119,Lactuca ludoviciana,34,8,114,49,48,1,Lactuca ludoviciana
lactuca ludoviciana,Lactuca ludoviciana,336983,Lactuca ludovicia,1,1,8,8,7,1,Lactuca ludoviciana
bromus arvensis,Bromus arvensis,8410,Bromus arvensis,253,9,556,38,146,1,Bromus arvensis
ratibida columnifera,Ratibida columnifera,45819,Ratibida columnifera,55,10,220,64,80,1,Ratibida columnifera
phytolacca americana,Phytolacca americana,41897,Phytolacca americana,199,50,758,395,148,1,Phytolacca americana
phytolacca americana,Phytolacca americana,365218,Phytolacca americana var. rigida,2,NA,2,NA,1,1,Phytolacca americana
veronica agrestis,Veronica agrestis,56226,Veronica agrestis,318,1,521,2,126,1,Veronica agrestis
vernonia baldwinii,Vernonia baldwinii,56084,Vernonia baldwinii,75,34,421,250,47,1,Vernonia baldwinii
vernonia baldwinii,Vernonia baldwinii,398796,Vernonia baldwinii subsp. baldwinii,1,NA,1,NA,1,1,Vernonia baldwinii
vernonia baldwinii,Vernonia baldwinii,398797,Vernonia baldwinii subsp. interior,2,NA,2,NA,1,1,Vernonia baldwinii
carex gravida,Carex gravida,77800,Carex gravida,22,2,52,13,17,1,Carex gravida
lactuca serriola,Lactuca serriola,32132,Lactuca serriola,636,64,1506,381,174,1,Lactuca serriola
vulpia octoflora,Vulpia octoflora,72338,Vulpia octoflora,60,18,249,126,40,1,Vulpia octoflora
buglossoides arvensis,Buglossoides arvensis,8778,Buglossoides arvensis,634,30,1450,161,154,1,Buglossoides arvensis
buglossoides arvensis,Buglossoides arvensis,210115,Buglossoides arvensis subsp. arvensis,3,NA,8,NA,4,1,Buglossoides arvensis
buglossoides arvensis,Buglossoides arvensis,210116,Buglossoides arvensis subsp. permixta,1,NA,NA,NA,NA,1,Buglossoides arvensis
buglossoides arvensis,Buglossoides arvensis,238248,Lithospermum arvense var. arvense,5,NA,5,NA,5,1,Buglossoides arvensis
verbena stricta,Verbena stricta,56038,Verbena stricta,157,58,569,338,65,1,Verbena stricta
galium aparine,Galium aparine,25487,Galium aparine,1499,127,4044,847,223,1,Galium aparine
spermolepis inermis,Spermolepis inermis,51300,Spermolepis inermis,15,1,22,2,9,1,Spermolepis inermis
echinacea angustifolia,Echinacea angustifolia,19705,Echinacea angustifolia,51,8,184,46,46,1,Echinacea angustifolia
echinacea angustifolia,Echinacea angustifolia,222408,Echinacea angustifolia var. angustifolia,6,NA,2,NA,2,1,Echinacea angustifolia
echinacea angustifolia,Echinacea angustifolia,313453,Echinacea pallida var. angustifolia,1,NA,1,NA,1,1,Echinacea angustifolia
euphorbia glyptosperma,Euphorbia glyptosperma,23428,Euphorbia glyptosperma,43,21,105,69,29,1,Euphorbia glyptosperma
schedonnardus paniculatus,Schedonnardus paniculatus,48703,Schedonnardus paniculatus,23,4,55,18,26,1,Schedonnardus paniculatus
salvia azurea,Salvia azurea,48088,Salvia azurea,70,25,490,190,84,1,Salvia azurea
salvia azurea,Salvia azurea,378884,Salvia azurea var. azurea,1,NA,1,NA,1,1,Salvia azurea
liatris aspera,Liatris aspera,33264,Liatris aspera,249,137,1341,970,89,1,Liatris aspera
pascopyrum smithii,Elymus smithii,20386,Elymus smithii,202,126,1042,662,135,1,Elymus smithii
euphorbia spathulata,Euphorbia spathulata,23591,Euphorbia spathulata,45,14,164,116,31,1,Euphorbia spathulata
helianthus annuus,Helianthus annuus,28128,Helianthus annuus,458,27,1296,233,223,1,Helianthus annuus
helianthus annuus,Helianthus annuus,328521,Helianthus annuns,4,4,16,16,7,1,Helianthus annuus
bouteloua hirsuta,Chondrosum hirsutum,12550,Chondrosum hirsutum,79,31,359,164,76,1,Chondrosum hirsutum
digitaria sanguinalis,Digitaria sanguinalis,18103,Digitaria sanguinalis,430,86,1038,345,144,1,Digitaria sanguinalis
lepidium densiflorum,Lepidium densiflorum,32774,Lepidium densiflorum,373,81,1103,477,150,1,Lepidium densiflorum
aristida oligantha,Aristida oligantha,4901,Aristida oligantha,33,8,186,56,54,1,Aristida oligantha
physalis virginiana,Physalis virginiana,41853,Physalis virginiana,102,69,642,559,48,1,Physalis virginiana
physalis virginiana,Physalis virginiana,250518,Physalis virginiana var. sonorae,15,1,25,3,9,1,Physalis virginiana var. sonorae
physalis virginiana,Physalis virginiana,365079,Physalis virginiana var. campaniforma,1,NA,1,NA,1,1,Physalis virginiana var. campaniforma
physalis virginiana,Physalis virginiana,365080,Physalis virginiana var. polyphylla,1,NA,1,NA,1,1,Physalis virginiana
physalis virginiana,Physalis virginiana,365081,Physalis virginiana var. texana,1,NA,1,NA,1,1,Physalis virginiana
physalis longifolia,Physalis longifolia,93332,Physalis longifolia,14,NA,15,NA,4,1,Physalis longifolia
physalis longifolia,Physalis longifolia,365066,Physalis longifolia fo. macrophysa,1,NA,1,NA,1,1,Physalis longifolia
physalis longifolia,Physalis longifolia,365067,Physalis longifolia var. subglabrata,1,NA,1,NA,1,1,Physalis longifolia var. subglabrata
desmanthus illinoensis,Desmanthus illinoensis,17418,Desmanthus illinoensis,56,11,336,56,81,1,Desmanthus illinoensis
erigeron annuus,Erigeron annuus,21627,Erigeron annuus,474,181,1552,823,157,1,Erigeron annuus
erigeron annuus,Erigeron annuus,224456,Erigeron annuus subsp. annuus,10,NA,24,NA,14,1,Erigeron annuus
erigeron annuus,Erigeron annuus,224457,Erigeron annuus subsp. septentrionalis,6,NA,5,NA,5,1,Erigeron annuus
chenopodium berlandieri,Chenopodium berlandieri,12169,Chenopodium berlandieri,104,4,158,26,61,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,213539,Chenopodium berlandieri var. bushianum,11,NA,16,NA,8,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,213540,Chenopodium berlandieri var. zschackei,8,NA,11,NA,7,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,297007,Chenopodium berlandieri var. boscianum,1,NA,1,NA,1,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,297008,Chenopodium berlandieri var. macrocalycium,2,NA,2,NA,1,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,297009,Chenopodium berlandieri var. sinuatum,1,NA,1,NA,1,1,Chenopodium berlandieri
chenopodium berlandieri,Chenopodium berlandieri,297010,Chenopodium berlandieri var. zschackii,1,NA,1,NA,1,1,Chenopodium berlandieri
asclepias sullivantii,Asclepias sullivantii,5511,Asclepias sullivantii,21,5,69,29,34,1,Asclepias sullivantii
bouteloua dactyloides,Buchloe dactyloides,8692,Buchloe dactyloides,51,15,292,92,104,1,Buchloe dactyloides
mirabilis albida,Mirabilis albida,90688,Mirabilis albida,82,55,470,434,26,1,Mirabilis albida
mirabilis nyctaginea,Oxybaphus nyctagineus,39620,Oxybaphus nyctagineus,35,4,68,22,24,1,Oxybaphus nyctagineus
physalis missouriensis,Physalis missouriensis,250506,Physalis missouriensis,5,NA,7,NA,3,1,Physalis missouriensis
solanum rostratum,Solanum rostratum,50794,Solanum rostratum,44,7,221,48,47,1,Solanum rostratum
cynanchum laeve,Ampelamus laevis,202632,Ampelamus laevis,16,NA,12,NA,7,1,Ampelamus laevis
desmodium perplexum,Desmodium perplexum,64419,Desmodium perplexum,8,NA,98,NA,49,1,Desmodium perplexum
alliaria petiolata,Alliaria petiolata,2496,Alliaria petiolata,579,26,1500,208,181,1,Alliaria petiolata
lithospermum incisum,Lithospermum incisum,33804,Lithospermum incisum,71,55,518,482,30,1,Lithospermum incisum
ulmus rubra,Ulmus rubra,55473,Ulmus rubra,387,269,2518,2190,139,1,Ulmus rubra
eupatorium altissimum,Eupatorium altissimum,23284,Eupatorium altissimum,87,58,712,559,51,1,Eupatorium altissimum
helianthus maximilianii,Helianthus maximiliani,28143,Helianthus maximiliani,86,57,715,575,89,1,Helianthus maximiliani
helianthus maximilianii,Helianthus maximiliani,68386,Helianthus maximilianii,4,NA,7,NA,4,1,Helianthus maximiliani
vitis riparia,Vitis vulpina,56747,Vitis vulpina,160,76,1259,906,126,1,Vitis vulpina
celtis occidentalis,Celtis occidentalis,11497,Celtis occidentalis,240,95,1233,828,136,1,Celtis occidentalis
celtis occidentalis,Celtis occidentalis,295394,Celtis occidentalis var. canina,1,NA,1,NA,1,1,Celtis occidentalis
celtis occidentalis,Celtis occidentalis,295395,Celtis occidentalis var. pumila,3,NA,3,NA,1,1,Celtis occidentalis
cirsium undulatum,Cirsium undulatum,13071,Cirsium undulatum,112,4,236,26,30,1,Cirsium undulatum
cirsium undulatum,Cirsium undulatum,214626,Cirsium undulatum var. undulatum,20,NA,32,NA,8,1,Cirsium undulatum
hedeoma hispida,Hedeoma hispida,27981,Hedeoma hispida,52,31,182,143,42,1,Hedeoma hispida
acalypha ostryifolia,Acalypha ostryifolia,65226,Acalypha ostryifolia,26,4,47,20,18,1,Acalypha ostryifolia
elymus virginicus,Elymus virginicus,20418,Elymus virginicus,170,82,1011,561,110,1,Elymus virginicus
cuscuta glomerata,Cuscuta glomerata,15972,Cuscuta glomerata,18,2,37,6,17,1,Cuscuta glomerata
