"year","exp_unit","richness","Evar"
2013,"anti.ec::4::35::Control::2013",10,0.274754662921121
2013,"anti.ec::4::36::Control::2013",18,0.332858690565086
2013,"anti.ec::4::37::Control::2013",22,0.350118026122094
2013,"anti.ec::4::38::Control::2013",12,0.29195237223093
2013,"anti.ec::4::39::Control::2013",19,0.308512781216376
2013,"anti.ec::4::40::Control::2013",12,0.49508128661227
2013,"anti.ec::5::41::Control::2013",12,0.285217276713968
2013,"anti.ec::5::42::Control::2013",27,0.378177752549398
2013,"anti.ec::5::43::Control::2013",37,0.282087473053397
2013,"anti.ec::5::44::Control::2013",13,0.37712823275712
2013,"anti.ec::5::45::Control::2013",22,0.318505843460999
2013,"anti.ec::5::46::Control::2013",6,0.290938926528741
2013,"anti.ec::5::47::Control::2013",12,0.306404209400512
2013,"anti.ec::5::48::Control::2013",6,0.377168584103293
2013,"anti.ec::5::49::Control::2013",8,0.502713197639053
2013,"anti.ec::5::50::Control::2013",27,0.3388135208922
2015,"arch.us::1::1::Control::2015",12,0.229097663190169
2016,"arch.us::1::1::Control::2016",10,0.494650670742005
2017,"arch.us::1::1::Control::2017",7,0.311951154638488
2018,"arch.us::1::1::Control::2018",9,0.311600930041601
2019,"arch.us::1::1::Control::2019",6,0.238586662931665
2020,"arch.us::1::1::Control::2020",6,0.235632302182168
2021,"arch.us::1::1::Control::2021",5,0.271959189235064
2022,"arch.us::1::1::Control::2022",5,0.227561256868313
2015,"arch.us::1::10::Control::2015",10,0.196695407935988
2016,"arch.us::1::10::NPK+Fence::2016",8,0.296708319311176
2017,"arch.us::1::10::NPK+Fence::2017",8,0.376945575470581
2018,"arch.us::1::10::NPK+Fence::2018",10,0.274216352993479
2019,"arch.us::1::10::NPK+Fence::2019",9,0.190955238393838
2020,"arch.us::1::10::NPK+Fence::2020",6,0.269581567563814
2021,"arch.us::1::10::NPK+Fence::2021",4,0.288123693070233
2022,"arch.us::1::10::NPK+Fence::2022",6,0.338940109310661
2015,"arch.us::1::2::Control::2015",9,0.334165818861558
2016,"arch.us::1::2::K::2016",11,0.347912459396991
2017,"arch.us::1::2::K::2017",9,0.230446108443529
2018,"arch.us::1::2::K::2018",6,0.290834036812281
2019,"arch.us::1::2::K::2019",4,0.292446823001934
2020,"arch.us::1::2::K::2020",8,0.307573966460802
2021,"arch.us::1::2::K::2021",9,0.312301316175051
2022,"arch.us::1::2::K::2022",7,0.272776669913886
2015,"arch.us::1::3::Control::2015",11,0.260369382957002
2016,"arch.us::1::3::P::2016",14,0.373898463869268
2017,"arch.us::1::3::P::2017",10,0.436971235896323
2018,"arch.us::1::3::P::2018",9,0.324788970216925
2019,"arch.us::1::3::P::2019",6,0.501033672704889
2020,"arch.us::1::3::P::2020",7,0.445414112689016
2021,"arch.us::1::3::P::2021",10,0.536780784958536
2022,"arch.us::1::3::P::2022",8,0.461207690076771
2015,"arch.us::1::4::Control::2015",14,0.400661854389628
2016,"arch.us::1::4::N::2016",12,0.444028131123331
2017,"arch.us::1::4::N::2017",8,0.390222845633432
2018,"arch.us::1::4::N::2018",6,0.472416661853706
2019,"arch.us::1::4::N::2019",6,0.389486540025753
2020,"arch.us::1::4::N::2020",8,0.287115982045572
2021,"arch.us::1::4::N::2021",6,0.248442783094548
2022,"arch.us::1::4::N::2022",5,0.285876119541038
2015,"arch.us::1::5::Control::2015",15,0.353996711568411
2016,"arch.us::1::5::PK::2016",13,0.384954470656134
2017,"arch.us::1::5::PK::2017",11,0.323611905850499
2018,"arch.us::1::5::PK::2018",11,0.430632315703893
2019,"arch.us::1::5::PK::2019",7,0.310482433346125
2020,"arch.us::1::5::PK::2020",7,0.302594840015507
2021,"arch.us::1::5::PK::2021",12,0.431526745221516
2022,"arch.us::1::5::PK::2022",10,0.431447446637022
2015,"arch.us::1::6::Control::2015",8,0.490396164343859
2016,"arch.us::1::6::NK::2016",8,0.657885774995637
