"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"PERIDERIDIA LEMMONII","PERIDERIDIA","","lemmonii",NA,NA,"","","tro-1700974",TRUE,"1.1","Accepted","Apiaceae","Perideridia","","lemmonii","","","(J.M. Coult. & Rose) T.I. Chuang & Constance","tro-1700974","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POLYGONUM POLYGALOIDES var. KELLOGGII","POLYGONUM","","polygaloides",NA,"var.","","KELLOGGII","tro-26000884",TRUE,"1.1","Accepted","Polygonaceae","Polygonum","","polygaloides","","","Meisn.","tro-26000884","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINANTHUS HARKNESSII","LINANTHUS","","harknessii",NA,NA,"","","kew-2494751",TRUE,"1.1","Accepted","Polemoniaceae","Linanthus","","harknessii","","","(Curran) Greene","kew-2494751","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GILIA LEPTALEA var. BICOLOR","GILIA","","leptalea",NA,"var.","","BICOLOR","kew-2825647",TRUE,"1.1","Unresolved","Polemoniaceae","Gilia","","leptalea","","","(A.Gray) Greene","kew-2825647","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"COLLINSIA TORREYI","COLLINSIA","","torreyi",NA,NA,"","","kew-2731145",TRUE,"1.1","Accepted","Plantaginaceae","Collinsia","","torreyi","","","A.Gray","kew-2731145","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MYOSURUS APETALUS","MYOSURUS","","apetalus",NA,NA,"","","tro-27101061",TRUE,"1.1","Accepted","Ranunculaceae","Myosurus","","apetalus","","","Gay","tro-27101061","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DANTHONIA UNISPICATA","DANTHONIA","","unispicata",NA,NA,"","","kew-407312",TRUE,"1.1","Accepted","Poaceae","Danthonia","","unispicata","","","(Thurb.) Munro ex Macoun","kew-407312","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LEWISIA NEVADENSIS","LEWISIA","","nevadensis",NA,NA,"","","tro-26200493",TRUE,"1.1","Accepted","Montiaceae","Lewisia","","nevadensis","","","(A. Gray) B.L. Rob.","tro-26200493","Accepted",FALSE,FALSE,FALSE,2024-07-10
"NEMOPHILA PEDUNCULATA","NEMOPHILA","","pedunculata",NA,NA,"","","tro-16200104",TRUE,"1.1","Accepted","Boraginaceae","Nemophila","","pedunculata","","","Douglas ex Benth.","tro-16200104","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CASTILLEJA LACERA","CASTILLEJA","","lacera",NA,NA,"","","kew-2705088",TRUE,"1.1","Accepted","Orobanchaceae","Castilleja","","lacera","","","(Benth.) T.I.Chuang & Heckard","kew-2705088","Accepted",FALSE,FALSE,FALSE,2024-07-10
"JUNCUS HOWELLII","JUNCUS","","howellii",NA,NA,"","","kew-315174",TRUE,"1.1","Accepted","Juncaceae","Juncus","","howellii","","","F.J.Herm.","kew-315174","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MONTIA CHAMISSOI","MONTIA","","chamissoi",NA,NA,"","","kew-2509003",TRUE,"1.1","Accepted","Montiaceae","Montia","","chamissoi","","","(Ledeb. ex Spreng.) Greene","kew-2509003","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RANUNCULUS ALISMIFOLIUS","RANUNCULUS","","alismifolius",NA,NA,"","","kew-2524579",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","alismifolius","","","Geyer ex Benth.","kew-2524579","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PLAGIOBOTHRYS COGNATUS","PLAGIOBOTHRYS","","cognatus",NA,NA,"","","tro-4001593",TRUE,"1.1","Accepted","Boraginaceae","Plagiobothrys","","cognatus","","","(Greene) I.M. Johnst.","tro-4001593","Accepted",FALSE,FALSE,FALSE,2024-07-10
"COLLOMIA TINCTORIA","COLLOMIA","","tinctoria",NA,NA,"","","kew-2731267",TRUE,"1.1","Accepted","Polemoniaceae","Collomia","","tinctoria","","","Kellogg","kew-2731267","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BUFONIA SP. (Iran)","BUFONIA","","sp.",NA,NA,"","(Iran)","",FALSE,"1.1","","","BUFONIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"STERIGMOSTEMUM SULPHUREUM","STERIGMOSTEMUM","","sulphureum",NA,NA,"","","tro-4104407",TRUE,"1.1","Accepted","Brassicaceae","Sterigmostemum","","sulphureum","","","Bornm.","tro-4104407","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANDRACHNE FRUTICULOSA","ANDRACHNE","","fruticulosa",NA,NA,"","","kew-8919",TRUE,"1.1","Accepted","Phyllanthaceae","Andrachne","","fruticulosa","","","Boiss.","kew-8919","Accepted",FALSE,FALSE,FALSE,2024-07-10
"JURINEA CARDUIFORMIS","JURINEA","","carduiformis",NA,NA,"","","gcc-78773",TRUE,"1.1","Accepted","Compositae","Jurinea","","carduiformis","","","(Jaub. & Spach) Boiss.","gcc-78773","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALLIUM SCABRISCAPUM","ALLIUM","","scabriscapum",NA,NA,"","","kew-296513",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","scabriscapum","","","Boiss.","kew-296513","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ERYNGIUM SP. (Iran)","ERYNGIUM","","sp.",NA,NA,"","(Iran)","",FALSE,"1.1","","","ERYNGIUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SHERARDIA ORIENTALIS","SHERARDIA","","orientalis",NA,NA,"","","tro-27903068",TRUE,"1.1","Accepted","Rubiaceae","Sherardia","","orientalis","","","Boiss. & Hohen.","tro-27903068","Accepted",FALSE,FALSE,FALSE,2024-07-10
"IRIS SP. (Iran)","IRIS","","sp.",NA,NA,"","(Iran)","",FALSE,"1.1","","","IRIS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"AEGILOPS UMBELLULATA","AEGILOPS","","umbellulata",NA,NA,"","","kew-387930",TRUE,"1.1","Accepted","Poaceae","Aegilops","","umbellulata","","","Zhuk.","kew-387930","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRAGALUS MICROPHYSA","ASTRAGALUS","","microphysa",NA,NA,"","","ild-36399",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","microphysa","","","Boiss.","ild-36399","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRAGALUS RUSCIFOLIUS","ASTRAGALUS","","ruscifolius",NA,NA,"","","ild-36587",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","ruscifolius","","","Boiss.","ild-36587","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ERODIUM SP. (Iran)","ERODIUM","","sp.",NA,NA,"","(Iran)","",FALSE,"1.1","","","ERODIUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"PARACARYUM PERSICUM","PARACARYUM","","persicum",NA,NA,"","","kew-2407862",TRUE,"1.1","Unresolved","Boraginaceae","Paracaryum","","persicum","","","Boiss.","kew-2407862","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"ANDRACHNE TELEPHIOIDES","ANDRACHNE","","telephioides",NA,NA,"","","kew-8963",TRUE,"1.1","Accepted","Phyllanthaceae","Andrachne","","telephioides","","","L.","kew-8963","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS SQUARROSUS","BROMUS","","squarrosus",NA,NA,"","","kew-401960",TRUE,"1.1","Accepted","Poaceae","Bromus","","squarrosus","","","L.","kew-401960","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POLYGALA PLATYPTERA","POLYGALA","","platyptera",NA,NA,"","","kew-2573451",TRUE,"1.1","Unresolved","Polygalaceae","Polygala","","platyptera","","","Bornm. & Gauba","kew-2573451","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"CAREX GRAVIDA","CAREX","","gravida",NA,NA,"","","kew-227114",TRUE,"1.1","Accepted","Cyperaceae","Carex","","gravida","","","L.H.Bailey","kew-227114","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HEDYOTIS NIGRICANS","HEDYOTIS","","nigricans",NA,NA,"","","kew-97498",TRUE,"1.1","Synonym","Rubiaceae","Stenaria","","nigricans","","","(Lam.) Terrell","kew-197026","Accepted",FALSE,FALSE,FALSE,2024-07-10
"IPOMOEA NIL","IPOMOEA","","nil",NA,NA,"","","kew-2902018",TRUE,"1.1","Accepted","Convolvulaceae","Ipomoea","","nil","","","(L.) Roth","kew-2902018","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARISTIDA OLIGANTHA","ARISTIDA","","oligantha",NA,NA,"","","kew-394928",TRUE,"1.1","Accepted","Poaceae","Aristida","","oligantha","","","Michx.","kew-394928","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MIMOSA QUADRIVALVIS var. NUTTALLII","MIMOSA","","quadrivalvis",NA,"var.","","NUTTALLII","ild-16118",TRUE,"1.1","Accepted","Leguminosae","Mimosa","","quadrivalvis","","","L.","ild-16118","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PACKERA TRIDENTICULATA","PACKERA","","tridenticulata",NA,NA,"","","gcc-138189",TRUE,"1.1","Accepted","Compositae","Packera","","tridenticulata","","","(Rydb.) W.A.Weber & Á.Löve","gcc-138189","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LIATRIS MUCRONATA","LIATRIS","","mucronata",NA,NA,"","","gcc-82134",TRUE,"1.1","Accepted","Compositae","Liatris","","mucronata","","","DC.","gcc-82134","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANDROPOGON TERNARIUS","ANDROPOGON","","ternarius",NA,NA,"","","kew-393506",TRUE,"1.1","Accepted","Poaceae","Andropogon","","ternarius","","","Michx.","kew-393506","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STENOSIPHON LINIFOLIUS","STENOSIPHON","","linifolius",NA,NA,"","","tro-23200609",TRUE,"1.1","Accepted","Onagraceae","Stenosiphon","","linifolius","","","(Nutt. ex E. James) Heynh.","tro-23200609","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POLYGALA TENUIFOLIA","POLYGALA","","tenuifolia",NA,NA,"","","kew-2572065",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","tenuifolia","","","Willd.","kew-2572065","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALLIUM TEXTILE","ALLIUM","","textile",NA,NA,"","","kew-296789",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","textile","","","A.Nelson & J.F.Macbr.","kew-296789","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHUS TRILOBATA","RHUS","","trilobata",NA,NA,"","","tro-1300191",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","trilobata","","","Nutt.","tro-1300191","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ERYSIMUM REPANDUM","ERYSIMUM","","repandum",NA,NA,"","","kew-2800426",TRUE,"1.1","Accepted","Brassicaceae","Erysimum","","repandum","","","L.","kew-2800426","Accepted",FALSE,FALSE,FALSE,2024-07-10
"THELESPERMA MEGAPOTAMICUM","THELESPERMA","","megapotamicum",NA,NA,"","","gcc-119084",TRUE,"1.1","Accepted","Compositae","Thelesperma","","megapotamicum","","","(Spreng.) Kuntze","gcc-119084","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SHRUB SP.","","","sp.",NA,NA,"","","",FALSE,"1.1","","","SHRUB","","sp.",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"UNKNOWN LAMIACEAE","","","lamiaceae",NA,NA,"","","",FALSE,"1.1","","","UNKNOWN","","lamiaceae",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"SOLANUM ROSTRATUM","SOLANUM","","rostratum",NA,NA,"","","tro-29600309",TRUE,"1.1","Accepted","Solanaceae","Solanum","","rostratum","","","Dunal","tro-29600309","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS","QUERCUS","",NA,NA,NA,"","","",FALSE,"1.1","","","QUERCUS","",NA,NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"CARDIONEMA RAMOSISSIMUM","CARDIONEMA","","ramosissimum",NA,NA,"","","tro-6301169",TRUE,"1.1","Accepted","Caryophyllaceae","Cardionema","","ramosissimum","","","(Weinm.) A. Nelson & J.F. Macbr.","tro-6301169","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FACELIS RETUSA","FACELIS","","retusa",NA,NA,"","","gcc-116407",TRUE,"1.1","Accepted","Compositae","Facelis","","retusa","","","(Lam.) Sch.Bip.","gcc-116407","Accepted",FALSE,FALSE,FALSE,2024-07-10
"NASSELLA TENUIS","NASSELLA","","tenuis",NA,NA,"","","kew-425592",TRUE,"1.1","Accepted","Poaceae","Nassella","","tenuis","","","(Phil.) Barkworth","kew-425592","Accepted",FALSE,FALSE,FALSE,2024-07-10
"NOTICASTRUM SERICEUM","NOTICASTRUM","","sericeum",NA,NA,"","","gcc-130880",TRUE,"1.1","Accepted","Compositae","Noticastrum","","sericeum","","","(Less.) Less. ex Phil.","gcc-130880","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SPOROBOLUS RIGENS","SPOROBOLUS","","rigens",NA,NA,"","","kew-444440",TRUE,"1.1","Accepted","Poaceae","Sporobolus","","rigens","","","(Trin.) É.Desv.","kew-444440","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GAMOCHAETA SP.","GAMOCHAETA","","sp.",NA,NA,"","","",FALSE,"1.1","","","GAMOCHAETA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"PANICUM URVILLEANUM","PANICUM","","urvilleanum",NA,NA,"","","kew-430743",TRUE,"1.1","Accepted","Poaceae","Panicum","","urvilleanum","","","Kunth","kew-430743","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HOFFMANNSEGGIA TRIFOLIATA","HOFFMANNSEGGIA","","trifoliata",NA,NA,"","","ild-19776",TRUE,"1.1","Accepted","Leguminosae","Hoffmannseggia","","trifoliata","","","Cav.","ild-19776","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PIPTOCHAETIUM NAPOSTAENSE","PIPTOCHAETIUM","","napostaense",NA,NA,"","","kew-434564",TRUE,"1.1","Accepted","Poaceae","Piptochaetium","","napostaense","","","(Speg.) Hack. ex Stuck.","kew-434564","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCHISMUS BARBATUS","SCHISMUS","","barbatus",NA,NA,"","","kew-441222",TRUE,"1.1","Accepted","Poaceae","Schismus","","barbatus","","","(L.) Thell.","kew-441222","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MAIHUENIOPSIS DARWINII","MAIHUENIOPSIS","","darwinii",NA,NA,"","","kew-2360442",TRUE,"1.1","Accepted","Cactaceae","Maihueniopsis","","darwinii","","","(Hensl.) F.Ritter","kew-2360442","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CHRYSOPSIS MARIANA","CHRYSOPSIS","","mariana",NA,NA,"","","gcc-24013",TRUE,"1.1","Accepted","Compositae","Chrysopsis","","mariana","","","(L.) Elliott","gcc-24013","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPHORBIA PUBENTISSIMA","EUPHORBIA","","pubentissima",NA,NA,"","","kew-81738",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","pubentissima","","","Michx.","kew-81738","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LESPEDEZA HIRTA","LESPEDEZA","","hirta",NA,NA,"","","ild-19840",TRUE,"1.1","Accepted","Leguminosae","Lespedeza","","hirta","","","(L.) Hornem.","ild-19840","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LIATRIS COKERI","LIATRIS","","cokeri",NA,NA,"","","gcc-11740",TRUE,"1.1","Accepted","Compositae","Liatris","","cokeri","","","Pyne & Stucky","gcc-11740","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MORELLA PUMILA","MORELLA","","pumila",NA,NA,"","","kew-2501814",TRUE,"1.1","Unresolved","Myricaceae","Morella","","pumila","","","Small","kew-2501814","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"PARTHENIUM INTEGRIFOLIUM","PARTHENIUM","","integrifolium",NA,NA,"","","gcc-84783",TRUE,"1.1","Accepted","Compositae","Parthenium","","integrifolium","","","L.","gcc-84783","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PINUS PALUSTRIS","PINUS","","palustris",NA,NA,"","","kew-2562456",TRUE,"1.1","Accepted","Pinaceae","Pinus","","palustris","","","Mill.","kew-2562456","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STYLOSANTHES BIFLORA","STYLOSANTHES","","biflora",NA,NA,"","","ild-10487",TRUE,"1.1","Accepted","Leguminosae","Stylosanthes","","biflora","","","(L.) Britton & al.","ild-10487","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SYMPHYOTRICHUM WALTERI","SYMPHYOTRICHUM","","walteri",NA,NA,"","","gcc-75831",TRUE,"1.1","Accepted","Compositae","Symphyotrichum","","walteri","","","(Alexander) G.L.Nesom","gcc-75831","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VACCINIUM TENELLUM","VACCINIUM","","tenellum",NA,NA,"","","tro-12300684",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","tenellum","","","Aiton","tro-12300684","Accepted",FALSE,FALSE,FALSE,2024-07-10
"IONACTIS LINARIIFOLIA","IONACTIS","","linariifolia",NA,NA,"","","gcc-27174",TRUE,"1.1","Accepted","Compositae","Ionactis","","linariifolia","","","(L.) Greene","gcc-27174","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PITYOPSIS ASPERA","PITYOPSIS","","aspera",NA,NA,"","","gcc-144055",TRUE,"1.1","Synonym","Compositae","Pityopsis","","aspera","var.","aspera","","gcc-71692","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"CARPHEPHORUS BELLIDIFOLIUS","CARPHEPHORUS","","bellidifolius",NA,NA,"","","gcc-112461",TRUE,"1.1","Accepted","Compositae","Carphephorus","","bellidifolius","","","(Michx.) Torr. & A.Gray","gcc-112461","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DESMODIUM ROTUNDIFOLIUM","DESMODIUM","","rotundifolium",NA,NA,"","","ild-16642",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","rotundifolium","","","(Michx.) DC.","ild-16642","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ROBINIA HISPIDA","ROBINIA","","hispida",NA,NA,"","","ild-8995",TRUE,"1.1","Accepted","Leguminosae","Robinia","","hispida","","","L.","ild-8995","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GALACTIA ERECTA","GALACTIA","","erecta",NA,NA,"","","ild-11843",TRUE,"1.1","Accepted","Leguminosae","Galactia","","erecta","","","Vail","ild-11843","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SMILAX GLAUCA","SMILAX","","glauca",NA,NA,"","","kew-289270",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","glauca","","","Walter","kew-289270","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DESMODIUM STRICTUM","DESMODIUM","","strictum",NA,NA,"","","ild-16788",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","strictum","","","(Pursh) DC.","ild-16788","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GALACTIA REGULARIS","GALACTIA","","regularis",NA,NA,"","","ild-11869",TRUE,"1.1","Accepted","Leguminosae","Galactia","","regularis","","","(L.) Britton & al.","ild-11869","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LESPEDEZA VIRGINICA","LESPEDEZA","","virginica",NA,NA,"","","ild-10881",TRUE,"1.1","Accepted","Leguminosae","Lespedeza","","virginica","","","(L.) Britton","ild-10881","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCLERIA TRIGLOMERATA","SCLERIA","","triglomerata",NA,NA,"","","kew-265784",TRUE,"1.1","Accepted","Cyperaceae","Scleria","","triglomerata","","","Michx.","kew-265784","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TEPHROSIA VIRGINIANA","TEPHROSIA","","virginiana",NA,NA,"","","ild-28310",TRUE,"1.1","Accepted","Leguminosae","Tephrosia","","virginiana","","","(L.) Pers.","ild-28310","Accepted",FALSE,FALSE,FALSE,2024-07-10
"IRIS VERNA","IRIS","","verna",NA,NA,"","","kew-322546",TRUE,"1.1","Accepted","Iridaceae","Iris","","verna","","","L.","kew-322546","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LYONIA MARIANA","LYONIA","","mariana",NA,NA,"","","tro-12302715",TRUE,"1.1","Accepted","Ericaceae","Lyonia","","mariana","","","(L.) D. Don","tro-12302715","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHEXIA ALIFANUS","RHEXIA","","alifanus",NA,NA,"","","tro-20302109",TRUE,"1.1","Accepted","Melastomataceae","Rhexia","","alifanus","","","Walter","tro-20302109","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PANICUM COMMUTATUM","PANICUM","","commutatum",NA,NA,"","","kew-427779",TRUE,"1.1","Accepted","Poaceae","Panicum","","commutatum","","","Schult.","kew-427779","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHUS COPALLINUM","RHUS","","copallinum",NA,NA,"","","tro-1300249",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","copallinum","","","L.","tro-1300249","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SEYMERIA CASSIOIDES","SEYMERIA","","cassioides",NA,NA,"","","tro-29200213",TRUE,"1.1","Accepted","Orobanchaceae","Seymeria","","cassioides","","","(J.F. Gmel.) S.F. Blake","tro-29200213","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SOLIDAGO ODORA","SOLIDAGO","","odora",NA,NA,"","","gcc-123696",TRUE,"1.1","Accepted","Compositae","Solidago","","odora","","","Aiton","gcc-123696","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PANICUM LAXIFLORUM","PANICUM","","laxiflorum",NA,NA,"","","kew-428971",TRUE,"1.1","Accepted","Poaceae","Panicum","","laxiflorum","","","Lam.","kew-428971","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPATORIUM ROTUNDIFOLIUM","EUPATORIUM","","rotundifolium",NA,NA,"","","gcc-4367",TRUE,"1.1","Accepted","Compositae","Eupatorium","","rotundifolium","","","L.","gcc-4367","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS MARGARETTAE","QUERCUS","","margarettae",NA,NA,"","","kew-173863",TRUE,"1.1","Accepted","Fagaceae","Quercus","","margarettae","","","(Ashe) Small","kew-173863","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SERICOCARPUS ASTEROIDES","SERICOCARPUS","","asteroides",NA,NA,"","","gcc-113897",TRUE,"1.1","Accepted","Compositae","Sericocarpus","","asteroides","","","(L.) Nees","gcc-113897","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPATORIUM LEUCOLEPIS","EUPATORIUM","","leucolepis",NA,NA,"","","gcc-124280",TRUE,"1.1","Accepted","Compositae","Eupatorium","","leucolepis","","","(DC.) Torr. & A.Gray","gcc-124280","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DIOSPYROS VIRGINIANA","DIOSPYROS","","virginiana",NA,NA,"","","kew-2770719",TRUE,"1.1","Accepted","Ebenaceae","Diospyros","","virginiana","","","L.","kew-2770719","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS INCANA","QUERCUS","","incana",NA,NA,"","","kew-173316",TRUE,"1.1","Accepted","Fagaceae","Quercus","","incana","","","Bartram","kew-173316","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS MARILANDICA","QUERCUS","","marilandica",NA,NA,"","","kew-173871",TRUE,"1.1","Accepted","Fagaceae","Quercus","","marilandica","","","(L.) Münchh.","kew-173871","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SASSAFRAS ALBIDUM","SASSAFRAS","","albidum",NA,NA,"","","tro-17804221",TRUE,"1.1","Accepted","Lauraceae","Sassafras","","albidum","","","(Nutt.) Nees","tro-17804221","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TOXICODENDRON PUBESCENS","TOXICODENDRON","","pubescens",NA,NA,"","","kew-2435031",TRUE,"1.1","Accepted","Anacardiaceae","Toxicodendron","","pubescens","","","Mill.","kew-2435031","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANDROPOGON GYRANS","ANDROPOGON","","gyrans",NA,NA,"","","kew-392538",TRUE,"1.1","Accepted","Poaceae","Andropogon","","gyrans","","","Ashe","kew-392538","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPERICUM GENTIANOIDES","HYPERICUM","","gentianoides",NA,NA,"","","tro-7800929",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","gentianoides","","","(L.) Britton, Sterns & Poggenb.","tro-7800929","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GENTIANA AUTUMNALIS","GENTIANA","","autumnalis",NA,NA,"","","kew-2820016",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","autumnalis","","","L.","kew-2820016","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SPIRANTHES TUBEROSA","SPIRANTHES","","tuberosa",NA,NA,"","","kew-194565",TRUE,"1.1","Accepted","Orchidaceae","Spiranthes","","tuberosa","","","Raf.","kew-194565","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SYMPHYOTRICHUM DUMOSUM","SYMPHYOTRICHUM","","dumosum",NA,NA,"","","gcc-78819",TRUE,"1.1","Accepted","Compositae","Symphyotrichum","","dumosum","","","(L.) G.L.Nesom","gcc-78819","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HIERACIUM MARIANUM","HIERACIUM","","marianum",NA,NA,"","","gcc-2818",TRUE,"1.1","Accepted","Compositae","Hieracium","","marianum","","","Willd.","gcc-2818","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS LAEVIS","QUERCUS","","laevis",NA,NA,"","","kew-173479",TRUE,"1.1","Accepted","Fagaceae","Quercus","","laevis","","","Walter","kew-173479","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM REPANDUM","CIRSIUM","","repandum",NA,NA,"","","gcc-24357",TRUE,"1.1","Accepted","Compositae","Cirsium","","repandum","","","Michx.","gcc-24357","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DESMODIUM CILIARE","DESMODIUM","","ciliare",NA,NA,"","","ild-55855",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","ciliare","","","(Willd.) DC.","ild-55855","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LESPEDEZA PROCUMBENS","LESPEDEZA","","procumbens",NA,NA,"","","ild-19841",TRUE,"1.1","Accepted","Leguminosae","Lespedeza","","procumbens","","","Michx.","ild-19841","Accepted",FALSE,FALSE,FALSE,2024-07-10
"COREOPSIS MAJOR","COREOPSIS","","major",NA,NA,"","","gcc-99388",TRUE,"1.1","Accepted","Compositae","Coreopsis","","major","","","Walter","gcc-99388","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPOXIS WRIGHTII","HYPOXIS","","wrightii",NA,NA,"","","kew-279232",TRUE,"1.1","Accepted","Hypoxidaceae","Hypoxis","","wrightii","","","(Baker) Brackett","kew-279232","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPATORIUM COMPOSITIFOLIUM","EUPATORIUM","","compositifolium",NA,NA,"","","gcc-104883",TRUE,"1.1","Accepted","Compositae","Eupatorium","","compositifolium","","","Walter","gcc-104883","Accepted",FALSE,FALSE,FALSE,2024-07-10
