"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"BRYOPHYTE","","",NA,NA,NA,"","","",FALSE,"1.1","","","BRYOPHYTE","",NA,NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"CAREX BIGELOWII","CAREX","","bigelowii",NA,NA,"","","kew-224946",TRUE,"1.1","Accepted","Cyperaceae","Carex","","bigelowii","","","Torr. ex Schwein.","kew-224946","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DESCHAMPSIA FLEXUOSA","DESCHAMPSIA","","flexuosa",NA,NA,"","","kew-407693",TRUE,"1.1","Accepted","Poaceae","Deschampsia","","flexuosa","","","(L.) Trin.","kew-407693","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EQUISETUM ARVENSE","EQUISETUM","","arvense",NA,NA,"","","tro-26602003",TRUE,"1.1","Accepted","Equisetaceae","Equisetum","","arvense","","","L.","tro-26602003","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LICHEN","LICHEN","",NA,NA,NA,"","","",FALSE,"1.1","","","LICHEN","",NA,NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"LYSIMACHIA EUROPAEA","LYSIMACHIA","","europaea",NA,NA,"","","kew-2896575",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","europaea","","","(L.) U.Manns & Anderb.","kew-2896575","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VACCINIUM VITIS-IDAEA","VACCINIUM","","vitis-idaea",NA,NA,"","","kew-2457314",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","vitis-idaea","","","L.","kew-2457314","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EMPETRUM NIGRUM","EMPETRUM","","nigrum",NA,NA,"","","kew-2788473",TRUE,"1.1","Accepted","Ericaceae","Empetrum","","nigrum","","","L.","kew-2788473","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VACCINIUM ULIGINOSUM","VACCINIUM","","uliginosum",NA,NA,"","","kew-2457998",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","uliginosum","","","L.","kew-2457998","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EPILOBIUM ANGUSTIFOLIUM","EPILOBIUM","","angustifolium",NA,NA,"","","kew-2790112",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","angustifolium","","","L.","kew-2790112","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GERANIUM SYLVATICUM","GERANIUM","","sylvaticum",NA,NA,"","","kew-2824138",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","sylvaticum","","","L.","kew-2824138","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA ALPINA","POA","","alpina",NA,NA,"","","kew-435085",TRUE,"1.1","Accepted","Poaceae","Poa","","alpina","","","L.","kew-435085","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SOLIDAGO VIRGAUREA","SOLIDAGO","","virgaurea",NA,NA,"","","gcc-44550",TRUE,"1.1","Accepted","Compositae","Solidago","","virgaurea","","","L.","gcc-44550","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINNAEA BOREALIS","LINNAEA","","borealis",NA,NA,"","","kew-2337127",TRUE,"1.1","Accepted","Caprifoliaceae","Linnaea","","borealis","","","L.","kew-2337127","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MELAMPYRUM PRATENSE","MELAMPYRUM","","pratense",NA,NA,"","","tro-29200344",TRUE,"1.1","Accepted","Orobanchaceae","Melampyrum","","pratense","","","L.","tro-29200344","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RANUNCULUS ACRIS","RANUNCULUS","","acris",NA,NA,"","","kew-2524461",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","acris","","","L.","kew-2524461","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RUBUS SAXATILIS","RUBUS","","saxatilis",NA,NA,"","","rjp-7",TRUE,"1.1","Accepted","Rosaceae","Rubus","","saxatilis","","","L.","rjp-7","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SAUSSUREA ALPINA","SAUSSUREA","","alpina",NA,NA,"","","gcc-119529",TRUE,"1.1","Accepted","Compositae","Saussurea","","alpina","","","(L.) DC.","gcc-119529","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VIOLA BIFLORA","VIOLA","","biflora",NA,NA,"","","kew-2464036",TRUE,"1.1","Accepted","Violaceae","Viola","","biflora","","","L.","kew-2464036","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VACCINIUM MYRTILLUS","VACCINIUM","","myrtillus",NA,NA,"","","kew-2457648",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","myrtillus","","","L.","kew-2457648","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RUBUS CHAMAEMORUS","RUBUS","","chamaemorus",NA,NA,"","","rjp-6",TRUE,"1.1","Accepted","Rosaceae","Rubus","","chamaemorus","","","L.","rjp-6","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CALLIERGONELLA CUSPIDATA","CALLIERGONELLA","","cuspidata",NA,NA,"","","tro-35153509",TRUE,"1.1","Accepted","Hypnaceae","Calliergonella","","cuspidata","","","(Hedw.) Loeske","tro-35153509","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX FLACCA","CAREX","","flacca",NA,NA,"","","kew-226565",TRUE,"1.1","Accepted","Cyperaceae","Carex","","flacca","","","Schreb.","kew-226565","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX NIGRA","CAREX","","nigra",NA,NA,"","","kew-229004",TRUE,"1.1","Accepted","Cyperaceae","Carex","","nigra","","","(L.) Reichard","kew-229004","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EQUISETUM PALUSTRE","EQUISETUM","","palustre",NA,NA,"","","tro-26602010",TRUE,"1.1","Accepted","Equisetaceae","Equisetum","","palustre","","","L.","tro-26602010","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FILIPENDULA ULMARIA","FILIPENDULA","","ulmaria",NA,NA,"","","rjp-1024",TRUE,"1.1","Accepted","Rosaceae","Filipendula","","ulmaria","","","(L.) Maxim.","rjp-1024","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYDROCOTYLE VULGARIS","HYDROCOTYLE","","vulgaris",NA,NA,"","","kew-2856402",TRUE,"1.1","Accepted","Araliaceae","Hydrocotyle","","vulgaris","","","L.","kew-2856402","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LEONTODON SAXATILIS","LEONTODON","","saxatilis",NA,NA,"","","gcc-142545",TRUE,"1.1","Accepted","Compositae","Leontodon","","saxatilis","","","Lam.","gcc-142545","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LOTUS PEDUNCULATUS","LOTUS","","pedunculatus",NA,NA,"","","ild-7307",TRUE,"1.1","Accepted","Leguminosae","Lotus","","pedunculatus","","","Cav.","ild-7307","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MENTHA AQUATICA","MENTHA","","aquatica",NA,NA,"","","kew-124366",TRUE,"1.1","Accepted","Lamiaceae","Mentha","","aquatica","","","L.","kew-124366","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PULICARIA DYSENTERICA","PULICARIA","","dysenterica",NA,NA,"","","gcc-112339",TRUE,"1.1","Accepted","Compositae","Pulicaria","","dysenterica","","","(L.) Gaertn.","gcc-112339","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RUBUS CAESIUS","RUBUS","","caesius",NA,NA,"","","rjp-8",TRUE,"1.1","Accepted","Rosaceae","Rubus","","caesius","","","L.","rjp-8","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SALIX REPENS","SALIX","","repens",NA,NA,"","","kew-5003472",TRUE,"1.1","Accepted","Salicaceae","Salix","","repens","","","L.","kew-5003472","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DACTYLORHIZA INCARNATA","DACTYLORHIZA","","incarnata",NA,NA,"","","kew-55332",TRUE,"1.1","Accepted","Orchidaceae","Dactylorhiza","","incarnata","","","(L.) Soó","kew-55332","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EQUISETUM VARIEGATUM","EQUISETUM","","variegatum",NA,NA,"","","tro-26602017",TRUE,"1.1","Accepted","Equisetaceae","Equisetum","","variegatum","","","Schleich. ex F. Weber & D. Mohr","tro-26602017","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AGROSTIS STOLONIFERA","AGROSTIS","","stolonifera",NA,NA,"","","kew-390383",TRUE,"1.1","Accepted","Poaceae","Agrostis","","stolonifera","","","L.","kew-390383","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM SP.","CIRSIUM","","sp.",NA,NA,"","","",FALSE,"1.1","","","CIRSIUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"FESTUCA RUBRA","FESTUCA","","rubra",NA,NA,"","","kew-416502",TRUE,"1.1","Accepted","Poaceae","Festuca","","rubra","","","L.","kew-416502","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LOTUS CORNICULATUS","LOTUS","","corniculatus",NA,NA,"","","ild-7260",TRUE,"1.1","Accepted","Leguminosae","Lotus","","corniculatus","","","L.","ild-7260","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX PANICEA","CAREX","","panicea",NA,NA,"","","kew-229462",TRUE,"1.1","Accepted","Cyperaceae","Carex","","panicea","","","L.","kew-229462","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM PALUSTRE","CIRSIUM","","palustre",NA,NA,"","","gcc-14233",TRUE,"1.1","Accepted","Compositae","Cirsium","","palustre","","","(L.) Coss. ex Scop.","gcc-14233","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HOLCUS LANATUS","HOLCUS","","lanatus",NA,NA,"","","kew-419046",TRUE,"1.1","Accepted","Poaceae","Holcus","","lanatus","","","L.","kew-419046","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPERICUM TETRAPTERUM","HYPERICUM","","tetrapterum",NA,NA,"","","kew-2859045",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","tetrapterum","","","Fr.","kew-2859045","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LYSIMACHIA TENELLA","LYSIMACHIA","","tenella",NA,NA,"","","kew-2492256",TRUE,"1.1","Synonym","Primulaceae","Anagallis","","tenella","","","(L.) L.","kew-2636145","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM REPENS","TRIFOLIUM","","repens",NA,NA,"","","ild-8135",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","repens","","","L.","ild-8135","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CALTHA PALUSTRIS","CALTHA","","palustris",NA,NA,"","","kew-2693856",TRUE,"1.1","Accepted","Ranunculaceae","Caltha","","palustris","","","L.","kew-2693856","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GALIUM PALUSTRE","GALIUM","","palustre",NA,NA,"","","kew-87072",TRUE,"1.1","Accepted","Rubiaceae","Galium","","palustre","","","L.","kew-87072","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LUZULA CAMPESTRIS","LUZULA","","campestris",NA,NA,"","","kew-316212",TRUE,"1.1","Accepted","Juncaceae","Luzula","","campestris","","","(L.) DC.","kew-316212","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARRHENATHERUM ELATIUS","ARRHENATHERUM","","elatius",NA,NA,"","","kew-395388",TRUE,"1.1","Accepted","Poaceae","Arrhenatherum","","elatius","","","(L.) P.Beauv. ex J.Presl & C.Presl.","kew-395388","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SONCHUS ARVENSIS","SONCHUS","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA MIXTA","POTENTILLA","","mixta",NA,NA,"","","rjp-31200",TRUE,"1.1","Unresolved","Rosaceae","Potentilla","","mixta","","","Rochel","rjp-31200","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"ANDROSACE SEPTENTRIONALIS","ANDROSACE","","septentrionalis",NA,NA,"","","kew-2637777",TRUE,"1.1","Accepted","Primulaceae","Androsace","","septentrionalis","","","L.","kew-2637777","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARTEMISIA FRIGIDA","ARTEMISIA","","frigida",NA,NA,"","","gcc-75493",TRUE,"1.1","Accepted","Compositae","Artemisia","","frigida","","","Willd.","gcc-75493","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS PUMPELLIANUS","BROMUS","","pumpellianus",NA,NA,"","","kew-401704",TRUE,"1.1","Accepted","Poaceae","Bromus","","pumpellianus","","","Scribn.","kew-401704","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CALAMAGROSTIS PURPURASCENS","CALAMAGROSTIS","","purpurascens",NA,NA,"","","kew-403249",TRUE,"1.1","Accepted","Poaceae","Calamagrostis","","purpurascens","","","R.Br.","kew-403249","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX OBTUSATA","CAREX","","obtusata",NA,NA,"","","kew-229171",TRUE,"1.1","Accepted","Cyperaceae","Carex","","obtusata","","","Lilj.","kew-229171","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ELYMUS TRACHYCAULUS","ELYMUS","","trachycaulus",NA,NA,"","","kew-411630",TRUE,"1.1","Accepted","Poaceae","Elymus","","trachycaulus","","","(Link) Gould ex Shinners","kew-411630","Accepted",FALSE,FALSE,FALSE,2024-07-10
"OXYTROPIS SPLENDENS","OXYTROPIS","","splendens",NA,NA,"","","ild-14650",TRUE,"1.1","Accepted","Leguminosae","Oxytropis","","splendens","","","Douglas","ild-14650","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PENSTEMON PROCERUS","PENSTEMON","","procerus",NA,NA,"","","tro-29200184",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","procerus","","","Douglas ex Graham","tro-29200184","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA GLAUCA","POA","","glauca",NA,NA,"","","kew-435996",TRUE,"1.1","Accepted","Poaceae","Poa","","glauca","","","Vahl","kew-435996","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA ARENOSA","POTENTILLA","","arenosa",NA,NA,"","","rjp-3668",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","arenosa","","","(Turcz.) Juz.","rjp-3668","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PULSATILLA NUTTALLIANA","PULSATILLA","","nuttalliana",NA,NA,"","","kew-2544551",TRUE,"1.1","Unresolved","Ranunculaceae","Pulsatilla","","nuttalliana","","","(DC.) Spreng.","kew-2544551","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"SOLIDAGO SIMPLEX","SOLIDAGO","","simplex",NA,NA,"","","gcc-88799",TRUE,"1.1","Accepted","Compositae","Solidago","","simplex","","","Kunth","gcc-88799","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BOECHERA RETROFRACTA","BOECHERA","","retrofracta",NA,NA,"","","kew-2678077",TRUE,"1.1","Accepted","Brassicaceae","Boechera","","retrofracta","","","(Graham) Á.Löve & D.Löve","kew-2678077","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DRYMOCALLIS ARGUTA","DRYMOCALLIS","","arguta",NA,NA,"","","rjp-3844",TRUE,"1.1","Synonym","Rosaceae","Potentilla","","arguta","","","Pursh","rjp-3745","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PENSTEMON GORMANII","PENSTEMON","","gormanii",NA,NA,"","","kew-2550852",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","gormanii","","","Greene","kew-2550852","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ROSA ACICULARIS","ROSA","","acicularis",NA,NA,"","","rjp-56",TRUE,"1.1","Accepted","Rosaceae","Rosa","","acicularis","","","Lindl.","rjp-56","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRAGALUS AUSTRALIS","ASTRAGALUS","","australis",NA,NA,"","","ild-8605",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","australis","","","(L.) Lam.","ild-8605","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX CONCINNA","CAREX","","concinna",NA,NA,"","","kew-225632",TRUE,"1.1","Accepted","Cyperaceae","Carex","","concinna","","","R.Br.","kew-225632","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ACHILLEA MILLEFOLIUM","ACHILLEA","","millefolium",NA,NA,"","","gcc-140712",TRUE,"1.1","Accepted","Compositae","Achillea","","millefolium","","","L.","gcc-140712","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANTICLEA ELEGANS","ANTICLEA","","elegans",NA,NA,"","","kew-299838",TRUE,"1.1","Accepted","Melanthiaceae","Anticlea","","elegans","","","(Pursh) Rydb.","kew-299838","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BUPLEURUM AMERICANUM","BUPLEURUM","","americanum",NA,NA,"","","kew-2686372",TRUE,"1.1","Accepted","Apiaceae","Bupleurum","","americanum","","","J.M.Coult. & Rose","kew-2686372","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CNIDIUM CNIDIIFOLIUM","CNIDIUM","","cnidiifolium",NA,NA,"","","kew-2728947",TRUE,"1.1","Accepted","Apiaceae","Cnidium","","cnidiifolium","","","(Turcz.) Schischk.","kew-2728947","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EREMOGONE CAPILLARIS","EREMOGONE","","capillaris",NA,NA,"","","kew-2792056",TRUE,"1.1","Accepted","Caryophyllaceae","Eremogone","","capillaris","","","(Poir.) Fenzl","kew-2792056","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FESTUCA BRACHYPHYLLA","FESTUCA","","brachyphylla",NA,NA,"","","kew-414636",TRUE,"1.1","Accepted","Poaceae","Festuca","","brachyphylla","","","Schult. & Schult.f.","kew-414636","Accepted",FALSE,FALSE,FALSE,2024-07-10
"KOELERIA ASIATICA","KOELERIA","","asiatica",NA,NA,"","","kew-421200",TRUE,"1.1","Accepted","Poaceae","Koeleria","","asiatica","","","Domin","kew-421200","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STELLARIA LONGIPES","STELLARIA","","longipes",NA,NA,"","","kew-2481957",TRUE,"1.1","Accepted","Caryophyllaceae","Stellaria","","longipes","","","Goldie","kew-2481957","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA SP. (aish.ca)","POA","","sp.",NA,NA,"","(aish.ca)","",FALSE,"1.1","","","POA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SAXIFRAGA TRICUSPIDATA","SAXIFRAGA","","tricuspidata",NA,NA,"","","tro-29100641",TRUE,"1.1","Accepted","Saxifragaceae","Saxifraga","","tricuspidata","","","Rottb.","tro-29100641","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CHAMAERHODOS ERECTA","CHAMAERHODOS","","erecta",NA,NA,"","","rjp-3451",TRUE,"1.1","Accepted","Rosaceae","Chamaerhodos","","erecta","","","(L.) Bunge","rjp-3451","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINUM LEWISII","LINUM","","lewisii",NA,NA,"","","tro-18700040",TRUE,"1.1","Accepted","Linaceae","Linum","","lewisii","","","Pursh","tro-18700040","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PHLOX HOODII","PHLOX","","hoodii",NA,NA,"","","tro-25800010",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","hoodii","","","Richardson","tro-25800010","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PLANTAGO CANESCENS","PLANTAGO","","canescens",NA,NA,"","","kew-2571514",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","canescens","","","Adams","kew-2571514","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS HORDEACEUS","BROMUS","","hordeaceus",NA,NA,"","","kew-401143",TRUE,"1.1","Accepted","Poaceae","Bromus","","hordeaceus","","","L.","kew-401143","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CARDAMINE OLIGOSPERMA","CARDAMINE","","oligosperma",NA,NA,"","","kew-2700181",TRUE,"1.1","Accepted","Brassicaceae","Cardamine","","oligosperma","","","Nutt.","kew-2700181","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM ARVENSE","CIRSIUM","","arvense",NA,NA,"","","gcc-106632",TRUE,"1.1","Accepted","Compositae","Cirsium","","arvense","","","(L.) Scop.","gcc-106632","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CLAYTONIA PERFOLIATA","CLAYTONIA","","perfoliata",NA,NA,"","","kew-2725205",TRUE,"1.1","Accepted","Montiaceae","Claytonia","","perfoliata","","","Donn ex Willd.","kew-2725205","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ELYMUS REPENS","ELYMUS","","repens",NA,NA,"","","kew-411505",TRUE,"1.1","Accepted","Poaceae","Elymus","","repens","","","(L.) Gould","kew-411505","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA PRATENSIS","POA","","pratensis",NA,NA,"","","kew-436906",TRUE,"1.1","Accepted","Poaceae","Poa","","pratensis","","","L.","kew-436906","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RUMEX ACETOSELLA","RUMEX","","acetosella",NA,NA,"","","kew-2424185",TRUE,"1.1","Accepted","Polygonaceae","Rumex","","acetosella","","","L.","kew-2424185","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VERONICA ARVENSIS","VERONICA","","arvensis",NA,NA,"","","kew-2454017",TRUE,"1.1","Accepted","Plantaginaceae","Veronica","","arvensis","","","L.","kew-2454017","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VICIA HIRSUTA","VICIA","","hirsuta",NA,NA,"","","ild-7815",TRUE,"1.1","Accepted","Leguminosae","Vicia","","hirsuta","","","(L.) Gray","ild-7815","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VICIA SATIVA","VICIA","","sativa",NA,NA,"","","ild-7851",TRUE,"1.1","Accepted","Leguminosae","Vicia","","sativa","","","L.","ild-7851","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS DIANDRUS","BROMUS","","diandrus",NA,NA,"","","kew-400915",TRUE,"1.1","Accepted","Poaceae","Bromus","","diandrus","","","Roth","kew-400915","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CERASTIUM GLOMERATUM","CERASTIUM","","glomeratum",NA,NA,"","","kew-2710370",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","glomeratum","","","Thuill.","kew-2710370","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FESTUCA PRATENSIS","FESTUCA","","pratensis",NA,NA,"","","kew-416331",TRUE,"1.1","Accepted","Poaceae","Festuca","","pratensis","","","Huds.","kew-416331","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MYOSOTIS DISCOLOR","MYOSOTIS","","discolor",NA,NA,"","","kew-2357600",TRUE,"1.1","Accepted","Boraginaceae","Myosotis","","discolor","","","Pers.","kew-2357600","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA COMPRESSA","POA","","compressa",NA,NA,"","","kew-435622",TRUE,"1.1","Accepted","Poaceae","Poa","","compressa","","","L.","kew-435622","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GALIUM APARINE","GALIUM","","aparine",NA,NA,"","","kew-85676",TRUE,"1.1","Accepted","Rubiaceae","Galium","","aparine","","","L.","kew-85676","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPOCHAERIS GLABRA","HYPOCHAERIS","","glabra",NA,NA,"","","gcc-105693",TRUE,"1.1","Accepted","Compositae","Hypochaeris","","glabra","","","L.","gcc-105693","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPOCHAERIS RADICATA","HYPOCHAERIS","","radicata",NA,NA,"","","gcc-31523",TRUE,"1.1","Unresolved","Compositae","Hypochaeris","","radicata","","","L.","gcc-31523","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"RUBUS URSINUS","RUBUS","","ursinus",NA,NA,"","","rjp-4270",TRUE,"1.1","Accepted","Rosaceae","Rubus","","ursinus","","","Cham. & Schltdl.","rjp-4270","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TARAXACUM CAMPYLODES","TARAXACUM","","campylodes",NA,NA,"","","gcc-49669",TRUE,"1.1","Accepted","Compositae","Taraxacum","","campylodes","","","G.E.Haglund","gcc-49669","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS SITCHENSIS","BROMUS","","sitchensis",NA,NA,"","","kew-401951",TRUE,"1.1","Accepted","Poaceae","Bromus","","sitchensis","","","Trin.","kew-401951","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PTERIDIUM AQUILINUM","PTERIDIUM","","aquilinum",NA,NA,"","","tro-26600295",TRUE,"1.1","Accepted","Dennstaedtiaceae","Pteridium","","aquilinum","","","(L.) Kuhn","tro-26600295","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GERANIUM MOLLE","GERANIUM","","molle",NA,NA,"","","kew-2823621",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","molle","","","L.","kew-2823621","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIPHYSARIA PUSILLA","TRIPHYSARIA","","pusilla",NA,NA,"","","tro-29206079",TRUE,"1.1","Accepted","Orobanchaceae","Triphysaria","","pusilla","","","(Benth.) T.I. Chuang & Heckard","tro-29206079","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM VULGARE","CIRSIUM","","vulgare",NA,NA,"","","gcc-38246",TRUE,"1.1","Accepted","Compositae","Cirsium","","vulgare","","","(Savi) Ten.","gcc-38246","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AGROSTIS BREVICULMIS","AGROSTIS","","breviculmis",NA,NA,"","","kew-389306",TRUE,"1.1","Accepted","Poaceae","Agrostis","","breviculmis","","","Hitchc.","kew-389306","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AZORELLA ARETIOIDES","AZORELLA","","aretioides",NA,NA,"","","kew-2667394",TRUE,"1.1","Accepted","Apiaceae","Azorella","","aretioides","","","(Kunth) Willd. ex DC.","kew-2667394","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AZORELLA PEDUNCULATA","AZORELLA","","pedunculata",NA,NA,"","","kew-2667486",TRUE,"1.1","Accepted","Apiaceae","Azorella","","pedunculata","","","(Spreng.) Mathias & Constance","kew-2667486","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BRYOPHYTE SP.","","","sp.",NA,NA,"","","",FALSE,"1.1","","","BRYOPHYTE","","sp.",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"CALAMAGROSTIS INTERMEDIA","CALAMAGROSTIS","","intermedia",NA,NA,"","","kew-402836",TRUE,"1.1","Accepted","Poaceae","Calamagrostis","","intermedia","","","(J.Presl) Steud.","kew-402836","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CERASTIUM IMBRICATUM","CERASTIUM","","imbricatum",NA,NA,"","","kew-2710448",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","imbricatum","","","Kunth","kew-2710448","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FESTUCA CHIMBORAZENSIS","FESTUCA","","chimborazensis",NA,NA,"","","kew-414769",TRUE,"1.1","Accepted","Poaceae","Festuca","","chimborazensis","","","E.B.Alexeev","kew-414769","Accepted",FALSE,FALSE,FALSE,2024-07-10
