OID_,site_code,site_proj_comm,Latitude,Longitude,MAP,MAT,GDiv,ANPP,HumanDisturbance,N_Deposition
42,DL,DL_NSFC_0,42.033333300000002,116.283333299999995,391,1.6,,173.836571399999997,15.4433374,1901.710449
43,DL,DL_GCME_0,42.033333300000002,116.283333299999995,391,1.6,63.963740350000002,205.300000000000011,15.4433374,1901.710449
44,DL,DL_Precip_0,42.033333300000002,116.283333299999995,391,1.6,48.723530089999997,205.300000000000011,15.4433374,1901.710449
45,EGN,EGN_Nmow_0,50.248075720000003,119.418817899999993,374,-1.7,53.381752069999997,198.500000000000000,1.9341699,648.9813232
46,Finse,Finse_WarmNut_0,60.000000000000000,7.000000000000000,1835,-1.1,104.172659199999998,95.000000000000000,3.2054586,557.8624878
47,Glen,Glen_Fert_0,56.816667000000002,-3.433333,1002,5.8,73.612984710000006,,4.2994709,692.541626
48,GVN,GVN_FACE_0,52.483333299999998,4.783333000000000,794,9.2,30.850000000000001,,40.2376938,1476.593506
49,Hayoka,Hayoka_WarmNit_0,69.659999999999997,18.780000000000001,892,2.3,10.000000000000000,376.000000000000000,26.580721,160.613739
50,HAYS,HAYS_Precip_0,38.866667000000000,-99.383333,581,11.7,60.814930560000001,331.000000000000000,14.9837971,780.62323
51,HYS,HYS_EDGE_0,39.087310000000002,-99.138703,599,11.7,113.703172300000006,246.000000000000000,9.5366306,780.62323
52,IMGERS,IMGERS_Yu_0,43.433333300000001,116.066666699999999,331,0.2,28.067569440000000,147.040416700000009,6.538836,694.2258301
53,IMGERS,IMGERS_NDE_0,43.433333300000001,116.066666699999999,331,0.2,30.715034719999998,213.946666700000009,6.538836,694.2258301
54,JRN,JRN_study 119_Playa,32.530000000000001,-106.7235,253,15,50.606793979999999,199.000000000000000,11.5964527,299.6559143
55,JRN,JRN_study 119_Peidmont,32.530000000000001,-106.7235,253,15,113.023388400000002,79.000000000000000,11.5964527,299.6559143
56,JRN,JRN_study 119_BasinSlopes,32.530000000000001,-106.7235,253,15,104.867124899999993,113.000000000000000,11.5964527,299.6559143
57,JRN,JRN_study 119_BajadaShrubland,32.530000000000001,-106.7235,253,15,86.605465019999997,104.000000000000000,11.5964527,299.6559143
58,JRN,JRN_study278_0,32.530000000000001,-106.7235,253,15,24.822418979999998,173.000000000000000,11.5964527,299.6559143
59,JSP,JSP_GCE_0,37.403933960000003,-122.2444597,624,13.7,47.918251789999999,400.000000000000000,25.6208572,354.2384033
60,KAEFS,KAEFS_WAPAClip_0,34.983300000000000,-97.51666,907,16.2,58.050494739999998,402.546875000000000,13.2843018,643.0072021
61,KBS,KBS_T7_0,42.399999999999999,-85.3666,907,8.8,116.159829299999998,438.085673600000007,18.4673939,977.4589844
62,KLU,KLU_KGFert_0,61.070277800000000,-138.3836111,375,-2.8,21.149189809999999,139.075482700000009,8.0019283,48.3042488
63,KLU,KLU_BFFert_0,61.070277800000000,-138.3836111,375,-2.8,38.254837960000003,145.000000000000000,8.0019283,48.3042488
64,KNP,KNP_GFP_0,-24.3977778,31.777777799999999,568,22.3,48.376927960000003,566.631250000000023,8.9871578,490.6393127
65,KNZ,KNZ_RPHs_0,39.083329999999997,-96.5833,875,11.9,63.613604160000001,627.267500000000041,4.9686346,933.4368896
66,KNZ,KNZ_GFP_20B,39.083329999999997,-96.5833,875,11.9,56.219258910000001,490.271428599999979,4.9686346,933.4368896
67,KNZ,KNZ_change_0,39.083329999999997,-96.5833,875,11.9,57.366317520000003,556.091666700000019,4.9686346,933.4368896
68,KNZ,KNZ_BGP_0,39.083329999999997,-96.5833,875,11.9,145.851301100000001,424.117447900000002,4.9686346,933.4368896
69,KNZ,KNZ_RaMPs_0,39.083329999999997,-96.5833,875,11.9,83.854900040000004,772.962424199999987,4.9686346,933.4368896
70,KNZ,KNZ_GFP_4F,39.083329999999997,-96.5833,875,11.9,58.085753029999999,367.500000000000000,4.9686346,933.4368896
71,KNZ,KNZ_IRG_u,39.083329999999997,-96.5833,875,11.9,66.817708510000003,490.999137399999995,4.9686346,933.4368896
72,KNZ,KNZ_IRG_l,39.083329999999997,-96.5833,875,11.9,63.549004629999999,498.270719299999996,4.9686346,933.4368896
73,KNZ,KNZ_GFP_K1B,39.083329999999997,-96.5833,875,11.9,49.606309269999997,468.585714300000006,4.9686346,933.4368896
74,KNZ,KNZ_EDGE_0,39.083329999999997,-96.5833,875,11.9,83.335041020000006,413.000000000000000,4.9686346,933.4368896
75,KNZ,KNZ_pplots_0,39.083329999999997,-96.5833,875,11.9,86.579560360000002,491.141176499999972,4.9686346,933.4368896
76,KUFS,KUFS_E2_0,39.049999999999997,-95.2,973,12.6,96.097464939999995,130.244000000000000,14.6193943,933.4368896
77,KUFS,KUFS_E6_2,39.049999999999997,-95.2,973,12.6,120.385261900000003,315.593777799999998,14.6193943,933.4368896
78,KUFS,KUFS_E6_1,39.049999999999997,-95.2,973,12.6,126.127249899999995,268.433333300000015,14.6193943,933.4368896
79,LATNJA,LATNJA_CLIP_Heath,68.359990670000002,18.495871609999998,617,-2.9,46.508344909999998,476.000000000000000,0.3430841,160.613739
80,LATNJA,LATNJA_CLIP_Meadow,68.359990670000002,18.495871609999998,617,-2.9,82.139252029999994,383.000000000000000,0.3430841,160.613739
81,LEFT,LEFT_PME_0,40.116666700000003,-105.3,421,7.6,33.495410880000001,200.006666700000011,17.3513546,469.1299133
82,LG,LG_HerbWood_0,-37.295833,143.080555599999997,655,12.9,82.596947659999998,15.000000000000000,10.5878601,238.2455902
83,maerc,maerc_fireplots_0,27.154592000000001,-81.197218,1203,22.5,34.994045139999997,860.330522100000053,2.0446289,227.4994202
84,Manitoba,Manitoba_CCD_0,50.658375999999997,-99.973263,512,0.6,46.013067130000003,282.000000000000000,23.3485737,553.489502
85,MNR,MNR_watfer_0,38.887668669999996,-122.4208206,922,12.9,60.774247520000003,25.376464649999999,11.3493299,222.7404327
86,Naiman,Naiman_Nprecip_0,43.916846820000004,120.699989299999999,384,6.6,27.621261570000001,128.514666699999992,16.2049751,1131.149902
87,NANT,NANT_wet_Broad_BRC_S,38.549999999999997,-75.73333,1109,13.3,34.137430559999999,22.935099999999998,14.0358629,845.0755005
88,NANT,NANT_wet_Nant_TNC_M,38.549999999999997,-75.73333,1109,13.3,41.025462959999999,255.525333300000000,14.0358629,845.0755005
89,NANT,NANT_wet_Nant-Mrsh_TNC_S,38.549999999999997,-75.73333,1109,13.3,72.885576950000001,83.400000000000006,14.0358629,845.0755005
90,NANT,NANT_wet_Nant-Mrsh_BSA_S,38.549999999999997,-75.73333,1109,13.3,62.597185570000001,37.333333330000002,14.0358629,845.0755005
91,NANT,NANT_wet_Broad_BRC_M,38.549999999999997,-75.73333,1109,13.3,30.787766200000000,165.933333299999987,14.0358629,845.0755005
92,NANT,NANT_wet_Marshy_BSA_M,38.549999999999997,-75.73333,1109,13.3,30.035995369999998,282.600000000000023,14.0358629,845.0755005
93,NGBER,NGBER_gb_0,43.483300000000000,-119.7166,285,6.8,18.000000000000000,325.812500000000000,11.824934,216.0787811
94,NIN,NIN_HerbDiv_0,37.530000000000001,-97.67,757,13.8,84.219520660000001,721.000000000000000,17.5354233,643.0072021
95,NWT,NWT_ATWE_0,40.049999999999997,-105.5833,725,-0.7,20.000000000000000,157.869501700000001,4.6100521,469.1299133
96,NWT,NWT_snow_0,40.049999999999997,-105.5833,725,-0.7,35.452164349999997,264.628472199999976,4.6100521,469.1299133
97,NWT,NWT_bowman_WetBowman,40.049999999999997,-105.5833,725,-0.7,53.098618829999999,264.721875000000011,4.6100521,469.1299133
98,NWT,NWT_bowman_DryBowman,40.049999999999997,-105.5833,725,-0.7,66.117968750000003,151.684374999999989,4.6100521,469.1299133
99,NWT,NWT_246Nfert_0,40.049999999999997,-105.5833,725,-0.7,57.213190590000004,125.849999999999994,4.6100521,469.1299133
100,ORNL,ORNL_FACE_0,35.899999999999999,-84.333,1363,13.9,67.639684320000001,169.031250000000000,20.1102867,745.309021
101,PIE,PIE_TIDE_0,42.750000000000000,-70.8666667,1155,9.1,8.000000000000000,1001.888888999999949,25.1941929,522.0855103
102,Rengen,Rengen_Nut_0,50.216667000000001,6.850000000000000,841,7.6,84.065972220000006,250.000000000000000,24.0824394,1476.593506
103,RIO,RIO_interaction_0,-45.6833333,-70.266666,192,9.5,9.797777778000000,57.268666670000002,30.2035313,71.6097488
104,Saskatchewan,Saskatchewan_CCD_0,49.341211999999999,-104.655322,353,3.7,40.784774310000003,132.000000000000000,15.9171257,465.4897766
105,SCL,SCL_TER_0,-35.8833,-61.0833,980,15.4,127.400687099999999,675.509999999999991,2.9886568,456.0420227
106,SCL,SCL_Lucero_0,-35.8833,-61.0833,980,15.4,93.258488670000006,903.700000000000045,2.9886568,456.0420227
107,SERC,SERC_TMECE_SP,38.874200999999999,-76.549482,1068,13.2,6.570486111000000,777.750000000000000,17.3590374,845.0755005
108,SERC,SERC_TMECE_MX,38.874200999999999,-76.549482,1068,13.2,5.125972222000000,766.440000000000055,17.3590374,845.0755005
109,SERC,SERC_TMECE_SC,38.874200999999999,-76.549482,1068,13.2,7.221203704000000,843.029999999999973,17.3590374,845.0755005
110,SERC,SERC_CXN_0,38.874200999999999,-76.549482,1068,13.2,3.000000000000000,666.393990700000018,17.3590374,845.0755005
111,SEV,SEV_EDGE_blue_gramma,34.399999999999999,-106.6666667,245,12.7,79.669199469999995,98.000000000000000,9.8904037,399.7457886
112,SEV,SEV_EDGE_black_gramma,34.399999999999999,-106.6666667,245,12.7,67.120906640000001,66.000000000000000,9.8904037,399.7457886
113,SEV,SEV_Nfert_0,34.399999999999999,-106.6666667,245,12.7,72.704142820000001,69.865544439999994,9.8904037,399.7457886
114,SEV,SEV_WENNDEx_0,34.399999999999999,-106.6666667,245,12.7,60.239826389999998,89.134833330000006,9.8904037,399.7457886
115,SFREC,SFREC_GrazePrecip_G4,39.250000000000000,-121.283,1010,15.2,27.296296300000002,323.000000000000000,13.1164494,222.7404327
116,SFREC,SFREC_GrazePrecip_G2,39.250000000000000,-121.283,1010,15.2,47.819444439999998,323.000000000000000,13.1164494,222.7404327
117,SGS,SGS_EDGE_0,40.822515000000003,-104.565975,365,8.3,66.517242039999999,94.000000000000000,10.3346319,469.1299133
118,SGS,SGS_Drought_0,40.822515000000003,-104.565975,365,8.3,47.943800150000001,90.000000000000000,10.3346319,469.1299133
119,SGS,SGS_change_0,40.822515000000003,-104.565975,365,8.3,63.401405199999999,110.325000000000003,10.3346319,469.1299133
120,SGS,SGS_Irg_0,40.822515000000003,-104.565975,365,8.3,42.760034720000000,90.000000000000000,10.3346319,469.1299133
121,SIU,SIU_TON_0,37.616667000000000,-89.15,1177,13,116.054347800000002,427.711250000000007,9.8875284,745.6395264
122,SKY,SKY_UK_0,38.166666700000000,-84.81667,1143,12.5,26.101736110000001,253.111199999999997,40.8530464,977.4589844
123,SR,SR_Nitrogen_P,34.696744000000002,-120.040803,505,15,36.870821759999998,192.710300300000000,10.7349033,354.2384033
124,SR,SR_Nitrogen_A,34.696744000000002,-120.040803,505,15,39.086446760000001,284.990039400000001,10.7349033,354.2384033
125,SR,SR_Water_A,34.696744000000002,-120.040803,505,15,36.361157409999997,306.385827300000017,10.7349033,354.2384033
126,SR,SR_Water_P,34.696744000000002,-120.040803,505,15,38.479861110000002,254.457203999999990,10.7349033,354.2384033
127,SVA,SVA_GANE_0,78.933333300000001,11.833330000000000,381,-5.4,23.513472220000001,1.500000000000000,8.015422,73.1705704
128,TAS,TAS_FACE_0,-42.7,147.266666700000002,557,12.1,73.524594910000005,285.000000000000000,35.5152588,56.7514267
129,TRA,TRA_Lovegrass_0,-27.7357,151.139999999999986,682,18.4,40.255088729999997,750.000000000000000,3.8923032,255.264267
130,VCR,VCR_NutNet_0,37.421270389999997,-75.68842303,1048,14.5,39.664826390000002,285.913333299999977,0.2667094,551.520874
131,YMN,YMN_NitAdd_0,36.250000000000000,106.409999999999997,451,6.2,48.814524409999997,196.481666700000005,10.2705278,1834.01355
132,Argentina_ElPalmar,NA,-31.87,-58.29,1338,18.3,90.000000000000000,720.000000000000000,11.9039783,533.2081909
133,Argentina_Glencoe,NA,-32.01,-57.17,1495,18.1,94.000000000000000,650.000000000000000,5.3155875,326.5032349
134,Argentina_ML,NA,-45.6,-71.44,365,6.3,35.000000000000000,,6.7194166,71.6097488
135,Argentina_Quebrada,NA,-32.91,-54.45,1341,16.6,92.000000000000000,585.000000000000000,9.9924603,326.5032349
136,Argentina_Relincho,NA,-34.34,-56.98,1155,16.9,91.000000000000000,655.000000000000000,6.3698397,326.5032349
137,Argentina_RMcI84,NA,-45.38,-70.25,199,9.2,31.000000000000000,,7.2591062,71.6097488
138,Argentina_S1,NA,-41.11,-70.91,472,7,25.000000000000000,,18.1813545,114.403801
139,Argentina_S10,NA,-41.08,-71.03,530,7.9,15.000000000000000,,11.2705526,114.403801
140,Argentina_S11,NA,-41.08,-71.02,530,7.9,18.000000000000000,,4.3819437,114.403801
141,Argentina_S12,NA,-41.11,-70.63,297,7.7,9.000000000000000,,4.1701899,114.403801
142,Argentina_S13,NA,-41.11,-70.62,297,7.4,11.000000000000000,,3.9309921,114.403801
143,Argentina_S14,NA,-41.12,-70.6,297,7.4,11.000000000000000,,3.8126574,114.403801
144,Argentina_S15,NA,-41.12,-70.59,297,7.4,17.000000000000000,,11.7591143,114.403801
145,Argentina_S16,NA,-41.13,-70.58,297,7.5,14.000000000000000,,3.7921331,114.403801
146,Argentina_S17,NA,-41.14,-70.58,297,7.5,16.000000000000000,,11.7196608,114.403801
147,Argentina_S18,NA,-45.41,-70.3,199,9,18.000000000000000,,7.6166925,71.6097488
148,Argentina_S19,NA,-45.39,-70.25,199,9.2,19.000000000000000,,4.855525,71.6097488
149,Argentina_S2,NA,-41.13,-70.89,472,7.4,20.000000000000000,,14.3848047,114.403801
150,Argentina_S20,NA,-45.38,-70.25,199,9.2,15.000000000000000,,7.2591062,71.6097488
151,Argentina_S21,NA,-45.61,-71.42,365,6.3,25.000000000000000,,4.3870149,71.6097488
152,Argentina_S22,NA,-45.58,-71.4,365,6.7,21.000000000000000,,10.8925486,71.6097488
153,Argentina_S3,NA,-41.13,-70.9,472,7.4,18.000000000000000,,14.3848047,114.403801
154,Argentina_S4,NA,-41.11,-71.08,530,7.7,18.000000000000000,,19.2529602,114.403801
155,Argentina_S5,NA,-41.11,-71.08,530,7.7,22.000000000000000,,19.2529602,114.403801
156,Argentina_S6,NA,-41.11,-71.09,530,7.9,17.000000000000000,,5.5349588,114.403801
157,Argentina_S7,NA,-41.11,-71.07,530,7.7,20.000000000000000,,10.7519131,114.403801
158,Argentina_S8,NA,-41.1,-71.04,530,8,13.000000000000000,,9.0280418,114.403801
159,Argentina_S9,NA,-41.1,-71.05,530,7.7,17.000000000000000,,16.8963718,114.403801
160,Argentina_Sierra,NA,-38.05,-61.98,800,12.6,61.000000000000000,500.000000000000000,16.6507816,186.8372498
161,Argentina_SUL,NA,-33.88,-55.56,1341,16.7,59.000000000000000,707.000000000000000,12.8020821,326.5032349
162,AUS_Ag_Biod,NA,-34.09,142.500000000000000,246,17,58.000000000000000,,13.489337,132.2594299
163,AUS_Arumpo,NA,-33.94,143.039999999999992,245,17.3,30.000000000000000,,11.4557295,218.6474762
164,AUS_Berry,NA,-32.88,148.069999999999993,605,17.4,79.000000000000000,,14.1273899,291.1624756
165,AUS_Birregurra,NA,-38.27,146.689999999999998,730,12.7,23.000000000000000,712.000000000000000,10.154952,238.2455902
166,AUS_Buronga,NA,-34.16,142.199999999999989,260,17.1,35.000000000000000,,20.2203617,132.2594299
167,AUS_Craigieburn,NA,-37.58,144.930000000000007,665,13.8,29.000000000000000,349.600000000000023,39.3701744,238.2455902
168,AUS_CYP,NA,-34.97,146.479999999999990,432,16.3,54.000000000000000,72.500000000000000,10.2938433,218.6474762
169,AUS_Darlington,NA,-37.88,143.020000000000010,620,13.2,29.000000000000000,500.000000000000000,10.3143568,238.2455902
170,AUS_FowlersGap,NA,-31.07,141.719999999999999,223,18.8,53.000000000000000,,4.5700755,101.3603973
171,AUS_Grampians,NA,-37.05,142.370000000000005,629,13.6,35.000000000000000,43.600000000000001,2.8614979,110.819603
172,AUS_Hamilton,NA,-37.84,142.080000000000013,686,13,22.000000000000000,242.000000000000000,17.0199051,110.819603
173,AUS_Hattah,NA,-34.7,142.300000000000011,293,16.7,26.000000000000000,171.199999999999989,2.976954,132.2594299
174,AUS_Inverleigh,NA,-38.08,144.050000000000011,523,13.8,18.000000000000000,305.800000000000011,11.2627525,238.2455902
175,AUS_Kimberley,NA,-32.5,145.610000000000014,245,17.7,78.000000000000000,,4.2079496,218.6474762
176,AUS_Kinypanial,NA,-36.32,143.800000000000011,409,15.3,34.000000000000000,207.699999999999989,15.3402567,218.6474762
177,AUS_Liawenee_cattle,NA,-42,146.669999999999987,1050,6.1,81.000000000000000,,5.0929089,238.2455902
178,AUS_Liawenee_natives,NA,-42,146.669999999999987,1050,6.1,78.000000000000000,,5.0929089,238.2455902
179,AUS_Mallee,NA,-34.17,142.460000000000008,240,17,15.000000000000000,72.500000000000000,6.0680771,132.2594299
180,AUS_Murray,NA,-34.27,141.819999999999993,272,17,12.000000000000000,172.300000000000011,11.7611151,132.2594299
181,AUS_OBriens,NA,-36.22,144.419999999999987,381,15.4,26.000000000000000,406.600000000000023,15.0967417,218.6474762
182,AUS_Paradise,NA,-34.79,144.780000000000001,400,16.9,24.000000000000000,,18.71978,218.6474762
183,AUS_Pinegrove,NA,-36.22,144.419999999999987,381,15.4,22.000000000000000,161.900000000000006,15.0967417,218.6474762
184,AUS_Savernake,NA,-35.79,145.949999999999989,475,15.8,67.000000000000000,,15.8316002,218.6474762
185,AUS_Wapweelah,NA,-29.26,145.460000000000008,312,20.3,31.000000000000000,,4.565588,133.5111542
186,AUS_Warrambeen,NA,-37.92,143.870000000000005,587,13.3,30.000000000000000,943.899999999999977,14.1920137,238.2455902
187,AUS_Werrai,NA,-35.35,144.580000000000013,375,16.4,21.000000000000000,54.399999999999999,4.1388521,218.6474762
188,AUS_WilsonsPromontory,NA,-38.88,146.229999999999990,960,13.6,23.000000000000000,940.799999999999955,5.2133589,238.2455902
189,AUS_Yathong_large,NA,-32.56,145.569999999999993,340,17.7,34.000000000000000,,8.0139294,218.6474762
190,AUS_Yathong_small,NA,-32.52,145.590000000000003,340,17.7,77.000000000000000,,15.0454121,218.6474762
191,Buckhorn,NA,38.850000000000001,-109.16,272,10.9,29.000000000000000,,11.6067238,297.7605896
192,California_RanchoMarino,NA,35.539999999999999,-121.09,733,NA,42.000000000000000,422.000000000000000,17.374882,354.2384033
193,California_Sedgwick,NA,34.680000000000000,-120.03,565,15,37.000000000000000,287.000000000000000,10.0637932,354.2384033
194,California_Sedgwick_Airstrip,NA,34.689999999999998,-120.04,401,15,30.000000000000000,271.000000000000000,10.7643118,354.2384033
195,California_Sedgwick_Lisque,NA,34.689999999999998,-120.04,401,15,56.000000000000000,271.000000000000000,10.7643118,354.2384033
196,California_Sedgwick_Mesa,NA,34.689999999999998,-120.04,401,15,54.000000000000000,271.000000000000000,10.7643118,354.2384033
197,Canada_Currie,NA,50.729999999999997,-120.52,304,8.3,12.000000000000000,155.400000000000006,30.0856647,247.0965118
198,Canada_Dewdrop.1,NA,50.759999999999998,-120.65,353,6.1,9.000000000000000,83.599999999999994,13.7761745,247.0965118
199,Canada_Dewdrop.2,NA,50.750000000000000,-120.63,320,8.5,13.000000000000000,163.599999999999994,22.0355816,247.0965118
200,Canada_Drum,NA,50.090000000000003,-120.67,434,5.3,13.000000000000000,99.000000000000000,7.1306758,247.0965118
201,Canada_fht1,NA,50.740000000000002,-120.44,448,7.5,18.000000000000000,247.400000000000006,19.7053757,247.0965118
202,Canada_FLHT.2,NA,50.740000000000002,-120.36,441,8.4,14.000000000000000,187.900000000000006,42.4878044,247.0965118
203,Canada_Frolek,NA,50.820000000000000,-120.44,388,5.1,18.000000000000000,293.500000000000000,10.0842619,247.0965118
204,Canada_Goose.Lake,NA,50.100000000000001,-120.43,329,4.1,24.000000000000000,283.800000000000011,3.0611486,247.0965118
205,Canada_gooselake2,NA,50.109999999999999,-120.42,334,4.1,18.000000000000000,251.500000000000000,1.7562101,247.0965118
206,Canada_hav,NA,50.090000000000003,-120.45,327,4.1,20.000000000000000,202.199999999999989,4.2759881,247.0965118
207,Canada_hbb,NA,50.079999999999998,-120.45,327,3.9,14.000000000000000,247.699999999999989,8.0539799,247.0965118
208,Canada_hkb,NA,50.079999999999998,-120.47,328,4.4,11.000000000000000,275.800000000000011,4.046824,247.0965118
209,Canada_hsr,NA,50.070000000000000,-120.45,375,3.9,20.000000000000000,210.900000000000006,4.0494571,247.0965118
210,Canada_LG1.LDB,NA,50.729999999999997,-120.44,376,7.5,9.000000000000000,114.599999999999994,21.1768284,247.0965118
211,Canada_LG3.LDB,NA,50.729999999999997,-120.44,384,7.5,13.000000000000000,153.400000000000006,21.1768284,247.0965118
212,Canada_LG4.LDB,NA,50.740000000000002,-120.43,364,7.5,17.000000000000000,147.300000000000011,19.690134,247.0965118
213,Canada_LG5.LDB,NA,50.740000000000002,-120.43,362,7.5,12.000000000000000,218.800000000000011,19.690134,247.0965118
214,Canada_LGS.1,NA,50.729999999999997,-120.43,391,7.5,16.000000000000000,87.799999999999997,21.3044605,247.0965118
215,Canada_LGS.2,NA,50.740000000000002,-120.43,412,7.5,10.000000000000000,162.599999999999994,19.690134,247.0965118
216,Canada_LGS.3,NA,50.740000000000002,-120.43,469,7.5,20.000000000000000,176.099999999999994,19.690134,247.0965118
217,Canada_LGS.4,NA,50.729999999999997,-120.44,365,7.5,12.000000000000000,126.799999999999997,21.1768284,247.0965118
218,Canada_LGS.5,NA,50.729999999999997,-120.44,383,7.5,12.000000000000000,173.000000000000000,21.1768284,247.0965118
219,Canada_LGS.6,NA,50.740000000000002,-120.44,304,7.5,16.000000000000000,186.699999999999989,19.7053757,247.0965118
220,Canada_llrs,NA,50.780000000000001,-120.41,353,6.1,16.000000000000000,312.300000000000011,16.9954052,247.0965118
221,Canada_lls1,NA,50.799999999999997,-120.41,320,5.6,16.000000000000000,198.000000000000000,13.8999758,247.0965118
