OID_,site_code,site_proj_comm,Latitude,Longitude,MAP,MAT,GDiv,ANPP,HumanDisturbance,N_Deposition
222,Canada_llw,NA,50.789999999999999,-120.41,434,6.1,13.000000000000000,205.500000000000000,18.2975445,247.0965118
223,Canada_Long.lake.4,NA,50.789999999999999,-120.4,448,6.1,15.000000000000000,198.400000000000006,18.2975445,247.0965118
224,Canada_Long.lake.5,NA,50.789999999999999,-120.4,441,6.1,17.000000000000000,208.400000000000006,18.2975445,247.0965118
225,Canada_Long.lake.6,NA,50.789999999999999,-120.4,388,6.1,22.000000000000000,230.300000000000011,18.2975445,247.0965118
226,Canada_Lundbom.Lake,NA,50.090000000000003,-120.63,329,4,9.000000000000000,191.000000000000000,8.106575,247.0965118
227,Canada_Mara.1,NA,50.740000000000002,-120.5,334,7.4,16.000000000000000,157.900000000000006,17.6706429,247.0965118
228,Canada_MG1.LDB,NA,50.759999999999998,-120.44,327,5.9,16.000000000000000,231.400000000000006,14.8388863,247.0965118
229,Canada_MG2.LDB,NA,50.759999999999998,-120.44,327,5.9,20.000000000000000,215.199999999999989,14.8388863,247.0965118
230,Canada_MG3.LDB,NA,50.740000000000002,-120.44,328,7.5,21.000000000000000,249.599999999999994,19.7053757,247.0965118
231,Canada_MGBR.1,NA,50.759999999999998,-120.44,375,5.9,20.000000000000000,288.199999999999989,14.8388863,247.0965118
232,Canada_MGBR.2,NA,50.770000000000003,-120.43,376,5.9,21.000000000000000,271.399999999999977,16.8958035,247.0965118
233,Canada_Powerline,NA,50.130000000000003,-120.44,373,4.8,15.000000000000000,219.099999999999994,4.1278529,247.0965118
234,Canada_Redhil,NA,50.750000000000000,-120.42,384,7.5,16.000000000000000,314.100000000000023,20.0055199,247.0965118
235,Canada_Repeter,NA,50.070000000000000,-120.43,364,3.9,12.000000000000000,318.699999999999989,4.0792537,247.0965118
236,Canada_Summit.North,NA,50.060000000000002,-120.43,362,3.9,17.000000000000000,340.399999999999977,4.077343,247.0965118
237,Canada_Summit.South,NA,50.060000000000002,-120.43,391,3.9,14.000000000000000,417.600000000000023,4.077343,247.0965118
238,Canada_TMV,NA,50.799999999999997,-120.39,412,5.6,17.000000000000000,220.599999999999994,15.0880041,247.0965118
239,CanaryIsland_Anaga,NA,28.539999999999999,-16.19,480,19.4,114.000000000000000,256.000000000000000,18.4942665,84.6135635
240,CanaryIsland_Teno,NA,28.250000000000000,-16.75,450,12.7,136.000000000000000,,10.8029728,84.6135635
241,CanaryIsland_Valle,NA,28.079999999999998,-17.33,313,18.6,92.000000000000000,174.000000000000000,22.017805,84.6135635
242,CedarCreek,NA,45.079999999999998,-93.17,825,7.1,84.000000000000000,222.000000000000000,43.3671799,897.5437012
243,China_LC,NA,43.549999999999997,116.670000000000002,334,1.2,30.000000000000000,150.000000000000000,12.1735945,694.2258301
244,China_SG,NA,43.539999999999999,116.560000000000002,334,1.3,28.000000000000000,150.000000000000000,5.5158081,694.2258301
245,China_Yunwu,NA,36.270000000000003,106.430000000000007,425,6.8,71.000000000000000,336.000000000000000,12.5316248,1834.01355
246,Cisco Mesa,NA,39.049999999999997,-109.37,223,11.1,21.000000000000000,,2.455893,297.7605896
247,Cisco Wash 1,NA,39.009999999999998,-109.42,215,11.4,16.000000000000000,,9.5729294,297.7605896
248,Cisco Wash 2,NA,39.009999999999998,-109.41,215,11.5,24.000000000000000,,9.5729294,297.7605896
249,CPER,NA,40.829999999999998,-104.72,340,8.4,78.000000000000000,70.000000000000000,10.1608639,469.1299133
250,DesertHigh,NA,41.420000000000002,-111.42,635,2.4,33.000000000000000,203.000000000000000,5.8580976,297.7605896
251,DesertLow,NA,41.359999999999999,-111.42,305,2,18.000000000000000,125.000000000000000,9.6411562,297.7605896
252,DesertSage,NA,41.180000000000000,-111.08,305,3.9,27.000000000000000,47.000000000000000,11.6056824,297.7605896
253,Dry Valley,NA,38.149999999999999,-109.4,293,9.5,18.000000000000000,,7.4891419,297.7605896
254,Ethiopia,NA,4.780000000000000,38.369999999999997,500,19.3,31.000000000000000,,8.5763893,203.4675751
255,FortKeogh,NA,46.390000000000001,-105.87,339,7.7,48.000000000000000,124.000000000000000,29.5718994,423.0978088
256,France_Heath,NA,45.079999999999998,6.050000000000000,940,5.7,80.000000000000000,320.000000000000000,27.5955372,1189.038208
257,France_Mesic,NA,44.869999999999997,5.470000000000000,1380,4.6,75.000000000000000,220.000000000000000,9.305891,1189.038208
258,France_Xeric,NA,44.869999999999997,5.470000000000000,1380,4.6,64.000000000000000,130.000000000000000,9.305891,1189.038208
259,Germany1,NA,49.880000000000003,8.660000000000000,629,9.7,105.000000000000000,,46.2768173,1475.484863
260,Germany2,NA,49.880000000000003,8.660000000000000,629,9.7,55.000000000000000,,46.2768173,1475.484863
261,Harts Draw,NA,38.020000000000003,-109.49,372,8.7,18.000000000000000,,6.8621707,297.7605896
262,Harts Point,NA,37.960000000000001,-109.5,338,8.6,15.000000000000000,,9.7071238,274.468689
263,Horse Pature,NA,39.070000000000000,-109.56,270,10.4,23.000000000000000,,9.6694765,297.7605896
264,Hotel Mesa,NA,38.840000000000003,-109.24,237,11.6,32.000000000000000,,11.9193525,297.7605896
265,House Park,NA,38.000000000000000,-109.86,327,9.1,35.000000000000000,,11.0291729,297.7605896
266,India_Kibber,NA,32.340000000000003,78.019999999999996,400,0.1,34.000000000000000,55.000000000000000,10.8216419,1539.635986
267,India_Nutnet,NA,32.320000000000000,78.010000000000005,507,0.6,15.000000000000000,55.000000000000000,10.9348993,1539.635986
268,Jornada,NA,32.619999999999997,-106.74,280,14.8,43.000000000000000,,9.2236776,299.6559143
269,Junner Koeland,NA,52.530000000000001,6.480000000000000,758,9,42.000000000000000,463.000000000000000,17.4206867,1476.593506
270,Kate Hollow,NA,41.329999999999998,-111.17,310,3.9,23.000000000000000,,11.6445808,297.7605896
271,Kenya_Central,NA,0.4,36.909999999999997,578,18.5,32.000000000000000,1204.000000000000000,7.1110935,450.1618652
272,Kenya_North,NA,0.48,36.869999999999997,493,18.6,33.000000000000000,512.000000000000000,6.7929726,450.1618652
273,Kenya_South,NA,0.28,36.890000000000001,625,17.8,35.000000000000000,722.000000000000000,4.9538312,450.1618652
274,KLEE_cattle,NA,0.3,36.810000000000002,613,17.6,29.000000000000000,,11.4797039,450.1618652
275,KLEE_wildlife,NA,0.3,36.810000000000002,613,17.6,36.000000000000000,,11.4797039,450.1618652
276,Konza,NA,39.090000000000003,-96.58,835,12,95.000000000000000,525.000000000000000,9.0037947,933.4368896
277,KonzaPrairie,NA,39.090000000000003,-96.58,835,12,56.000000000000000,302.000000000000000,9.0037947,933.4368896
278,KRNP_Lammertjiesleegte,NA,-32.33,22.550000000000001,282,17.8,64.000000000000000,,17.8971519,123.4443512
279,KRNP_Sandrivier,NA,-32.3,22.300000000000001,196,17.6,54.000000000000000,,11.4559832,75.0009003
280,Kruger_Buff,NA,-24.4,31.780000000000001,547,22.3,46.000000000000000,487.000000000000000,9.3291922,490.6393127
281,Kruger_Letaba,NA,-23.76,31.430000000000000,400,22.8,75.000000000000000,118.400000000000006,9.5512533,490.6393127
282,Kruger_Marheya,NA,-24.54,31.780000000000001,557,22,32.000000000000000,560.000000000000000,5.0569806,490.6393127
283,Kruger_Nkuhlu,NA,-24.98,31.770000000000000,560,21.9,179.000000000000000,371.699999999999989,11.3051214,490.6393127
284,Kruger_Nwan,NA,-24.45,31.890000000000001,463,22.5,36.000000000000000,500.000000000000000,8.3720074,490.6393127
285,Kruger_Satara,NA,-24.4,31.739999999999998,559,22.2,24.000000000000000,609.000000000000000,9.3693504,490.6393127
286,Lapland_Jehkas,NA,69.079999999999998,20.780000000000001,489,-2.1,32.000000000000000,185.000000000000000,14.2485476,160.613739
287,Lapland_Saana,NA,69.049999999999997,20.829999999999998,489,-3.2,33.000000000000000,185.000000000000000,10.4031982,160.613739
288,LasChilcas,NA,-36.5,-58.5,953,14.8,54.000000000000000,530.000000000000000,17.273922,456.0420227
289,Lost Park,NA,41.359999999999999,-111.13,409,4,15.000000000000000,,11.6459026,297.7605896
290,MAERC,NA,27.129999999999999,-81.2,1364,22.5,25.000000000000000,1104.900000000000091,8.5944395,227.4994202
291,Mali_Korokodjo,NA,15.320000000000000,-9.51,427,28.5,48.000000000000000,242.900000000000006,24.3381443,186.4070435
292,Mali_Lakamane,NA,14.590000000000000,-9.94,577,27.9,54.000000000000000,228.400000000000006,10.6825504,186.4070435
293,Mali_Neguela,NA,12.880000000000001,-8.48,868,27.1,56.000000000000000,420.699999999999989,20.542963,455.2952576
294,Mali_Tiendaga,NA,11.010000000000000,-6.81,1132,27.1,72.000000000000000,573.200000000000045,7.47611,373.7295227
295,Mali_Tiorola,NA,11.609999999999999,-7.1,1043,27.2,61.000000000000000,718.200000000000045,10.7280502,373.7295227
296,Mananga_High,NA,-24.39,31.730000000000000,NA,22.2,44.000000000000000,311.399999999999977,9.755806,490.6393127
297,Mananga_Low,NA,-24.38,31.870000000000001,NA,22.5,31.000000000000000,92.900000000000006,8.0856352,490.6393127
298,Mexico_LaColorada,NA,22.030000000000001,-102.25,450,17.7,34.000000000000000,114.000000000000000,38.1340141,818.2783203
299,Mexico_LaMesa,NA,22.030000000000001,-102.25,450,17.7,13.000000000000000,100.000000000000000,38.1340141,818.2783203
300,Mexico_LaPresa,NA,22.030000000000001,-102.25,450,17.7,37.000000000000000,132.000000000000000,38.1340141,818.2783203
301,Mexico_Vaquerias,NA,22.030000000000001,-102.25,450,17.7,31.000000000000000,88.000000000000000,38.1340141,818.2783203
302,MNK_16mileTank,NA,35.310000000000002,-115.45,184,17.2,7.000000000000000,,10.8472881,268.9372253
303,MNP_14mileTank,NA,35.359999999999999,-115.36,164,18.1,13.000000000000000,,10.7336235,268.9372253
304,MNP_30,NA,35.170000000000002,-115.46,203,16.4,21.000000000000000,,10.7366209,268.9372253
305,MNP_TenmileTank,NA,35.310000000000002,-115.4,181,17.5,14.000000000000000,,10.8991194,268.9372253
306,Molesworth_CC,NA,-42.19,172.879999999999995,720,6.1,28.000000000000000,,4.5923381,59.5954247
307,Molesworth_HG,NA,-42.11,172.909999999999997,750,6.1,48.000000000000000,,11.1340599,59.5954247
308,Molesworth_PT,NA,-42.31,173.039999999999992,780,7.7,21.000000000000000,,8.0054655,59.5954247
309,Molesworth_SD,NA,-42.15,172.930000000000007,750,7.2,25.000000000000000,,7.3781471,59.5954247
310,Molesworth_ST,NA,-42.19,172.780000000000001,680,5.7,66.000000000000000,,11.3908215,59.5954247
311,Molesworth_SW,NA,-42.14,172.919999999999987,680,7.2,17.000000000000000,,7.38942,59.5954247
312,Mongolia_BGgrassland,NA,43.899999999999999,103.500000000000000,116,3,23.000000000000000,,1.4583684,195.3711548
313,Mongolia_Mgairport,NA,45.750000000000000,106.269999999999996,130,1.9,18.000000000000000,,21.9216709,195.3711548
314,Mongolia_Mgshrubland,NA,45.780000000000001,106.180000000000007,121,1.4,28.000000000000000,,10.0005922,195.3711548
315,Mpala,NA,0.29,36.899999999999999,514,17.8,45.000000000000000,,7.7799306,450.1618652
316,N_Clan,NA,39.820000000000000,-117.68,229,9.8,22.000000000000000,,11.8571377,222.7404327
317,N_Pryor,NA,45.060000000000002,-108.26,352,6.2,66.000000000000000,,12.5729866,339.6396484
318,N_Spring,NA,37.960000000000001,-108.6,413,7.7,46.000000000000000,,11.0746746,274.468689
319,N_Sulphur,NA,38.609999999999999,-113.88,332,8.2,20.000000000000000,,3.6473281,225.948288
320,N_Theodore,NA,46.960000000000001,-103.35,389,6,111.000000000000000,,12.1827335,423.0978088
321,Neponset,NA,37.969999999999999,-109.61,286,9.5,26.000000000000000,,10.253376,274.468689
322,North Cottonwood,NA,38.170000000000002,-109.72,332,11.8,25.000000000000000,,11.4692717,297.7605896
323,NS_East Light BIO,NA,43.960000000000001,-59.83,1511,NA,19.000000000000000,,0.681485,251.2418518
324,NS_Main Station Dry Heath,NA,43.930000000000000,-60.01,1511,7.3,26.000000000000000,,8.1000404,251.2418518
325,NS_Main Station Grassland,NA,43.930000000000000,-60.01,1511,7.3,19.000000000000000,,8.1000404,251.2418518
326,NS_Main Station Mesic Heath,NA,43.930000000000000,-60.01,1511,7.3,26.000000000000000,,8.1000404,251.2418518
327,NS_West Light,NA,43.930000000000000,-60.02,1511,7.3,19.000000000000000,,8.1000404,251.2418518
328,NS_Wind Turbine (a),NA,43.930000000000000,-60,1511,7.3,21.000000000000000,,8.1244965,251.2418518
329,NS_Wind Turbine (b),NA,43.930000000000000,-60,1511,7.3,25.000000000000000,,8.1244965,251.2418518
330,Park Pasture,NA,37.950000000000003,-109.71,213,8.4,27.000000000000000,,10.4919691,274.468689
331,Pniel,NA,-28.58,24.430000000000000,360,18.3,8.000000000000000,,8.702219,318.9831238
332,Salt Creek Mesa,NA,38.920000000000002,-109.2,320,11.4,23.000000000000000,,12.4220505,297.7605896
333,Sand Flat,NA,37.960000000000001,-109.89,225,9.5,28.000000000000000,,10.9604969,274.468689
334,Satara North_High,NA,-24.39,31.850000000000001,NA,22.5,21.000000000000000,769.100000000000023,8.1110497,490.6393127
335,Satara North_Low,NA,-24.39,31.730000000000000,NA,22.2,26.000000000000000,504.100000000000023,9.755806,490.6393127
336,Satara South_High,NA,-24.54,31.850000000000001,NA,22.2,21.000000000000000,790.299999999999955,6.0030842,490.6393127
337,Satara South_Low,NA,-24.4,31.730000000000000,NA,22.2,26.000000000000000,552.899999999999977,9.7600594,490.6393127
338,Schiermonnikoog,NA,53.479999999999997,6.220000000000000,800,8.7,22.000000000000000,,7.755631,977.6321411
339,Serengeti_Nutnet,NA,-2.25,34.509999999999998,789,22.1,23.000000000000000,166.000000000000000,8.6424208,265.1708069
340,SGS,NA,40.820000000000000,-104.77,322,8.4,48.000000000000000,91.000000000000000,10.1270828,469.1299133
341,Shibotawna_High,NA,-24.4,31.739999999999998,NA,22.2,31.000000000000000,516.899999999999977,9.3693504,490.6393127
342,Shibotawna_Low,NA,-24.38,31.870000000000001,NA,22.5,16.000000000000000,135.000000000000000,8.0856352,490.6393127
343,Spain_ChapineriaHP,NA,40.380000000000003,-4.2,433,13.8,56.000000000000000,837.000000000000000,36.6284637,454.5309143
344,Spain_ChapineriaLP,NA,40.380000000000003,-4.2,433,13.8,42.000000000000000,230.000000000000000,36.6284637,454.5309143
345,Stanley Park,NA,38.780000000000001,-109.08,322,10.7,24.000000000000000,,11.467659,297.7605896
346,Steamboat Mesa,NA,37.590000000000003,-109.76,345,9.5,20.000000000000000,,9.5398121,274.468689
347,SwissNP_Short,NA,46.670000000000002,10.250000000000000,850,-1.3,113.000000000000000,401.000000000000000,6.5337582,1479.478516
348,SwissNP_Tall,NA,46.670000000000002,10.250000000000000,850,-1.3,117.000000000000000,500.000000000000000,6.5337582,1479.478516
349,Texas Flat,NA,41.329999999999998,-111.24,338,4,25.000000000000000,,11.6434536,297.7605896
350,The Dip,NA,37.649999999999999,-109.99,390,9.4,25.000000000000000,,9.7852106,274.468689
351,Tibet_Site1_Amdo_Bangai,NA,32.270000000000003,91.920000000000002,484,-2.6,29.000000000000000,,4.8624563,1066.313721
352,Tibet_Site10_Gegyai_Xiongbar,NA,32.079999999999998,81.829999999999998,120,-1,8.000000000000000,,5.3244863,1539.635986
353,Tibet_Site11_Amdo_Guozur,NA,31.719999999999999,91.810000000000002,494,-2.2,23.000000000000000,,14.0311146,1066.313721
354,Tibet_Site12_Amdo_Marluo,NA,32.299999999999997,91.909999999999997,484,-3.2,33.000000000000000,,7.1574588,1066.313721
355,Tibet_Site13_Nagqu_Nagqu,NA,31.680000000000000,92.030000000000001,508,-1.8,21.000000000000000,,13.5884304,1066.313721
356,Tibet_Site14_Nagqu_Namarqie,NA,31.590000000000000,91.489999999999995,475,-1.3,11.000000000000000,,13.8722878,1066.313721
357,Tibet_Site15_Bangoin_Beilar,NA,31.420000000000002,91.019999999999996,450,-0.9,27.000000000000000,,14.1426249,1066.313721
358,Tibet_Site16_Bangoin_Pubao2,NA,31.410000000000000,90.250000000000000,400,-1.4,16.000000000000000,,6.5117497,1066.313721
359,Tibet_Site17_Shuanghu_Shuanghu,NA,33.210000000000001,88.799999999999997,292,-4.4,9.000000000000000,,4.4517207,151.9635468
360,Tibet_Site18_Nyima_Erjiu2,NA,32.340000000000003,86.650000000000006,245,-0.8,5.000000000000000,,8.1212721,964.0997925
361,Tibet_Site19_Nyima_Zhongcang2,NA,32.009999999999998,85.409999999999997,220,-2.2,11.000000000000000,,10.0483131,964.0997925
362,Tibet_Site2_Amdo_Cuomar,NA,32.299999999999997,91.480000000000004,468,-4.3,29.000000000000000,,7.6574736,1066.313721
363,Tibet_Site20_Gerze_DongcuoTemple,NA,31.980000000000000,85.079999999999998,212,-0.7,14.000000000000000,,8.462739,964.0997925
364,Tibet_Site21_Gerze_Dongcuo,NA,32.250000000000000,84.370000000000005,180,-0.8,8.000000000000000,,8.9168644,964.0997925
365,Tibet_Site22_Gerze_Gerze,NA,32.289999999999999,84.049999999999997,170,-0.4,9.000000000000000,,8.2339859,964.0997925
366,Tibet_Site23_Gegyai_Wenbudangsang,NA,32.079999999999998,82.909999999999997,150,-3.9,7.000000000000000,,1.0273652,964.0997925
367,Tibet_Site24_Gegyai_Xiongbar2,NA,32.079999999999998,81.819999999999993,120,-1,8.000000000000000,,9.2342949,1539.635986
368,Tibet_Site25_Rutog_Rusong,NA,33.270000000000003,79.709999999999994,45,-2.4,3.000000000000000,,8.5102396,156.5907745
369,Tibet_Site3_Bangoin_Pengcuo_South,NA,31.420000000000002,91.019999999999996,448,-0.9,19.000000000000000,,14.1426249,1066.313721
370,Tibet_Site4_Bangoin_Pubao,NA,31.390000000000001,90.310000000000002,405,-1.3,22.000000000000000,,11.4464636,1066.313721
371,Tibet_Site5_Bangoin_Marqian,NA,31.829999999999998,89.930000000000007,376,-1.4,16.000000000000000,,9.2681494,1066.313721
372,Tibet_Site6_Shuanghu_Beicuo,NA,33.240000000000002,87.709999999999994,250,-3.9,9.000000000000000,,8.6481171,151.9635468
373,Tibet_Site7_Nyima_Erjiu,NA,31.940000000000001,86.890000000000001,258,-0.2,6.000000000000000,,9.085247,964.0997925
374,Tibet_Site8_Nyima_Arsuo,NA,31.940000000000001,86.620000000000005,258,-0.9,8.000000000000000,,8.1405878,964.0997925
375,Tibet_Site9_Nyima_Zhongcang,NA,31.969999999999999,85.120000000000005,225,-0.5,9.000000000000000,,8.3983612,964.0997925
376,Tierber_Karoo_Research_Centre,NA,-33.22,22.350000000000001,176,14.7,16.000000000000000,,4.303051,75.0009003
377,VictoriaRiverResearchStation,NA,-16.07,130.949999999999989,780,27.5,20.000000000000000,108.000000000000000,4.0004387,233.3781281
378,Washington_LTMurray,NA,48.000000000000000,-120.83,569,4.7,29.000000000000000,22.000000000000000,4.0632463,247.0965118
379,Washington_OakCreek,NA,46.719999999999999,-120.82,526,7.7,45.000000000000000,199.500000000000000,12.9336214,216.0787811
380,Washington_Sinlahekin,NA,48.719999999999999,-120.65,737,0.6,64.000000000000000,97.000000000000000,4.5959225,247.0965118
381,Washington_Wenas,NA,46.820000000000000,-120.65,526,7.5,27.000000000000000,13.000000000000000,11.9079132,216.0787811
382,Westwater,NA,39.189999999999998,-109.2,242,10.8,20.000000000000000,,18.9512463,297.7605896
383,Wild Cow Point,NA,37.920000000000002,-109.95,349,9.3,25.000000000000000,,10.3598557,274.468689
384,abisko.se,NA,68.319867000000002,18.740062000000002,390,-0.804166615,19.000000000000000,113.109999999999999,1.0581317,160.613739
385,ahth.is,NA,65.133349999999993,-19.67206,615,0.833333294,58.000000000000000,158.726325000000003,8.0469894,94.7657242
386,ains_dn.uk,NA,53.590000000000003,-3.07,807,9.816666683,38.000000000000000,370.625000000000000,28.4049702,692.541626
387,aish.ca,NA,61.565300000000001,-137.28284,246,-3.466666593,32.000000000000000,112.155000000000001,12,59.1627655
388,amcamp.us,NA,48.465040639999998,-123.0143109,580,10.00000001,26.000000000000000,441.007073300000002,18.521286,224.0832367
389,amlr.is,NA,65.133349999999993,-19.67206,615,0.833333294,37.000000000000000,12.113075000000000,8.0469894,94.7657242
390,anti.ec,NA,-0.467083333,-78.162,846,2.425000002,64.000000000000000,1282.812500000000000,3.941396,574.4157715
391,arch.us,NA,27.170339999999999,-81.21828,1205,22.73333335,82.000000000000000,388.998333300000013,2.1501467,227.4994202
392,arde.ir,NA,38.854855069999999,47.780735040000003,449,10.06666666,237.000000000000000,92.003668840000003,12.0367622,400.3489685
393,azi.cn,NA,33.670000000000002,101.870000000000005,711,1.362500006,88.000000000000000,361.169166700000005,13.8380547,1045.707642
394,azitwo.cn,NA,33.579999999999998,101.530000000000001,733,-1.12083332,109.000000000000000,325.485687999999982,9.0963058,1045.707642
395,badlau.de,NA,51.392138000000003,11.877969000000000,523,9.329166727,72.000000000000000,384.885083300000019,37.8599472,1475.484863
396,bari.ar,NA,-41.00644,-71.15323,787,8.787500066,40.000000000000000,207.365833299999991,4.3956652,114.403801
397,barta.us,NA,42.244585999999998,-99.6518,581,9.066666578,55.000000000000000,225.373333300000013,6.5036454,780.62323
398,bayr.de,NA,49.916666669999998,11.583333330000000,745,8.508333363,72.000000000000000,162.652229199999994,24.030653,1475.484863
399,bldr.us,NA,39.972022000000003,-105.233544,487,9.904166626,49.000000000000000,136.126249999999999,43.7494888,469.1299133
400,bnbt.us,NA,39.597006999999998,-95.086276,944,12.39166659,58.000000000000000,893.386111099999994,23.0694714,933.4368896
401,bnch.us,NA,44.276685430000001,-121.9680169,1618,6.770833284,60.000000000000000,268.970000099999993,8.0125771,216.0787811
402,bogong.au,NA,-36.874,147.253999999999991,1678,5.983333338,46.000000000000000,527.158422200000018,12.1058798,218.6474762
403,bttr.us,NA,44.281312000000000,-121.94836,1623,6.499999925,66.000000000000000,231.333334199999996,8.0450287,216.0787811
404,bunya.au,NA,-26.892138,151.606666999999987,817,15.48749996,17.000000000000000,1233.215500000000020,8.5247698,192.3121185
405,burrawan.au,NA,-27.736138,151.139130999999992,643,18.2249999,43.000000000000000,199.119069400000001,3.8923032,255.264267
406,burren.ie,NA,53.072023000000002,-8.992624,1320,9.766666715,82.000000000000000,466.084444399999995,10.6343393,439.7623901
407,bynb.cn,NA,42.884700000000002,82.708799999999997,394,-6.566666729,17.000000000000000,109.033333299999995,1.7372631,273.6609802
408,cammead.us,NA,47.472499999999997,-120.583828,653,6.608333242,17.000000000000000,156.121000000000009,8.8053961,216.0787811
409,cbgb.us,NA,41.785066669999999,-93.38538333,871,9.258333459,104.000000000000000,409.684854200000018,20.5506706,933.4368896
410,cdcr.us,NA,45.424999999999997,-93.2115,740,6.337500023,124.000000000000000,175.692286700000011,11.9094782,897.5437012
411,cdpt.us,NA,41.206000000000003,-101.643,456,9.637500077,85.000000000000000,161.270627800000000,8.5513105,780.62323
412,cedr.us,NA,45.404148999999997,-93.200656,740,6.337500023,43.000000000000000,292.816666699999985,15.3766022,897.5437012
413,cereep.fr,NA,48.280000000000001,2.660000000000000,632,10.81666666,143.000000000000000,523.721515199999999,20.7824402,1476.593506
414,chilcas.ar,NA,-36.275556,-58.265556,955,15.09166658,104.000000000000000,586.243333300000018,13.9423313,456.0420227
415,chur_dn.us,NA,47.179027300000001,-88.6147752,810,4.825000058,43.000000000000000,302.458750000000009,12.6334248,816.6661377
416,colhill.us,NA,45.706046999999998,-121.068688,584,9.695833377,26.000000000000000,64.277000000000001,6.0462995,216.0787811
417,comp.pt,NA,38.829279999999997,-8.791406,564,16.58333332,104.000000000000000,262.880733299999974,8.4309464,351.6945801
418,cowi.ca,NA,48.808799999999998,-123.6301,762,10.44583333,28.000000000000000,475.443288900000027,32.258316,224.0832367
419,derr.au,NA,-37.80694444,144.791388899999987,565,14.76666677,19.000000000000000,123.166666699999993,28.2165852,238.2455902
420,doane.us,NA,40.695399999999999,-96.8541,739,10.64999998,41.000000000000000,248.967307699999992,11.505043,933.4368896
421,drake.za,NA,-28.96104204,29.267586000000001,1134,14.35833343,28.000000000000000,318.216666700000019,9.160696,453.3308411
422,elkh.us,NA,36.867860999999998,-121.739944,815,14.12916663,22.000000000000000,953.933333299999958,43.1867828,354.2384033
423,elliot.us,NA,32.875000000000000,-117.052243,344,17.7124999,55.000000000000000,313.312064099999986,15.1579638,175.4421692
424,elva.ee,NA,58.258286099999999,26.353860000000001,638,5.40833336,51.000000000000000,309.279999999999973,20.0947094,597.4761963
425,ethamc.au,NA,-23.7563333,138.474283299999996,192,24.0625,45.000000000000000,108.718666700000000,2.4789438,110.9257736
426,ethass.au,NA,-23.63861,138.398969999999991,203,23.95000007,46.000000000000000,730.273666700000035,2.8501887,110.9257736
427,fnly.us,NA,44.404451000000002,-123.348578,1226,11.63333345,64.000000000000000,257.505262399999992,9.5393295,199.456955
428,frue.ch,NA,47.114227000000000,8.540831000000001,1546,6.958333276,40.000000000000000,770.639166700000033,20.9215221,1479.478516
429,gall.it,NA,43.797100000000000,10.718500000000001,900,14.34166675,53.000000000000000,298.500000000000000,29.9414616,1479.478516
430,gce_brackish.us,NA,31.351333000000000,-81.334667,1304,19.65833342,20.000000000000000,957.618604699999992,0.5009896,401.4907227
431,gce_fresh.us,NA,31.335166999999998,-81.478667,1290,19.57083335,18.000000000000000,742.922580599999947,13.4275122,401.4907227
432,gce_salt.us,NA,31.518999999999998,-81.229667,1305,19.49583348,6.000000000000000,508.361818200000016,12.67134,401.4907227
433,gilb.za,NA,-29.28424,30.291740000000001,943,14.14166671,89.000000000000000,237.659333299999986,12.4505749,453.3308411
434,glac.us,NA,46.868772219999997,-123.0343556,1354,10.54999986,17.000000000000000,164.668651699999998,19.8641205,199.456955
435,glacphr.us,NA,46.870722000000001,-123.053588,1377,10.52500004,35.000000000000000,460.320499999999981,24.4380226,199.456955
436,glcr.us,NA,41.339205999999997,-96.13964,771,10.16250006,28.000000000000000,504.805555599999991,42.3704491,933.4368896
437,hall.us,NA,36.871943999999999,-86.70167,1289,13.82916669,53.000000000000000,518.558333299999958,37.2923088,745.309021
438,hart.us,NA,42.723745000000001,-119.49767,259,7.749999896,48.000000000000000,88.611111109999996,11.7745476,222.7404327
439,hast.us,NA,36.388089999999998,-121.549972,975,11.37500005,32.000000000000000,163.258332800000005,8.7048197,354.2384033
440,hero.uk,NA,51.411000000000001,-0.639,668,10.17083331,77.000000000000000,508.949458800000002,28.7961922,976.9347534
441,hiko.ir,NA,35.946659640000000,53.289900000000003,207,3.787499971,136.000000000000000,119.029989799999996,10.4774771,254.9746704
442,hnvr.us,NA,43.698655000000002,-72.230188,1044,6.487500033,46.000000000000000,347.270833299999993,22.3259506,498.75177
443,hogone.us,NA,37.417000000000002,-75.686,1042,14.71249998,29.000000000000000,322.066666699999985,0.266709,551.520874
444,hogtwo.us,NA,37.417000000000002,-75.686,1042,14.71249998,23.000000000000000,,0.266709,551.520874
445,hopl.us,NA,39.012753429999997,-123.0603134,1065,13.2416667,128.000000000000000,235.014643000000007,15.2879009,234.5391235
446,hustai.mn,NA,47.666527780000003,105.967777799999993,243,-0.49583337,53.000000000000000,258.187500000000000,12.1121855,195.3711548
447,jash.ir,NA,35.783256670000000,53.171703330000000,185,7.70416672,29.000000000000000,84.546000000000006,9.2047243,254.9746704
448,jasp.us,NA,37.405000450000003,-122.2411342,574,13.85833322,34.000000000000000,298.253333300000008,18.3371391,354.2384033
449,jena.de,NA,50.938000000000002,11.528347000000000,654,8.570833226,74.000000000000000,334.622133299999973,36.7798958,1475.484863
450,jorn.us,NA,32.544340740000003,-106.8108509,275,15.40416674,35.000000000000000,237.443333300000006,10.6174984,299.6559143
451,kark.se,NA,68.392168999999996,18.323098000000002,758,-1.737500047,35.000000000000000,100.155000000000001,0.8933744,160.613739
